Block,Time,NR/01052024/31052024/2-R1,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/IEX_240416_00120_1,L_NR_2019_19,NR/01052024/31052024/DC20240501NR23728,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/19072037/LT-05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01052024/31052024/DC20240501NR23726,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/14082046/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/IEX-240324-06625_1,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,NR/01052024/31052024/DC20240501NR23735,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/16072048/L_NR_2022_08,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23727,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,NR/01052024/31052024/M20240501NR23406,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2020_06
52,12:45-13:00,0.000000,0.000000,0.000000,133.07385,0.000000,170.510000,72,0.000000,28.32,43,70.370000,82,47,89.5,0.000000,21.200000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.32,0.000000,15.280000,15.660000,9.980000,0.000000,28,0.000000,72,41.61,0,46,29.250000,94,87.64,16.580000,0.000000,230,20.240000,28.31,191,231.670000,29.83,0.000000,10.250000,0.000000,15.280000,29.84

53,13:00-13:15,0.000000,0.000000,0.000000,133.444312,0.000000,170.510000,70.67,0.000000,28.32,43,70.370000,82,47,90,0.000000,21.200000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.32,0.000000,15.280000,15.660000,10.290000,0.000000,28.34,0.000000,70.67,42.01,0,46,29.250000,94,87.54,16.400000,0.000000,230,20.240000,28.31,191,231.670000,30,0.000000,10.250000,0.000000,15.280000,30

54,13:15-13:30,0.000000,0.000000,0.000000,132.68389,0.000000,170.510000,70.67,0.000000,28.32,43,70.370000,82,47,91,0.000000,20.700000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.32,0.000000,15.170000,15.560000,10.290000,0.000000,28.34,0.000000,70.67,42.01,0,46,29.250000,94,87.54,16.400000,0.000000,230,20.240000,28.31,191,231.670000,30.33,0.000000,10.250000,0.000000,15.170000,30.34

55,13:30-13:45,0.000000,0.000000,0.000000,128.053115,0.000000,206.140000,70.67,0.000000,28.48,43,70.370000,82,47,91,0.000000,20.700000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.48,0.000000,15.170000,15.560000,10.290000,0.000000,29,0.000000,70.67,42.01,0,46,29.250000,94,87.44,16.400000,0.000000,230,20.240000,28.49,191,272.940000,30.33,0.000000,10.250000,0.000000,15.170000,30.34

56,13:45-14:00,0.000000,0.000000,0.000000,124.621467,0.000000,206.140000,71,0.000000,28.82,43,70.370000,82,47,91,0.000000,20.700000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.82,0.000000,14.970000,15.350000,10.290000,0.000000,29,0.000000,71,42.01,0,46,29.250000,94,87.49,16.400000,0.000000,230,20.240000,28.81,191,272.940000,30.33,0.000000,10.250000,0.000000,14.970000,30.34

57,14:00-14:15,0.000000,0.000000,0.000000,120.634126,0.000000,262.080000,73.33,0.000000,28.98,42.78,115.400000,82,45,102.5,0.000000,19.680000,0,76.540000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.98,0.000000,14.680000,15.040000,10.440000,0.000000,33,0.000000,73.33,42.01,0,46,29.250000,91,87.35,16.580000,0.000000,230,20.240000,28.99,191,272.940000,34.17,0.000000,10.330000,0.000000,14.680000,34.16

58,14:15-14:30,0.000000,0.000000,0.000000,116.149586,0.000000,262.080000,73.33,0.000000,28.98,41.19,115.400000,82,45,102.5,0.000000,19.680000,0,76.540000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.98,0.000000,14.350000,14.720000,10.440000,0.000000,33,0.000000,73.33,42.01,0,46,29.250000,91,87.01,16.580000,0.000000,230,20.240000,28.99,191,272.940000,34.17,0.000000,10.330000,0.000000,14.350000,34.16

59,14:30-14:45,0.000000,0.000000,0.000000,110.885126,0.000000,262.080000,76.67,0.000000,28.98,40.52,115.400000,73,42,102.5,0.000000,19.680000,0,87.070000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.98,0.000000,13.810000,14.160000,10.440000,0.000000,33,0.000000,76.67,41.81,0,46,29.250000,83,86.35,16.580000,0.000000,230,20.240000,28.99,172,272.940000,34.17,0.000000,10.330000,0.000000,13.810000,34.16

60,14:45-15:00,0.000000,0.000000,0.000000,105.279451,0.000000,262.080000,76.67,0.000000,28.98,39.4,115.400000,69,39,102.5,0.000000,19.680000,0,87.070000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.98,0.000000,13.260000,13.600000,10.440000,0.000000,33,0.000000,76.67,41.61,0,45.83,29.250000,79,84.56,16.580000,0.000000,229.17,20.240000,28.99,161,272.940000,34.17,0.000000,10.330000,0.000000,13.260000,34.16

61,15:00-15:15,0.000000,0.000000,0.000000,100.131979,0.000000,262.080000,76.67,0.000000,28.98,37.45,115.400000,64,37,102.5,0.000000,19.170000,0,87.070000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.98,0.000000,12.710000,13.030000,10.560000,0.000000,33,0.000000,76.67,41.41,0,39.17,29.250000,73,80.95,16.960000,0.000000,195.83,20.240000,28.99,151,272.940000,34.17,0.000000,10.330000,0.000000,12.710000,34.16

62,15:15-15:30,0.000000,0.000000,0.000000,93.668392,0.000000,262.080000,76.67,0.000000,28.98,35.4,115.400000,60,35,102.5,0.000000,19.680000,0,87.070000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.98,0.000000,12.350000,12.660000,10.560000,0.000000,33,0.000000,76.67,41.21,0,37,29.250000,69,76.2,16.960000,0.000000,185,20.240000,28.99,140,272.940000,34.17,0.000000,10.330000,0.000000,12.350000,34.16

63,15:30-15:45,0.000000,0.000000,0.000000,87.029323,0.000000,262.080000,76.67,0.000000,29.15,33.36,115.400000,54,30,102.5,0.000000,20.180000,0,87.070000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,29.15,0.000000,11.240000,11.520000,10.560000,0.000000,33,0.000000,76.67,41.01,0,34.17,29.250000,60,71.08,16.960000,0.000000,170.83,20.240000,29.15,126,272.940000,34.17,0.000000,10.330000,0.000000,11.240000,34.16

64,15:45-16:00,0.000000,0.000000,0.000000,80.117282,0.000000,262.080000,76.67,0.000000,29.48,29.93,115.400000,49,27,102.5,0.000000,20.180000,0,87.070000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,29.48,0.000000,10.550000,10.820000,10.560000,0.000000,33,0.000000,76.67,40.81,0,31.67,29.250000,55,65.69,16.960000,0.000000,158.33,20.240000,29.49,116,272.940000,34.17,0.000000,10.330000,0.000000,10.550000,34.16

65,16:00-16:15,0.000000,0.000000,0.000000,72.415572,0.000000,262.080000,80,0.000000,29.48,27.75,115.400000,45,25,102.5,0.000000,21.190000,0,87.070000,7.660000,14.480000,0.000000,19.310000,0.000000,20.240000,29.48,0.000000,9.610000,9.850000,10.560000,19.310000,33,0.000000,80,40.61,0,28.33,29.250000,50,60.07,17.780000,0.000000,141.67,20.240000,29.49,105,272.940000,34.17,39.580000,10.330000,0.000000,9.610000,34.16

66,16:15-16:30,0.000000,0.000000,0.000000,64.226412,0.000000,262.080000,80,0.000000,29.48,25,115.400000,40,22,102.5,0.000000,22.200000,0,87.070000,7.660000,14.480000,0.000000,19.310000,0.000000,20.240000,29.48,0.000000,7.550000,7.750000,10.560000,19.310000,33,0.000000,80,40.21,0,27.13,29.250000,45,54.16,17.780000,0.000000,135.64,20.240000,29.49,95,272.940000,34.17,39.580000,10.330000,0.000000,7.550000,34.16

67,16:30-16:45,0.000000,0.000000,0.000000,55.403567,0.000000,262.080000,80,0.000000,29.48,21,115.400000,34,19,102.5,0.000000,22.200000,0,87.070000,7.660000,14.480000,0.000000,19.310000,0.000000,20.240000,29.48,0.000000,6.560000,6.720000,10.560000,19.310000,33,0.000000,80,40.61,0,24.53,29.250000,38,47.96,17.780000,0.000000,122.63,20.240000,29.49,81,272.940000,34.17,39.580000,10.330000,0.000000,6.560000,34.16

68,16:45-17:00,0.000000,0.000000,0.000000,46.69771,0.000000,262.080000,80,0.000000,29.48,18.5,115.400000,30,16,102.5,0.000000,22.200000,0,87.070000,7.660000,14.480000,0.000000,19.310000,0.000000,20.240000,29.48,0.000000,5.410000,5.540000,10.560000,19.310000,33,0.000000,80,40.61,0,21.14,29.250000,31,41.05,17.780000,0.000000,105.71,20.240000,29.49,70,272.940000,34.17,39.580000,10.330000,0.000000,5.410000,34.16

69,17:00-17:15,0.000000,0.000000,46.330000,38.225829,6.760000,262.080000,80,0.000000,33,15.5,115.400000,25,13,102.5,4.830000,22.200000,0,87.070000,7.660000,14.480000,48.260000,19.310000,0.000000,20.240000,27.44,57.920000,4.440000,4.560000,10.560000,19.310000,33,0.000000,80,40.61,0,18.12,29.250000,25,34.05,18.710000,5.790000,90.6,20.240000,20,60,272.940000,34.17,39.580000,10.330000,0.000000,4.440000,34.16

70,17:15-17:30,0.000000,0.000000,46.330000,30.143908,6.760000,262.080000,79,0.000000,33,12.5,115.400000,19,10,102.5,4.830000,23.220000,0,87.070000,7.660000,14.480000,48.260000,19.310000,0.000000,20.240000,18.04,57.920000,3.350000,3.440000,10.560000,19.310000,33,0.000000,79,40.61,0,14.36,29.250000,20,27.61,18.710000,5.790000,71.83,20.240000,10,46,272.940000,34.17,39.580000,10.330000,0.000000,3.350000,34.16

71,17:30-17:45,0.000000,0.000000,46.330000,22.334959,6.760000,262.080000,77,0.000000,24.28,10,115.400000,12,8,100,4.830000,23.720000,0,87.070000,7.660000,14.480000,48.260000,19.310000,0.000000,20.240000,12.77,57.920000,2.450000,2.520000,10.560000,19.310000,33,0.000000,77,40.41,0,10.8,29.250000,15,21.19,18.710000,5.790000,54.01,20.240000,3,28,272.940000,33.33,39.580000,10.330000,0.000000,2.450000,33.34

72,17:45-18:00,0.000000,0.000000,46.330000,15.227938,6.760000,262.080000,75,0.000000,15.41,8,115.400000,7,5,96.5,4.830000,23.720000,0,87.070000,7.660000,14.480000,48.260000,19.310000,0.000000,20.240000,8.97,57.920000,1.800000,1.850000,10.560000,19.310000,32.66,0.000000,75,40.21,0,8.24,29.250000,10,14.99,18.710000,5.790000,41.22,20.240000,0,18,272.940000,32.17,39.580000,10.330000,0.000000,1.800000,32.16

73,18:00-18:15,48.260000,0.000000,46.330000,9.242052,6.760000,262.080000,74.67,0.000000,0,5,115.400000,4,3,94,4.830000,25.230000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,1.250000,1.280000,10.560000,19.310000,32,0.000000,74.67,40.21,0,5.97,29.250000,5,9.47,19.350000,5.790000,29.84,20.240000,0,11,272.940000,31.33,39.580000,10.410000,0.000000,1.250000,31.34

74,18:15-18:30,48.260000,0.000000,46.330000,4.991488,6.760000,262.080000,74.33,0.000000,0,4,115.400000,3,1,93,4.830000,25.230000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.800000,0.820000,10.560000,19.310000,31.34,0.000000,74.33,40.21,0,4.31,29.250000,3,5.12,19.350000,5.790000,21.56,20.240000,0,7,272.940000,31,39.580000,10.410000,0.000000,0.800000,31

75,18:30-18:45,48.260000,0.000000,46.330000,1.930302,6.760000,262.080000,80,0.000000,0,3,115.400000,1,1,110,4.830000,26.250000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.430000,0.440000,10.560000,19.310000,33.66,0.000000,80,40.01,0,3.33,29.250000,1,2.22,19.350000,5.790000,16.66,20.240000,0,4,272.940000,36.67,39.580000,10.410000,0.000000,0.430000,36.66

76,18:45-19:00,48.260000,0.000000,46.330000,0.087741,6.760000,262.080000,80,0.000000,0,2,115.400000,0,0,110,4.830000,26.250000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.380000,0.390000,10.560000,19.310000,33.34,0.000000,80,40.01,0,1.96,29.250000,0,0,19.350000,5.790000,9.82,9.600000,0,1,272.940000,36.67,39.580000,10.410000,0.000000,0.380000,36.66

77,19:00-19:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,1,66.210000,0,0,110,4.830000,26.250000,0,75.610000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33.34,0.000000,80,39.41,0,0.73,29.250000,0,0,19.350000,5.790000,3.64,30.890000,0,1,272.940000,36.67,39.580000,10.410000,0.000000,0.000000,36.66

78,19:15-19:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0.5,66.210000,0,0,110,4.830000,26.250000,0,75.610000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33.34,0.000000,80,38.81,0,0.3,29.250000,0,0,19.350000,5.790000,1.49,30.890000,0,0,272.940000,36.67,39.580000,10.410000,0.000000,0.000000,36.66

79,19:30-19:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,66.210000,0,0,110,4.830000,26.250000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33.34,0.000000,80,41.01,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.67,39.580000,10.330000,0.000000,0.000000,36.66

80,19:45-20:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,78.67,0.000000,0,0,66.210000,0,0,110,4.830000,26.250000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,78.67,41.01,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.67,39.580000,10.330000,0.000000,0.000000,36.66

81,20:00-20:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,76.67,0.000000,0,0,66.210000,0,0,98,4.830000,26.250000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.66,0.000000,76.67,40.81,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,32.67,39.580000,10.330000,0.000000,0.000000,32.66

82,20:15-20:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,75.33,0.000000,0,0,66.210000,0,0,99,4.830000,26.250000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.66,0.000000,75.33,39.61,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,33,39.580000,10.330000,0.000000,0.000000,33

83,20:30-20:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,75.67,0.000000,0,0,66.210000,0,0,101.5,4.830000,26.250000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.66,0.000000,75.67,38.01,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,33.83,39.580000,10.330000,0.000000,0.000000,33.84

84,20:45-21:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,76.67,0.000000,0,0,115.400000,0,0,102.5,4.830000,26.250000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.34,0.000000,76.67,36.62,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,34.17,39.580000,10.330000,0.000000,0.000000,34.16

85,21:00-21:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,79.33,0.000000,0,0,115.400000,0,0,102.5,4.830000,28.260000,0,68.080000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,29.66,0.000000,79.33,35.62,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,34.17,39.580000,10.330000,0.000000,0.000000,34.16

86,21:15-21:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,102.5,4.830000,27.750000,0,68.080000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,29.34,0.000000,80,34.22,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,34.17,39.580000,10.330000,0.000000,0.000000,34.16

87,21:30-21:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,105,4.830000,27.750000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32,0.000000,80,35.82,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,35,39.580000,10.330000,0.000000,0.000000,35

88,21:45-22:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,105,4.830000,27.750000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.66,0.000000,80,35.22,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,35,39.580000,10.330000,0.000000,0.000000,35

89,22:00-22:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,105,4.830000,26.740000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,80,34.82,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,35,39.580000,10.330000,0.000000,0.000000,35

90,22:15-22:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,106,4.830000,26.740000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,80,34.42,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,35.33,39.580000,10.330000,0.000000,0.000000,35.34

91,22:30-22:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,107.5,4.830000,27.750000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,80,33.62,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,35.83,39.580000,10.330000,0.000000,0.000000,35.84

92,22:45-23:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,108.5,4.830000,27.250000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,80,33.02,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.17,39.580000,10.330000,0.000000,0.000000,36.16

93,23:00-23:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,109,4.830000,26.740000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,0.000000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,80,32.62,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.33,39.580000,10.330000,0.000000,0.000000,36.34

94,23:15-23:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,110,4.830000,26.240000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,0.000000,0,57.920000,0.000000,0.000000,10.560000,19.310000,33,0.000000,80,31.42,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.67,39.580000,10.330000,0.000000,0.000000,36.66

95,23:30-23:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,110,4.830000,26.240000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,0.000000,0,57.920000,0.000000,0.000000,10.560000,19.310000,34.34,0.000000,80,42.01,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.67,39.580000,10.330000,0.000000,0.000000,36.66

96,23:45-24:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,80,0.000000,0,0,115.400000,0,0,110,4.830000,26.240000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,0.000000,0,57.920000,0.000000,0.000000,10.560000,19.310000,35.34,0.000000,80,43.01,0,0,29.250000,0,0,19.350000,5.790000,0,30.890000,0,0,272.940000,36.67,39.580000,10.330000,0.000000,0.000000,36.66

