Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/30092023/31122025/SH-07,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/M20240501NR23406,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_36,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01052024/31052024/2-R1,NR/01052024/31052024/DC20240501NR23727,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23735,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/14082046/L_NR_2021_16
51,12:30-12:45,7.920000,92.31,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.82,0,25.910000,0.000000,0.000000,7.34,23.81,47,15.280000,13.120000,7.33,191,0.000000,0.000000,22,14.67,53.210000,273.530000,0.000000,23.82,0.000000,57.750000,35.260000,229.17,15.660000,6.66,14.67,46.5,7.120000,103.298706,82,48.370000,25.910000,0.000000,8.41,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.280000,0.000000,0.000000,0

52,12:45-13:00,7.920000,92.25,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.82,0,25.910000,0.000000,0.000000,7.34,23.81,47,15.280000,13.120000,7.33,191,0.000000,0.000000,22,14.67,53.210000,273.530000,0.000000,23.82,0.000000,57.750000,35.260000,229.17,15.660000,6.66,14.67,46.5,7.120000,105.501528,82,48.370000,25.910000,0.000000,8.61,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.280000,0.000000,0.000000,0

53,13:00-13:15,7.920000,92.15,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.82,0,25.910000,0.000000,0.000000,7.5,23.81,47,15.280000,13.120000,7.5,191,0.000000,0.000000,22.5,15.33,53.210000,232.180000,0.000000,23.82,0.000000,57.750000,35.260000,229.17,15.660000,6.66,15.33,45.93,7.210000,106.788132,82,48.370000,25.910000,0.000000,12.01,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.280000,0.000000,0.000000,0

54,13:15-13:30,7.920000,92.15,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.82,0,25.910000,0.000000,0.000000,7.5,23.81,47,15.190000,13.120000,7.5,191,0.000000,0.000000,22.5,16.67,53.210000,232.180000,0.000000,23.82,0.000000,57.750000,35.260000,229.17,15.580000,6.66,16.67,45.97,7.210000,107.061048,82,48.370000,25.910000,0.000000,13,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.190000,0.000000,0.000000,0

55,13:30-13:45,7.920000,92.05,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.98,0,25.910000,0.000000,0.000000,7.66,23.99,47,15.110000,14.130000,7.67,191,0.000000,0.000000,23,18.33,53.210000,273.530000,0.000000,23.98,0.000000,57.750000,35.260000,229.17,15.480000,7,18.33,45.74,7.210000,102.772368,82,48.370000,25.910000,0.000000,16,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.110000,0.000000,0.000000,0

56,13:45-14:00,7.920000,92.1,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,24.32,0,25.910000,0.000000,0.000000,8.34,24.31,47,14.710000,14.130000,8.33,191,0.000000,0.000000,25,19,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,35.260000,229.17,15.080000,7.34,19,45.6,7.210000,96.641505,82,48.370000,25.910000,0.000000,18,94,0.000000,0.000000,7.910000,23.220000,0.000000,14.710000,0.000000,0.000000,0

57,14:00-14:15,7.390000,91.95,45.83,140.270000,0.000000,0.000000,29.090000,6.850000,24.32,0,25.910000,0.000000,0.000000,9.5,24.31,47,14.390000,14.220000,9.5,191,0.000000,0.000000,28.5,19.33,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,229.17,14.750000,7.66,19.33,44.28,6.890000,90.491148,82,48.370000,25.910000,0.000000,18,93,0.000000,0.000000,7.910000,24.220000,0.000000,14.390000,0.000000,0.000000,0

58,14:15-14:30,7.390000,91.59,44.99,167.310000,0.000000,0.000000,29.090000,6.850000,24.32,0,25.910000,0.000000,0.000000,10.34,24.31,46,13.940000,14.220000,10.33,189,0.000000,0.000000,31,24,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,224.95,14.300000,8.66,24,42.69,6.890000,84.165345,81,48.370000,25.910000,0.000000,18,93,0.000000,0.000000,7.910000,24.220000,0.000000,13.940000,0.000000,0.000000,0

59,14:30-14:45,7.390000,90.9,44.15,167.310000,0.000000,0.000000,29.090000,6.850000,24.32,0,25.910000,0.000000,0.000000,10.5,24.31,42,13.310000,14.220000,10.5,179,0.000000,0.000000,31.5,29.33,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,220.75,13.640000,8.34,29.33,42.02,6.890000,83.04444,76,48.370000,25.910000,0.000000,18,83,0.000000,0.000000,7.910000,24.220000,0.000000,13.310000,0.000000,0.000000,0

60,14:45-15:00,7.390000,89.01,44,167.310000,0.000000,0.000000,29.090000,6.850000,24.32,0,25.910000,0.000000,0.000000,10.66,24.31,40,12.640000,14.220000,10.67,172,0.000000,0.000000,32,34.67,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,220.01,12.960000,8.66,34.67,40.4,6.890000,81.134028,73,48.370000,25.910000,0.000000,18,79,0.000000,0.000000,7.910000,24.220000,0.000000,12.640000,0.000000,0.000000,0

61,15:00-15:15,7.470000,85.21,41.64,167.310000,0.000000,0.000000,29.090000,7.000000,24.32,0,25.910000,0.000000,0.000000,11,24.31,38,12.160000,14.320000,11,158,0.000000,0.000000,33,41,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,208.23,12.460000,9.34,41,38.45,7.070000,83.33685,67,48.370000,25.910000,0.000000,16,75,0.000000,0.000000,7.910000,24.730000,0.000000,12.160000,0.000000,0.000000,0

62,15:15-15:30,7.470000,80.21,37.43,167.310000,0.000000,0.000000,29.090000,7.000000,24.32,0,25.910000,0.000000,0.000000,11.84,24.31,35,11.530000,14.320000,11.83,147,0.000000,0.000000,35.5,44.33,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,187.18,11.810000,10.66,44.33,36.4,7.070000,79.350327,63,48.370000,25.910000,0.000000,16,70,0.000000,0.000000,7.910000,24.730000,0.000000,11.530000,0.000000,0.000000,0

63,15:30-15:45,7.470000,74.82,35.09,167.310000,0.000000,0.000000,29.090000,7.000000,24.32,0,25.910000,0.000000,0.000000,10.66,24.31,31,10.750000,14.320000,10.67,137,0.000000,0.000000,32,47.33,53.210000,273.530000,0.000000,24.32,0.000000,57.750000,58.010000,175.45,11.020000,13.34,47.33,34.36,7.070000,72.371475,58,48.370000,25.910000,0.000000,16,61,0.000000,0.000000,7.910000,25.240000,0.000000,10.750000,0.000000,0.000000,0

64,15:45-16:00,7.470000,69.15,33.56,176.990000,0.000000,0.000000,29.090000,7.000000,24.65,0,25.910000,0.000000,0.000000,11.34,24.65,29,9.780000,14.320000,11.33,123,0.000000,0.000000,34,51,53.210000,273.530000,0.000000,24.65,0.000000,57.750000,58.010000,167.78,10.020000,14,51,30.93,7.070000,65.655792,52,48.370000,25.910000,0.000000,16,59,0.000000,0.000000,7.910000,25.240000,0.000000,9.780000,0.000000,0.000000,0

65,16:00-16:15,7.690000,63.23,32.02,166.340000,0.000000,0.000000,29.090000,5.830000,24.65,0,25.910000,14.510000,39.660000,14.66,24.65,25,8.810000,14.500000,14.67,109,0.000000,0.000000,44,54.33,53.210000,273.530000,19.350000,24.65,0.000000,57.750000,58.010000,160.09,9.030000,15,54.33,28.75,7.350000,58.764663,46,48.370000,25.910000,19.350000,13,50,0.000000,0.000000,7.910000,25.740000,0.000000,8.810000,0.000000,0.000000,0

66,16:15-16:30,7.690000,57.01,27.93,166.340000,0.000000,0.000000,29.090000,6.770000,24.65,0,25.910000,14.510000,39.660000,15.34,24.65,22,8.020000,14.500000,15.33,95,0.000000,0.000000,46,56,53.210000,273.530000,19.350000,24.65,0.000000,57.750000,58.010000,139.63,8.220000,16,56,25.21,7.350000,51.522642,40,48.370000,25.910000,19.350000,13,45,0.000000,0.000000,7.910000,25.740000,0.000000,8.020000,0.000000,0.000000,0

67,16:30-16:45,7.690000,50.49,25.71,166.340000,0.000000,0.000000,29.090000,6.770000,24.65,0,25.910000,14.510000,39.660000,16.16,24.65,20,7.030000,14.500000,16.17,81,0.000000,0.000000,48.5,60,64.820000,273.530000,19.350000,24.65,0.000000,57.750000,58.010000,128.55,7.210000,17.34,60,21.43,7.350000,45.294309,34,48.370000,25.910000,19.350000,12.8,40,0.000000,0.000000,7.910000,26.250000,0.000000,7.030000,0.000000,0.000000,0

68,16:45-17:00,7.690000,43.21,22.14,166.340000,0.000000,0.000000,29.090000,6.770000,24.65,0,25.910000,14.510000,39.660000,17,24.65,17,6.000000,14.500000,17,74,0.000000,0.000000,51,59.67,64.820000,273.530000,19.350000,24.65,0.000000,57.750000,58.010000,110.69,6.140000,17.66,59.67,19,7.350000,37.798866,31,48.370000,25.910000,19.350000,12.41,33,0.000000,0.000000,7.910000,26.250000,0.000000,6.000000,0.000000,0.000000,0

69,17:00-17:15,7.540000,35.84,19.21,166.340000,4.840000,6.770000,29.090000,6.770000,27.44,0,25.910000,14.510000,39.660000,22.5,28.51,13,4.730000,15.790000,22.5,60,0.000000,0.000000,67.5,59,83.200000,273.530000,19.350000,18,46.440000,57.750000,58.010000,96.04,4.840000,18.34,59,15.5,7.720000,30.693303,25,48.370000,25.910000,19.350000,11.21,27,0.000000,5.800000,9.610000,26.750000,48.370000,4.730000,0.000000,0.000000,0

70,17:15-17:30,7.540000,29.07,16.17,166.340000,4.840000,6.770000,29.090000,6.770000,18.04,0,25.910000,14.510000,39.660000,22.66,30.67,11,3.800000,15.790000,22.67,46,0.000000,0.000000,68,58.33,83.200000,273.530000,19.350000,7,46.440000,57.750000,58.010000,80.84,3.900000,19,58.33,12.5,7.720000,23.967873,19,48.370000,25.910000,19.350000,10.01,21,0.000000,5.800000,9.610000,27.250000,48.370000,3.800000,0.000000,0.000000,0

71,17:30-17:45,7.540000,22.31,12.75,226.930000,4.840000,6.770000,29.090000,6.850000,12.77,0,25.910000,14.510000,39.660000,23,21.15,8,2.880000,15.790000,23,32,0.000000,0.000000,69,62,83.200000,273.530000,19.350000,1,46.440000,57.750000,58.010000,63.74,2.960000,24.66,62,9,7.720000,17.486118,13,48.370000,25.910000,19.350000,9.21,16,0.000000,5.800000,9.610000,27.250000,48.370000,2.880000,0.000000,0.000000,0

72,17:45-18:00,7.540000,15.78,9.44,226.930000,4.840000,6.770000,29.090000,6.850000,8.97,0,25.910000,14.510000,39.660000,24.16,13.33,6,2.090000,15.790000,24.17,21,0.000000,0.000000,72.5,61,83.200000,273.530000,19.350000,0,46.440000,57.750000,58.010000,47.22,2.140000,24.34,61,7,7.720000,11.618424,9,48.370000,25.910000,19.350000,8.61,12,0.000000,5.800000,9.610000,27.750000,48.370000,2.090000,0.000000,0.000000,0

73,18:00-18:15,7.690000,9.97,7.08,226.930000,4.840000,6.770000,29.090000,6.850000,0,0,25.910000,14.510000,39.660000,22,0,5,1.390000,15.980000,22,11,0.000000,0.000000,66,57.33,83.200000,273.530000,19.350000,0,46.440000,57.750000,33.180000,35.4,1.420000,24,57.33,4,8.100000,6.696189,4,48.370000,25.910000,19.350000,8.01,10,48.370000,5.800000,9.610000,28.270000,48.370000,1.390000,0.000000,0.000000,0

74,18:15-18:30,7.690000,5.39,4.27,226.930000,4.840000,6.770000,29.090000,6.850000,0,0,25.910000,14.510000,39.660000,21.5,0,2,0.850000,15.980000,21.5,4,0.000000,0.000000,64.5,56,83.200000,273.530000,19.350000,0,46.440000,57.750000,33.180000,21.36,0.870000,23.34,56,2,8.100000,3.284739,1,48.370000,25.910000,19.350000,7.21,5,48.370000,5.800000,9.610000,28.270000,48.370000,0.850000,0.000000,0.000000,0

75,18:30-18:45,7.690000,2.34,2.73,225.860000,4.840000,6.770000,29.090000,6.930000,0,0,25.910000,14.510000,39.660000,21.5,0,0,0.410000,15.980000,21.5,1,0.000000,0.000000,64.5,55,51.480000,273.530000,19.350000,0,46.440000,57.750000,33.180000,13.67,0.420000,22.66,55,1,8.100000,0.809001,0,48.370000,25.910000,19.350000,13.2,1,48.370000,5.800000,9.610000,28.270000,48.370000,0.410000,0.000000,0.000000,0

76,18:45-19:00,7.690000,0,1.54,225.860000,4.840000,6.770000,29.090000,6.930000,0,0,25.910000,14.510000,39.660000,21,0,0,0.130000,15.980000,21,0,0.000000,0.000000,63,54,51.480000,273.530000,19.350000,0,46.440000,57.750000,33.180000,7.69,0.130000,22,54,0.5,8.100000,0,0,48.370000,25.910000,19.350000,12.8,0,48.370000,5.800000,9.610000,28.270000,48.370000,0.130000,0.000000,0.000000,0

77,19:00-19:15,8.080000,0,0.68,229.830000,4.840000,6.770000,29.090000,6.930000,0,0,30.960000,14.510000,39.660000,20.5,0,0,0.000000,16.170000,20.5,0,0.000000,0.000000,61.5,52.67,51.480000,273.530000,19.350000,0,46.440000,57.750000,33.180000,3.42,0.000000,21.34,52.67,0,8.460000,0,0,48.370000,25.000000,19.350000,21.41,0,48.370000,5.800000,9.610000,28.770000,48.370000,0.000000,0.000000,0.000000,0

78,19:15-19:30,8.080000,0,0.17,236.610000,4.840000,6.770000,29.090000,6.930000,0,0,30.960000,14.510000,39.660000,20,0,0,0.000000,16.170000,20,0,0.000000,0.000000,60,52,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0.86,0.000000,20.66,52,0,8.460000,0,0,48.370000,25.000000,19.350000,20.2,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

79,19:30-19:45,8.080000,0,0,236.610000,4.840000,6.770000,29.090000,7.000000,0,0,25.910000,14.510000,39.660000,19.5,0,0,0.000000,16.170000,19.5,0,0.000000,0.000000,58.5,43,53.210000,273.530000,19.350000,0,46.440000,76.710000,33.180000,0,0.000000,20,43,0,8.460000,0,0,48.370000,25.910000,19.350000,19.2,0,48.370000,5.800000,9.610000,30.280000,48.370000,0.000000,0.000000,0.000000,0

80,19:45-20:00,8.080000,0,0,241.440000,4.840000,6.770000,29.090000,7.000000,0,0,25.910000,14.510000,39.660000,18.5,0,0,0.000000,16.170000,18.5,0,0.000000,0.000000,55.5,40.67,53.210000,273.530000,19.350000,0,46.440000,76.710000,33.180000,0,0.000000,19.34,40.67,0,8.460000,0,0,48.370000,25.910000,19.350000,18.2,0,48.370000,5.800000,9.610000,30.280000,48.370000,0.000000,0.000000,0.000000,0

81,20:00-20:15,8.080000,0,0,236.610000,4.840000,6.770000,29.090000,7.000000,0,0,25.910000,14.510000,39.660000,18,0,0,0.000000,16.350000,18,0,0.000000,0.000000,54,29.67,53.210000,273.530000,19.350000,0,46.440000,76.710000,33.180000,0,0.000000,18.66,29.67,0,8.650000,0,0,48.370000,25.910000,19.350000,17.6,0,48.370000,5.800000,9.610000,30.280000,48.370000,0.000000,0.000000,0.000000,0

82,20:15-20:30,8.080000,0,0,244.350000,4.840000,6.770000,29.090000,7.000000,0,0,25.910000,14.510000,39.660000,17.5,0,0,0.000000,16.350000,17.5,0,0.000000,0.000000,52.5,28,53.210000,273.530000,19.350000,0,46.440000,76.710000,33.180000,0,0.000000,17.34,28,0,8.650000,0,0,48.370000,25.910000,19.350000,15.2,0,48.370000,5.800000,9.610000,30.280000,48.370000,0.000000,0.000000,0.000000,0

83,20:30-20:45,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,5.060000,0,0,25.910000,14.510000,39.660000,16,0,0,0.000000,16.350000,16,0,0.000000,0.000000,48,27.67,53.210000,273.530000,19.350000,0,46.440000,76.710000,33.180000,0,0.000000,16,27.67,0,8.650000,0,0,48.370000,25.910000,19.350000,12.8,0,48.370000,5.800000,9.610000,30.280000,48.370000,0.000000,0.000000,0.000000,0

84,20:45-21:00,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.690000,0,0,30.960000,14.510000,39.660000,15.34,0,0,0.000000,16.350000,15.33,0,0.000000,0.000000,46,27.33,100.780000,273.530000,19.350000,0,46.440000,76.710000,33.180000,0,0.000000,13.34,27.33,0,8.650000,0,0,48.370000,25.000000,19.350000,11.21,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

85,21:00-21:15,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.690000,0,0,25.910000,14.510000,39.660000,9.16,0,0,0.000000,16.530000,9.17,0,0.000000,0.000000,27.5,21.67,100.780000,273.530000,19.350000,0,46.440000,87.260000,33.180000,0,0.000000,12.34,21.67,0,8.560000,0,0,48.370000,25.910000,19.350000,9.21,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

86,21:15-21:30,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.690000,0,0,24.460000,14.510000,39.660000,9.34,0,0,0.000000,16.530000,9.33,0,0.000000,0.000000,28,22,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,12,22,0,8.560000,0,0,48.370000,24.460000,19.350000,7.21,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

87,21:30-21:45,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.690000,0,0,24.460000,14.510000,39.660000,9.66,0,0,0.000000,16.530000,9.67,0,0.000000,0.000000,29,22.33,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,10.66,22.33,0,8.560000,0,0,48.370000,24.460000,19.350000,7.21,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

88,21:45-22:00,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.690000,0,0,17.380000,14.510000,39.660000,10,0,0,0.000000,16.530000,10,0,0.000000,0.000000,30,22.67,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,22.67,0,8.560000,0,0,48.370000,17.380000,19.350000,7.21,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

89,22:00-22:15,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,17.380000,14.510000,39.660000,10,0,0,0.000000,16.720000,10,0,0.000000,0.000000,30,23,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,23,0,8.460000,0,0,48.370000,17.380000,19.350000,7.21,0,48.370000,5.800000,9.610000,29.270000,48.370000,0.000000,0.000000,0.000000,0

90,22:15-22:30,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,17.380000,14.510000,39.660000,10,0,0,0.000000,16.720000,10,0,0.000000,0.000000,30,23.33,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,23.33,0,8.460000,0,0,48.370000,17.380000,19.350000,7.21,0,48.370000,5.800000,9.610000,27.250000,48.370000,0.000000,0.000000,0.000000,0

91,22:30-22:45,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,17.380000,14.510000,39.660000,10.34,0,0,0.000000,16.720000,10.33,0,0.000000,0.000000,31,23.67,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,23.67,0,8.460000,0,0,48.370000,17.380000,19.350000,7.21,0,48.370000,5.800000,13.490000,27.250000,48.370000,0.000000,0.000000,0.000000,0

92,22:45-23:00,7.690000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,30.960000,14.510000,39.660000,10.66,0,0,0.000000,16.720000,10.67,0,0.000000,0.000000,32,24.33,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,24.33,0,8.460000,0,0,48.370000,3.820000,19.350000,7.21,0,48.370000,5.800000,13.490000,28.270000,48.370000,0.000000,0.000000,0.000000,0

93,23:00-23:15,7.540000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,30.960000,14.510000,39.660000,11,0,0,0.000000,15.240000,11,0,0.000000,0.000000,33,25,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,25,0,8.370000,0,0,48.370000,3.820000,19.350000,7.21,0,48.370000,5.800000,13.490000,28.270000,48.370000,0.000000,0.000000,0.000000,0

94,23:15-23:30,7.540000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,30.960000,14.510000,39.660000,10.84,0,0,0.000000,15.240000,10.83,0,0.000000,0.000000,32.5,24.67,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,24.67,0,8.370000,0,0,48.370000,3.820000,19.350000,7.21,0,48.370000,5.800000,13.490000,28.270000,48.370000,0.000000,0.000000,0.000000,0

95,23:30-23:45,7.540000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,30.960000,14.510000,39.660000,10.5,0,0,0.000000,15.240000,10.5,0,0.000000,0.000000,31.5,24.67,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,24.67,0,8.370000,0,0,48.370000,3.820000,19.350000,7.21,0,48.370000,5.800000,13.490000,27.750000,48.370000,0.000000,0.000000,0.000000,0

96,23:45-24:00,7.540000,0,0,262.650000,4.840000,6.770000,29.090000,6.540000,0,0,30.960000,14.510000,39.660000,10.66,0,0,0.000000,15.240000,10.67,0,0.000000,0.000000,32,24.67,100.780000,273.530000,19.350000,0,46.440000,87.260000,58.010000,0,0.000000,9.34,24.67,0,8.370000,0,0,48.370000,3.820000,19.350000,7.21,0,48.370000,5.800000,13.490000,27.750000,48.370000,0.000000,0.000000,0.000000,0

