Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/2-R1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/16042024/31052024/IEX_240323_06618,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23727,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/IEX-240324-06625_1,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23735,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240415_00115_1,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14
51,12:30-12:45,16.560000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.040000,25.990000,25.990000,0.000000,23.210000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.330000,3.530000,16.560000,16.970000,0.000000,110.250000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,30,241.67,17.5,14.66,52.5,30,17.5,84,47,94,142.198983,29.9,0,92.31

52,12:45-13:00,16.560000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.040000,25.990000,25.990000,0.000000,23.210000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.330000,3.530000,16.560000,16.970000,0.000000,110.250000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,31.67,241.67,18.34,14.66,55,31.67,18.33,84,47,94,139.810968,29.9,0,92.25

53,13:00-13:15,16.560000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,23.210000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.330000,3.530000,16.560000,16.970000,0.000000,110.250000,0.000000,0.000000,0.000000,8.41,29.9,0,48.33,47,29.9,196,32.67,241.67,19.16,14.66,57.5,32.67,19.17,84,47,94,138.329424,29.9,0,92.15

54,13:15-13:30,16.560000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,23.210000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.330000,3.530000,16.560000,16.970000,0.000000,110.250000,0.000000,0.000000,0.000000,11.61,29.73,0,48.33,47,29.74,196,35,241.67,19.66,14.66,59,35,19.67,84,47,94,135.220131,29.73,0,92.15

55,13:30-13:45,16.560000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,23.210000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.530000,16.560000,16.970000,0.000000,110.250000,0.000000,0.000000,0.000000,15.4,29.73,0,48.33,47,29.74,196,38.33,241.67,20,14.66,60,38.33,20,84,47,94,120.687354,29.73,0,92.05

56,13:45-14:00,16.270000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,193.420000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,23.210000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.530000,16.270000,16.680000,0.000000,110.250000,0.000000,0.000000,0.000000,17.6,29.9,0,48.33,47,29.9,196,39.33,241.67,15.84,14.66,47.5,39.33,15.83,84,47,94,117.363627,29.9,0,92.1

57,14:00-14:15,16.010000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,232.100000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,23.710000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.530000,16.010000,16.410000,0.000000,109.170000,0.000000,0.000000,0.000000,17.4,29.9,0,48.33,47,29.9,196,30,241.67,16,13.34,48,30,16,84,47,93,114.010659,29.9,0,91.95

58,14:15-14:30,15.480000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,24.220000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.530000,15.480000,15.870000,0.000000,109.170000,0.000000,0.000000,0.000000,17.6,29.9,0,48.33,46,29.9,196,30.67,241.67,16.16,13.34,48.5,30.67,16.17,84,46.9,93,110.121606,29.9,0,91.59

59,14:30-14:45,14.590000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,24.220000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.530000,14.590000,14.960000,0.000000,109.170000,0.000000,0.000000,0.000000,18,29.9,0,48.33,46,29.9,193,32,241.67,16.34,13.34,49,32,16.33,82,45.5,92,105.823179,29.9,0,90.9

60,14:45-15:00,13.940000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,24.220000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.530000,13.940000,14.300000,0.000000,109.170000,0.000000,0.000000,0.000000,18.4,29.9,0,48.33,45,29.9,186,33.67,241.67,16.5,14.66,49.5,33.67,16.5,79,43.98,89,101.310318,29.9,0,89.01

61,15:00-15:15,13.420000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,23.710000,0.000000,13.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.630000,13.420000,13.760000,0.000000,109.170000,0.000000,0.000000,0.000000,19,29.9,0,47.52,42,29.9,179,35.67,237.62,17,15,51,35.67,17,76,42.06,84,91.095462,29.9,0,85.21

62,15:15-15:30,12.740000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,23.710000,0.000000,13.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.630000,12.740000,13.050000,0.000000,109.170000,0.000000,0.000000,0.000000,20.8,30,0,45.47,39,30,172,36.33,227.33,17.66,15.34,53,36.33,17.67,73,39.44,79,86.621589,30,0,80.21

63,15:30-15:45,11.960000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,24.220000,0.000000,13.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.630000,11.960000,12.250000,0.000000,109.170000,0.000000,0.000000,0.000000,29.07,30,0,42.66,36,30,158,38.67,213.3,18.18,15.12,54.53,38.67,18.18,67,37.1,73,81.231498,30,0,74.82

64,15:45-16:00,10.790000,0.000000,12.320000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.670000,25.990000,25.990000,0.000000,24.220000,0.000000,13.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.500000,3.630000,10.790000,11.060000,0.000000,157.520000,0.000000,0.000000,0.000000,29.51,30,0,39.13,33,30,144,40,195.63,18.66,15.46,55.97,40,18.66,61,34.42,67,74.584044,30,0,69.15

65,16:00-16:15,9.540000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,3.110000,25.990000,25.990000,0.000000,25.230000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,70.500000,3.760000,9.540000,9.780000,0.000000,165.210000,0.000000,0.000000,0.000000,29.5,30.17,0,36.03,29,30.16,130,41.67,180.15,16.34,17,49,41.67,16.33,55,31.36,59,66.230865,30.17,0,63.23

66,16:15-16:30,8.720000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,25.730000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,70.500000,3.760000,8.720000,8.930000,0.000000,184.550000,0.000000,0.000000,0.000000,29.31,30.5,0,33.16,26,30.5,116,42.67,165.83,17.16,17.34,51.5,42.67,17.17,49,28.17,52,57.058938,30.5,0,57.01

67,16:30-16:45,7.530000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,25.730000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,70.500000,3.760000,7.530000,7.720000,0.000000,225.780000,0.000000,0.000000,0.000000,29,30.5,0,29.68,23,30.5,98,40,148.38,19.34,17.66,58,40,19.33,42,24.65,45,46.658889,30.5,0,50.49

68,16:45-17:00,6.340000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,37.980000,4.270000,25.990000,25.990000,0.000000,25.730000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,70.500000,3.760000,6.340000,6.500000,0.000000,225.780000,0.000000,0.000000,0.000000,28.54,31.25,0,25.4,19,31.25,81,40.67,126.99,20.16,18.34,60.5,40.67,20.17,34,21.24,39,38.539638,29,0,43.21

69,17:00-17:15,4.610000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,32.880000,100.750000,4.440000,25.380000,25.380000,5.800000,26.240000,19.340000,13.380000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,70.500000,3.910000,4.610000,4.730000,46.420000,260.710000,0.000000,0.000000,48.360000,27.65,33,0,21.98,15,33,63,41.67,109.91,22.5,18.66,67.5,41.67,22.5,27,17.04,31,30.381399,20,0,35.84

70,17:15-17:30,3.610000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,56.690000,100.750000,4.440000,25.380000,25.380000,5.800000,26.240000,19.340000,13.380000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,70.500000,3.910000,3.610000,3.700000,46.420000,260.710000,0.000000,0.000000,48.360000,26.64,32.72,0,18.07,11,19.9,42,42.67,90.35,25.34,19,76,42.67,25.33,18,12.47,23,22.496076,9,0,29.07

71,17:30-17:45,2.620000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,75.710000,100.750000,4.440000,25.380000,25.380000,5.800000,26.740000,19.340000,13.380000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.910000,2.620000,2.680000,46.420000,262.570000,0.000000,0.000000,48.360000,25.58,22.56,0,14.59,7,10.98,28,43.33,72.96,27.34,19.34,82,43.33,27.33,12,10,15,15.448995,3,0,22.31

72,17:45-18:00,1.820000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,273.450000,75.710000,100.750000,4.440000,25.380000,25.380000,5.800000,26.740000,19.340000,13.380000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.910000,1.820000,1.870000,46.420000,262.570000,0.000000,0.000000,48.360000,24.51,13.67,0,10.72,6,4.47,14,46,53.61,29.5,19.66,88.5,46,29.5,6,7,11,9.571554,0,0,15.78

73,18:00-18:15,1.150000,48.360000,16.130000,4.230000,0.000000,29.300000,48.360000,273.450000,75.710000,100.750000,4.590000,13.740000,30.950000,5.800000,27.250000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.910000,1.150000,1.170000,46.420000,262.570000,0.000000,0.000000,48.360000,23.08,0,0,7.75,5,0,7,48.33,38.73,29.66,20.34,89,48.33,29.67,3,4,10,5.185404,0,0,9.97

74,18:15-18:30,0.640000,48.360000,16.130000,4.230000,0.000000,29.300000,48.360000,273.450000,75.710000,100.750000,4.590000,13.740000,30.950000,5.800000,27.760000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.910000,0.640000,0.660000,46.420000,262.570000,0.000000,0.000000,48.360000,21.91,0,0,4.95,2,0,2,51.67,24.75,29.84,20.66,89.5,51.67,29.83,1,2,5,2.855871,0,0,5.39

75,18:30-18:45,0.200000,48.360000,16.130000,4.230000,0.000000,29.300000,48.360000,273.450000,75.710000,100.750000,5.060000,13.740000,30.950000,5.800000,27.760000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.910000,0.200000,0.210000,46.420000,262.570000,0.000000,0.000000,48.360000,24.05,0,0,3.04,0,0,1,54,15.18,23.16,21.66,69.5,54,23.17,0,1,1,1.257363,0,0,2.34

76,18:45-19:00,0.030000,48.360000,16.130000,4.230000,0.000000,29.300000,48.360000,273.450000,75.710000,100.750000,5.060000,13.740000,30.950000,5.800000,28.260000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.910000,0.030000,0.030000,46.420000,262.570000,0.000000,0.000000,48.360000,22.71,0,0,1.6,0,0,0,55,8.02,23.34,22.34,70,55,23.33,0,0.5,0,0.116964,0,0,0

77,19:00-19:15,0.000000,48.360000,16.130000,4.380000,0.000000,29.300000,48.360000,273.450000,63.420000,100.750000,5.060000,24.260000,30.950000,5.800000,28.260000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,4.000000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,21.36,0,0,0.47,0,0,0,54.67,2.35,23.34,22.66,70,54.67,23.33,0,0,0,0,0,0,0

78,19:15-19:30,0.000000,48.360000,16.130000,4.380000,0.000000,29.300000,48.360000,273.450000,63.420000,100.750000,5.060000,24.260000,30.950000,5.800000,28.260000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,19.05,0,0,0,0,0,0,54,0,23.66,23,71,54,23.67,0,0,0,0,0,0,0

79,19:30-19:45,0.000000,48.360000,16.130000,4.380000,0.000000,29.300000,48.360000,273.450000,63.420000,100.750000,5.060000,19.170000,30.950000,5.800000,27.760000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,16.56,0,0,0,0,0,0,46.67,0,20,20.66,60,46.67,20,0,0,0,0,0,0,0

80,19:45-20:00,0.000000,48.360000,16.130000,4.380000,0.000000,29.300000,48.360000,273.450000,63.420000,100.750000,5.060000,19.170000,30.950000,5.800000,27.250000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,14.08,0,0,0,0,0,0,47.33,0,19.66,20.66,59,47.33,19.67,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,48.360000,16.130000,4.460000,0.000000,29.300000,48.360000,273.450000,63.420000,100.750000,4.830000,19.170000,30.950000,5.800000,27.250000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,13.28,0,0,0,0,0,0,47,0,19.5,21,58.5,47,19.5,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,48.360000,16.130000,4.460000,0.000000,29.300000,48.360000,273.450000,63.420000,100.750000,4.830000,19.170000,30.950000,5.800000,27.250000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,12.45,0,0,0,0,0,0,45.33,0,19.16,21.34,57.5,45.33,19.17,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,48.360000,16.130000,3.850000,0.000000,29.300000,48.360000,273.450000,62.950000,100.750000,1.940000,30.950000,30.950000,5.800000,26.740000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,10.06,0,0,0,0,0,0,43.67,0,18.5,21.66,55.5,43.67,18.5,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,48.360000,16.130000,3.850000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.200000,30.950000,30.950000,5.800000,26.740000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,9.52,0,0,0,0,0,0,42,0,17.84,21.66,53.5,42,17.83,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,48.360000,16.130000,3.850000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.200000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,40.67,0,17.5,21.34,52.5,40.67,17.5,0,0,0,0,0,0,0

86,21:15-21:30,0.000000,48.360000,16.130000,3.850000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.200000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,39.67,0,17.16,21,51.5,39.67,17.17,0,0,0,0,0,0,0

87,21:30-21:45,0.000000,48.360000,16.130000,4.000000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.200000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,38,0,16.84,20.66,50.5,38,16.83,0,0,0,0,0,0,0

88,21:45-22:00,0.000000,48.360000,16.130000,4.000000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.200000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,37,0,16.5,20,49.5,37,16.5,0,0,0,0,0,0,0

89,22:00-22:15,0.000000,48.360000,16.130000,4.000000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,36.67,0,16.16,16.34,48.5,36.67,16.17,0,0,0,0,0,0,0

90,22:15-22:30,0.000000,48.360000,16.130000,4.000000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,36.33,0,15.84,16,47.5,36.33,15.83,0,0,0,0,0,0,0

91,22:30-22:45,0.000000,48.360000,16.130000,4.000000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,42.67,0,15.16,15.66,45.5,42.67,15.17,0,0,0,0,0,0,0

92,22:45-23:00,0.000000,48.360000,16.130000,4.000000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.740000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.760000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,44,0,14.84,15,44.5,44,14.83,0,0,0,0,0,0,0

93,23:00-23:15,0.000000,48.360000,16.130000,3.930000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.240000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,46,0,14.5,13.73,43.5,46,14.5,0,0,0,0,0,0,0

94,23:15-23:30,0.000000,48.360000,16.130000,3.930000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.240000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,48.67,0,14.16,13.17,42.5,48.67,14.17,0,0,0,0,0,0,0

95,23:30-23:45,0.000000,48.360000,16.130000,3.930000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.240000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,50,0,13.66,12.16,41,50,13.67,0,0,0,0,0,0,0

96,23:45-24:00,0.000000,48.360000,16.130000,3.930000,0.000000,29.300000,48.360000,273.450000,87.230000,100.750000,4.120000,17.500000,17.500000,5.800000,26.240000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,7.01,0,0,0,0,0,0,52,0,14.16,12,42.5,52,14.17,0,0,0,0,0,0,0

