Block,Time,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/M20240501NR23406,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/DC20240501NR23726,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/MC120240501NR23436,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23735,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/2-R1,NR/16042024/31052024/IEX_240323_06618,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17
51,12:30-12:45,0.000000,0.000000,13.240000,0.000000,0.000000,0.000000,3.730000,201.990000,13.570000,25.990000,0.000000,0.000000,13.240000,0.000000,0.000000,0.000000,24.220000,0.000000,3.260000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,44.400000,0.000000,48.360000,82.200000,0.000000,14.17,41.67,14.16,30.24,7.01,86.73,42,30.23,30.23,14,223.75,67,108.454869,0,75,42.5,41.67,158,0,44.75,38

52,12:45-13:00,0.000000,0.000000,13.370000,0.000000,0.000000,0.000000,3.730000,174.970000,13.700000,25.990000,0.000000,0.000000,13.370000,0.000000,0.000000,0.000000,24.220000,0.000000,3.260000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,44.400000,0.000000,48.360000,82.200000,0.000000,14.67,42.67,14.66,30.24,7.01,86.81,43,30.23,30.23,14.34,223.75,67,108.181953,0,75,44,42.67,158,0,44.75,37

53,13:00-13:15,0.000000,0.000000,13.370000,0.000000,0.000000,0.000000,3.890000,145.950000,13.700000,25.990000,0.000000,0.000000,13.370000,0.000000,0.000000,0.000000,24.220000,0.000000,3.260000,0.000000,12.320000,0.000000,232.100000,29.080000,25.990000,66.330000,0.000000,36.750000,0.000000,48.360000,58.030000,0.000000,15,56.67,15,30.24,7.01,86.85,44.5,30.23,30.23,14.66,216.67,66,108.123471,0,73,45,56.67,154,0,43.33,37

54,13:15-13:30,0.000000,0.000000,13.940000,0.000000,0.000000,0.000000,3.890000,145.950000,14.300000,25.990000,0.000000,0.000000,13.940000,0.000000,0.000000,0.000000,24.220000,0.000000,3.260000,0.000000,12.320000,0.000000,232.100000,29.080000,25.990000,66.330000,0.000000,36.750000,0.000000,48.360000,58.030000,0.000000,15.5,56,15.5,30.06,9.01,86.83,44.5,30.07,30.07,15,216.67,66,106.768638,0,73,46.5,56,154,0,43.33,37

55,13:30-13:45,0.000000,0.000000,13.940000,0.000000,0.000000,0.000000,3.890000,145.950000,14.300000,25.990000,0.000000,0.000000,13.940000,0.000000,0.000000,0.000000,24.730000,0.000000,3.260000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,36.750000,0.000000,48.360000,58.030000,0.000000,23.33,55,23.34,30.06,10.41,86.75,44.5,30.07,30.07,15,216.67,66,86.202468,0,73,70,55,154,0,43.33,37

56,13:45-14:00,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,3.890000,174.970000,14.120000,25.990000,0.000000,0.000000,13.780000,0.000000,0.000000,0.000000,24.730000,0.000000,3.260000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,85.290000,0.000000,36.750000,0.000000,48.360000,58.030000,0.000000,24,55,24,30.24,12.01,86.52,44.5,30.23,30.23,15.34,216.67,66,86.027022,0,73,72,55,154,0,43.33,37

57,14:00-14:15,0.000000,0.000000,13.550000,0.000000,0.000000,0.000000,3.890000,201.990000,13.900000,25.990000,0.000000,0.000000,13.550000,0.000000,0.000000,0.000000,24.730000,0.000000,3.260000,0.000000,16.130000,0.000000,273.450000,29.080000,25.990000,115.620000,0.000000,63.420000,0.000000,48.360000,58.030000,0.000000,21.67,53.33,21.66,30.24,13.6,83.87,43,30.23,30.23,16,200,69,85.48119,0,77,65,53.33,161,0,40,38

58,14:15-14:30,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,3.890000,201.990000,13.440000,25.990000,0.000000,0.000000,13.110000,0.000000,0.000000,0.000000,24.730000,0.000000,3.260000,0.000000,16.130000,0.000000,273.450000,29.080000,25.990000,115.620000,0.000000,63.420000,0.000000,48.360000,67.700000,0.000000,21.33,51.67,21.34,30.24,15,82.43,42,30.23,30.23,16.34,195.83,69,84.253068,0,77,64,51.67,161,0,39.17,38

59,14:30-14:45,0.000000,0.000000,12.360000,0.000000,0.000000,0.000000,3.890000,262.570000,12.660000,25.990000,0.000000,0.000000,12.360000,0.000000,0.000000,0.000000,25.230000,0.000000,3.260000,0.000000,16.130000,0.000000,273.450000,29.080000,25.990000,115.620000,0.000000,63.420000,0.000000,48.360000,67.700000,0.000000,20.83,56.67,20.84,30.24,16.8,82.96,42.5,30.23,30.23,21.66,216.04,75,83.063934,0,83,62.5,56.67,175,0,43.21,42

60,14:45-15:00,0.000000,0.000000,13.120000,0.000000,0.000000,0.000000,3.890000,262.570000,13.450000,22.510000,0.000000,0.000000,13.120000,0.000000,0.000000,0.000000,25.230000,0.000000,3.260000,0.000000,16.130000,0.000000,273.450000,29.080000,22.510000,115.620000,0.000000,63.420000,0.000000,48.360000,97.680000,0.000000,21,56.33,21,30.24,18.2,80.26,41.5,30.23,30.23,22,213.45,73,81.523908,0,80,63,56.33,172,0,42.69,40

61,15:00-15:15,0.000000,0.000000,12.630000,0.000000,0.000000,0.000000,4.040000,262.570000,12.940000,14.960000,0.000000,0.000000,12.630000,0.000000,0.000000,0.000000,26.240000,0.000000,3.440000,0.000000,16.130000,0.000000,273.450000,29.080000,14.960000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,25,58.33,25,30.24,19.8,75.78,39,30.23,30.23,22.66,204.95,70,69.00876,0,77,75,58.33,165,0,40.99,38

62,15:15-15:30,0.000000,0.000000,11.990000,0.000000,0.000000,0.000000,4.040000,262.570000,12.290000,14.960000,0.000000,0.000000,11.990000,0.000000,0.000000,0.000000,26.240000,0.000000,3.440000,0.000000,16.130000,0.000000,273.450000,29.080000,14.960000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.67,58,24.66,30.34,21.61,72.48,37,30.33,30.33,22.34,190.98,65,67.488228,0,72,74,58,152,0,38.19,36

63,15:30-15:45,0.000000,0.000000,11.250000,0.000000,0.000000,0.000000,4.200000,262.570000,11.530000,24.560000,0.000000,0.000000,11.250000,0.000000,0.000000,0.000000,26.240000,0.000000,3.440000,0.000000,16.130000,0.000000,273.450000,29.080000,24.560000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.33,58,24.34,30.34,26.61,68.35,34.36,30.33,30.33,22.34,177.22,60,64.91502,0,67,73,58,140,0,35.44,33

64,15:45-16:00,0.000000,0.000000,10.150000,0.000000,0.000000,0.000000,4.200000,262.570000,10.410000,24.560000,0.000000,0.000000,10.150000,0.000000,0.000000,0.000000,27.250000,0.000000,3.440000,0.000000,16.130000,0.000000,273.450000,29.080000,24.560000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.17,57.67,24.16,30.34,27.61,61.46,30.93,30.33,30.33,22.34,163.53,55,61.055208,0,62,72.5,57.67,130,0,32.7,31

65,16:00-16:15,19.340000,24.180000,8.980000,0.000000,0.000000,0.000000,4.350000,262.570000,9.210000,25.230000,0.000000,0.000000,8.980000,0.000000,19.340000,14.510000,27.250000,0.000000,3.630000,0.000000,16.130000,0.000000,273.450000,29.080000,25.230000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.17,57.67,24.16,30.5,28.21,50.6,28.75,30.5,30.5,22.34,149.98,49,55.538406,0,55,72.5,57.67,116,0,29.99,28

66,16:15-16:30,19.340000,24.180000,8.200000,0.000000,0.000000,0.000000,4.350000,262.570000,8.400000,25.230000,0.000000,0.000000,8.200000,0.000000,19.340000,14.510000,27.250000,0.000000,3.630000,0.000000,16.130000,0.000000,273.450000,29.080000,25.230000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.17,57.33,24.16,30.84,29.01,43.58,25.21,30.83,30.83,22.34,137.6,43,48.978675,0,49,72.5,57.33,102,0,27.52,24

67,16:30-16:45,19.340000,24.180000,7.090000,0.000000,0.000000,0.000000,4.350000,262.570000,7.260000,25.230000,0.000000,0.000000,7.090000,0.000000,19.340000,14.510000,27.250000,0.000000,3.630000,0.000000,16.130000,0.000000,273.450000,29.080000,25.230000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,26.17,57,26.16,30.84,29.22,38.66,22,30.83,30.83,24.34,122.82,37,38.997747,0,41,78.5,57,88,0,24.56,21

68,16:45-17:00,19.340000,24.180000,5.970000,0.000000,0.000000,0.000000,4.350000,262.570000,6.120000,25.230000,0.000000,0.000000,5.970000,0.000000,19.340000,14.510000,27.250000,0.000000,3.630000,0.000000,16.130000,0.000000,273.450000,29.080000,25.230000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,25.83,56.67,25.84,31.25,29.62,32.71,18.68,31.25,30,24.34,108.37,31,32.681691,0,33,77.5,56.67,74,0,21.67,17

69,17:00-17:15,19.340000,24.180000,4.350000,46.420000,4.840000,0.000000,4.520000,262.570000,4.450000,19.610000,5.800000,0.000000,4.350000,6.770000,19.340000,14.510000,27.760000,0.000000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,19.610000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,25.33,60,25.34,33,30.02,26.15,16,33,20,24.34,92.95,25,26.12196,0,27,76,60,60,0,18.59,13

70,17:15-17:30,19.340000,24.180000,3.400000,46.420000,4.840000,0.000000,4.520000,262.570000,3.480000,19.610000,5.800000,0.000000,3.400000,6.770000,19.340000,14.510000,28.260000,0.000000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,19.610000,115.620000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,25,59.33,25,33,30.02,20.65,11.25,19.9,9,24,77.83,18,20.624652,0,20,75,59.33,42,0,15.56,10

71,17:30-17:45,19.340000,24.180000,2.460000,46.420000,4.840000,0.000000,4.520000,262.570000,2.520000,19.610000,5.800000,0.000000,2.460000,6.770000,19.340000,14.510000,28.260000,12.190000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,19.610000,94.770000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.67,60,24.66,23.47,30.02,14.16,9,10.98,3,25,62.69,12,14.016186,0,15,74,60,28,0,12.54,7

72,17:45-18:00,19.340000,24.180000,1.720000,46.420000,4.840000,0.000000,4.520000,262.570000,1.770000,19.610000,5.800000,0.000000,1.720000,6.770000,19.340000,14.510000,28.260000,12.190000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,19.610000,85.290000,0.000000,87.230000,0.000000,48.360000,100.750000,0.000000,24.17,60,24.16,14.22,30.02,8.96,7,4.47,0,24.66,48.97,6,7.446708,0,11,72.5,60,14,0,9.79,6

73,18:00-18:15,19.340000,24.180000,1.080000,46.420000,4.840000,0.000000,4.670000,262.570000,1.110000,17.680000,5.800000,0.000000,1.080000,6.770000,19.340000,14.510000,28.260000,12.370000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,17.680000,66.330000,0.000000,87.230000,48.360000,48.360000,100.750000,4.300000,25,63.33,25,0,30.02,6.77,4,0,0,24.34,36.33,3,3.372462,0,10,75,63.33,7,0,7.26,5

74,18:15-18:30,19.340000,24.180000,0.600000,46.420000,4.840000,0.000000,4.670000,262.570000,0.620000,17.680000,5.800000,0.000000,0.600000,6.770000,19.340000,14.510000,28.260000,12.370000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,17.680000,85.290000,0.000000,87.230000,48.360000,48.360000,100.750000,4.300000,24.5,62.33,24.5,0,29.01,4.63,2,0,0,24,25.13,1,1.968894,0,5,73.5,62.33,2,0,5.03,2

75,18:30-18:45,19.340000,24.180000,0.190000,46.420000,4.840000,0.000000,4.830000,262.570000,0.200000,30.950000,5.800000,0.000000,0.190000,6.770000,19.340000,14.510000,28.260000,12.370000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,94.770000,0.000000,87.230000,48.360000,48.360000,100.750000,4.300000,23.83,47,23.84,0,27.61,3,1,0,0,16.66,15.62,0,0.896724,0,1,71.5,47,1,0,3.12,0

76,18:45-19:00,19.340000,24.180000,0.020000,46.420000,4.840000,0.000000,4.830000,262.570000,0.020000,30.950000,5.800000,0.000000,0.020000,6.770000,19.340000,14.510000,28.760000,12.370000,3.810000,48.360000,16.130000,0.000000,273.450000,29.080000,29.970000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.300000,23.33,46.67,23.34,0,25.61,1.68,0.5,0,0,16,7.32,0,0.126711,0,0,70,46.67,0,0,1.46,0

77,19:00-19:15,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,29.970000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,29.260000,12.550000,4.370000,48.360000,16.130000,0.000000,273.450000,29.080000,29.970000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.230000,20.83,52,20.84,0,24.01,0.57,0,0,0,15.34,2.9,0,0,0,0,62.5,52,0,0,0.58,0

78,19:15-19:30,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,29.970000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,29.260000,12.550000,4.370000,48.360000,16.130000,0.000000,273.450000,29.080000,29.970000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.230000,20.33,50.33,20.34,0,22.01,0,0,0,0,15,0.72,0,0,0,0,61,50.33,0,0,0.14,0

79,19:30-19:45,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,29.970000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,29.260000,12.550000,4.370000,48.360000,16.130000,0.000000,273.450000,29.080000,29.970000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.230000,19.83,47.67,19.84,0,20.8,0,0,0,0,18.66,0.18,0,0,0,0,59.5,47.67,0,0,0.04,0

80,19:45-20:00,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,29.970000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,29.260000,12.550000,4.370000,48.360000,16.130000,0.000000,273.450000,29.080000,29.970000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.230000,19,45.67,19,0,19.8,0,0,0,0,18,0,0,0,0,0,57,45.67,0,0,0,0

81,20:00-20:15,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,29.260000,12.740000,4.240000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.230000,18.17,44.33,18.16,0,18,0,0,0,0,17.34,0,0,0,0,0,54.5,44.33,0,0,0,0

82,20:15-20:30,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,29.260000,12.740000,4.240000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.230000,17.5,43.67,17.5,0,16,0,0,0,0,16.66,0,0,0,0,0,52.5,43.67,0,0,0,0

83,20:30-20:45,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,28.760000,12.740000,4.240000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.380000,17.5,42.33,17.5,0,15,0,0,0,0,16,0,0,0,0,0,52.5,42.33,0,0,0,0

84,20:45-21:00,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,28.260000,12.740000,4.240000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.380000,17.33,41.67,17.34,0,13.2,0,0,0,0,15,0,0,0,0,0,52,41.67,0,0,0,0

85,21:00-21:15,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.670000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,12.830000,4.090000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.380000,17,42.67,17,0,12.01,0,0,0,0,14,0,0,0,0,0,51,42.67,0,0,0,0

86,21:15-21:30,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.670000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,12.830000,4.090000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.380000,16.67,40.33,16.66,0,10.61,0,0,0,0,12.66,0,0,0,0,0,50,40.33,0,0,0,0

87,21:30-21:45,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.670000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,12.830000,4.090000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.380000,18,41.67,18,0,9.61,0,0,0,0,12.66,0,0,0,0,0,54,41.67,0,0,0,0

88,21:45-22:00,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.670000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,12.830000,4.090000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.380000,18,41.67,18,0,8.61,0,0,0,0,12.66,0,0,0,0,0,54,41.67,0,0,0,0

89,22:00-22:15,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,13.020000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.540000,13.67,32.33,13.66,0,8.21,0,0,0,0,9.34,0,0,0,0,0,41,32.33,0,0,0,0

90,22:15-22:30,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,29.980000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,13.020000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,29.980000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.540000,14,32.67,14,0,7.01,0,0,0,0,9.34,0,0,0,0,0,42,32.67,0,0,0,0

91,22:30-22:45,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,30.460000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,27.760000,13.020000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,30.460000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.540000,14.33,32.67,14.34,0,7.01,0,0,0,0,10.66,0,0,0,0,0,43,32.67,0,0,0,0

92,22:45-23:00,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,5.060000,262.570000,0.000000,30.460000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,26.740000,13.020000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,30.460000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.540000,14.33,32.67,14.34,0,7.01,0,0,0,0,11.66,0,0,0,0,0,43,32.67,0,0,0,0

93,23:00-23:15,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,30.460000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,26.740000,13.200000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,30.460000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.460000,14.5,33,14.5,0,7.01,0,0,0,0,11.66,0,0,0,0,0,43.5,33,0,0,0,0

94,23:15-23:30,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,30.460000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,26.740000,13.200000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,30.460000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.460000,14.67,34.33,14.66,0,7.01,0,0,0,0,11.66,0,0,0,0,0,44,34.33,0,0,0,0

95,23:30-23:45,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,30.460000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,26.740000,13.200000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,30.460000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.460000,14.83,35,14.84,0,7.01,0,0,0,0,12.34,0,0,0,0,0,44.5,35,0,0,0,0

96,23:45-24:00,19.340000,24.180000,0.000000,46.420000,4.840000,0.000000,4.900000,262.570000,0.000000,30.460000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,26.740000,13.200000,4.000000,48.360000,16.130000,0.000000,273.450000,29.080000,30.460000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.460000,15,35,15,0,7.01,0,0,0,0,12.34,0,0,0,0,0,45,35,0,0,0,0

