Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/5280,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4444,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8456,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04)
62,15:15-15:30,40.02,6.09,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,143.27,22.5,0,32,33,0,58,77,27.31,0,28.66,0.33,7.5,33,33,69,68.77,35,76.63,9.88,5.81,10.79,9.88,4.03,16.09,7.64,26.97,26.97,273.25,10.52,8.63,29.26

63,15:30-15:45,40.02,6.09,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,134.81,22.5,0,29,33,0,52,67,27.31,0,26.96,0.33,7.5,33,33,63,66.41,32,76.63,9.23,5.81,10.79,9.23,4.03,16.09,7.13,26.97,26.97,273.25,10.52,8.63,30.28

64,15:45-16:00,40.02,6.09,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,127.67,22.5,0,28,33,0,48,63,32.19,0,25.53,0.33,7.5,33,33,57,63.12,28,76.63,8.82,5.81,10.79,8.82,4.03,16.09,6.82,26.97,26.97,273.25,10.52,8.63,30.28

65,16:00-16:15,40.02,6.47,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,12.5,119.98,37.5,0,25,33,0,45,57,32.19,0,24,10,12.5,33,30,50,58.58,25,76.63,8.6,10.34,10.79,8.6,7.09,16.47,6.64,26.97,26.97,273.25,10.52,13.65,26.24

66,16:15-16:30,40.02,6.47,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,14.17,110.5,42.49,0,21,33,0,39,55,36.36,0,22.1,10.67,14.17,33,20,43,52.38,22,76.63,8.26,10.34,10.79,8.26,7.09,16.47,6.39,26.97,26.97,273.25,10.52,13.65,26.24

67,16:30-16:45,40.02,6.47,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,16.67,98.94,49.99,0,16,33,0,43,47,32.97,0,19.79,13.33,16.67,33,10,48,45.78,24,87.17,7.47,10.34,10.79,7.47,7.09,16.47,5.78,26.97,26.97,273.25,10.52,13.65,26.24

68,16:45-17:00,40.02,6.47,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,17.5,85.33,52.5,0,15,31.95,0,39,40,29.49,0,17.07,16.33,17.5,33,5,43,39.28,22,87.17,6.83,10.34,10.79,6.83,7.09,16.47,5.27,26.97,26.97,273.25,10.52,13.65,26.24

69,17:00-17:15,40.02,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,102.88,164.29,107.4,41.07,20.54,25,72.67,75,0,10,26.13,0,33,30,25.83,0,14.54,28.33,25,28.75,2,37,33.72,18,67.19,5.89,10.34,10.79,5.89,7.09,16.92,4.56,26.97,26.97,273.25,10.52,13.65,29.27

70,17:15-17:30,40.02,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,102.88,164.29,98.87,41.07,20.54,26.67,60.62,79.99,0,8,20.64,0,27,27,21.73,0,12.12,30,26.67,23.8,0,30,28.86,15,67.19,4.8,10.34,10.79,4.8,7.09,16.92,3.71,26.97,26.97,273.25,10.52,13.65,29.27

71,17:30-17:45,40.02,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,90.35,41.07,20.54,28.33,51.23,85.01,0,7,15.79,0,25,18,17.72,0,10.25,31.67,28.33,18.38,0,20,25.02,10,87.17,3.76,10.34,10.79,3.76,7.09,16.92,2.91,26.97,26.97,273.25,10.6,13.65,29.27

72,17:45-18:00,40.02,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,70.46,41.07,20.54,30,39.93,90,0,7,11.33,0,21,13,13.94,0,7.99,33.33,30,13.21,0,15,21.04,7,87.17,2.83,10.34,10.79,2.83,7.09,16.92,2.18,26.97,26.97,273.25,10.6,13.65,29.27

73,18:00-18:15,43.02,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,17.4,112.06,164.29,70.46,41.07,20.54,25.33,29.93,76.01,0,5,0,0,16,8,10.35,0,5.99,34.59,25.33,0,0,10,16.68,5,76.63,2.02,10.34,10.79,2.02,7.09,17.39,1.56,26.56,29,273.25,10.6,13.65,30.28

74,18:15-18:30,43.02,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,17.4,112.06,164.29,115.92,41.07,20.54,26.8,20.58,80.4,0,3,0,0,12,5,7.11,0,4.12,37.36,26.8,0,0,3,11.67,2,76.63,1.35,10.34,10.79,1.35,7.09,17.39,1.03,26.56,29,273.25,10.6,13.65,30.28

75,18:30-18:45,43.02,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,17.4,112.06,164.29,115.92,41.07,20.54,21.67,5.73,64.99,0,1,0,0,7,2,3.82,0,1.15,26.53,21.67,0,0,1,7.08,0,76.63,0.82,10.34,10.79,0.82,7.09,17.39,0.64,26.56,29,273.25,10.6,13.65,30.28

76,18:45-19:00,43.02,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,17.4,112.06,164.29,115.92,41.07,20.54,21,2.95,63,0,1,0,0,4,1,1.41,0,0.59,27.68,21,0,0,0,0,0,76.63,0,10.34,10.79,0,7.09,17.39,0,26.56,29,273.25,10.6,13.65,30.28

77,19:00-19:15,43.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,112.06,164.29,115.92,41.07,20.54,26.83,1.28,80.51,0,0,0,0,2,0,0,0,0.26,28.11,26.83,0,0,0,0,0,76.63,0,10.34,10.79,0,7.09,17.85,0,25.55,29,273.25,10.6,13.65,30.28

78,19:15-19:30,43.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,112.06,164.29,115.92,41.07,20.54,26.67,0.64,79.99,0,0,0,0,1,0,0,0,0.13,27.56,26.67,0,0,0,0,0,76.63,0,10.34,10.79,0,7.09,17.85,0,25.55,29,273.25,10.6,13.65,30.28

79,19:30-19:45,40.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,112.06,164.29,115.92,41.07,20.54,26.33,0,79.01,0,0,0,0,0,0,0,0,0,27.37,26.33,0,0,0,0,0,76.63,0,10.34,10.79,0,7.09,17.85,0,29,29,273.25,10.6,13.65,27.24

80,19:45-20:00,40.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,112.06,164.29,115.92,41.07,20.54,25.67,0,76.99,0,0,0,0,0,0,0,0,0,27.15,25.67,0,0,0,0,0,76.63,0,10.34,10.79,0,7.09,17.85,0,29,29,273.25,10.6,13.65,27.24

81,20:00-20:15,40.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,21.67,0,64.99,0,0,0,0,0,0,0,0,0,26.56,21.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,27.24

82,20:15-20:30,40.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,21.67,0,64.99,0,0,0,0,0,0,0,0,0,25.51,21.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,27.24

83,20:30-20:45,40.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,20,0,60,0,0,0,0,0,0,0,0,0,24.21,20,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,25.23

84,20:45-21:00,40.02,7.22,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,20,0,60,0,0,0,0,0,0,0,0,0,22.79,20,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,25.23

85,21:00-21:15,40.02,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,21.92,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,25.23

86,21:15-21:30,40.02,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,21,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,25.23

87,21:30-21:45,42.62,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,20.29,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,24.23

88,21:45-22:00,42.22,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,19.48,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,18.31,0,29,29,273.25,10.6,15.7,24.23

89,22:00-22:15,41.62,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,18.9,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.85,0,29,29,273.25,10.6,15.7,25.23

90,22:15-22:30,40.82,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,18.39,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.85,0,29,29,273.25,10.6,15.7,25.23

91,22:30-22:45,40.22,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,17.86,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.85,0,29,29,273.25,10.6,15.7,25.23

92,22:45-23:00,39.62,7.03,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,17.45,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.85,0,29,29,273.25,10.6,15.7,25.23

93,23:00-23:15,39.22,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,17.54,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.39,0,29,29,273.25,10.6,15.7,25.23

94,23:15-23:30,38.62,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,19.67,0,58.99,0,0,0,0,0,0,0,0,0,17.78,19.67,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.39,0,29,29,273.25,10.6,15.7,25.23

95,23:30-23:45,38.62,6.84,20.54,41.07,20.54,11.91,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,20.17,0,60.49,0,0,0,0,0,0,0,0,0,18.22,20.17,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.39,0,29,29,273.25,10.6,15.7,25.23

96,23:45-24:00,38.42,6.84,20.54,41.07,20.54,12.18,-0,11.92,100.68,0,20.85,53.39,41.07,0,29.17,130.75,0,115.92,41.07,20.54,20.5,0,61.5,0,0,0,0,0,0,0,0,0,18.63,20.5,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,17.39,0,29,29,273.25,10.6,15.7,25.23

