Block,Time,URI2,JHAJJAR,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,CHAMERA3,BSIUL,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,KOLDAM,NAPP,NJPC,RAPPB,RAPPC,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,KOTESHWR,TANAKPUR,PARBATI3,RIHAND1,RAMPUR,TEHRI,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
65,16:00-16:15,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,4.4835,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022811,0

66,16:15-16:30,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,4.4835,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022811,0

67,16:30-16:45,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,1.9215,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

68,16:45-17:00,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,22.310403,13.09,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,1.9215,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

69,17:00-17:15,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,22.310403,13.09,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,5.5083,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

70,17:15-17:30,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,22.310403,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,1.78333,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,5.5083,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

71,17:30-17:45,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,22.310403,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,3.566661,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,4.9959,0,95.888555,1.326619,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

72,17:45-18:00,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,20.549056,13.09,4.233846,22.966682,44.326064,27.350811,50.232,4.323226,48.126171,64.54116,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,4.9959,0,95.888555,1.989928,36.398265,83.664,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

73,18:00-18:15,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,20.549056,13.09,4.233846,22.966682,44.326064,27.350811,50.232,4.323226,48.126171,64.54116,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,9.137237,4.3554,0,95.888555,1.989928,36.398265,83.664,0,6.846994,33.612518,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.00437,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

74,18:15-18:30,36.950153,667.076636,42.14808,46.424172,691.086502,20.912378,56.92678,4.276573,22.332421,13.09,4.233846,22.966682,44.326064,27.350811,50.232,4.323226,48.126171,91.43331,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,18.274474,4.3554,0,95.888555,2.80722,36.398265,83.664,0,6.846994,33.612518,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.78,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.00437,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

75,18:30-18:45,36.950153,667.076636,42.14808,46.424172,691.086502,31.368567,56.92678,4.276573,22.332421,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,5.349992,48.126171,118.32546,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,27.411711,4.3554,0,95.888555,3.636356,36.398265,83.664,0,6.846994,33.612518,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.85,7.65,1.94,0,9.33,0.25,1.75,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.00437,348.975,0,0,0.00254,0,0.017145,0,0,0.022884,0

76,18:45-19:00,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,4.3554,0,95.888555,4.832683,36.398265,48.804,0,6.846994,34.234972,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.85,7.65,1.94,0,9.33,0.25,1.75,0.88,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.00437,348.975,0,0,0.00254,0,0.017145,0,0,0.022884,0

77,19:00-19:15,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,4.3554,3.668474,95.888555,4.832683,36.398265,48.804,0,6.846994,34.234972,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.85,7.65,1.94,0,9.33,0.25,1.75,0.9,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.018515,348.975,0,0,0.00254,0,0.017462,0,0,0.022958,0

78,19:15-19:30,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,52.992,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,4.3554,7.336948,95.888555,4.832683,36.398265,48.804,0,6.846994,34.234972,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.21,2,2.18,1.62,0,1.85,7.65,1.94,0,9.33,0.25,1.75,0.9,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.018515,348.975,0,0,0.00254,0,0.017462,0,0,0.022958,0

79,19:30-19:45,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,52.992,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,4.3554,38.152132,95.888555,4.832683,36.398265,48.804,0,6.846994,34.857427,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.87,0.21,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.018515,348.975,0,0,0.00254,0,0.017462,0,0,0.001846,0.021112

80,19:45-20:00,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,4.3554,38.152132,95.888555,4.832683,36.398265,48.804,0,6.846994,34.857427,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.87,0.21,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.018515,348.975,0,0,0.00254,0,0.017462,0,0,0.001846,0.021112

81,20:00-20:15,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,1.7934,38.152132,95.888555,4.832683,36.398265,48.804,0,6.846994,34.857427,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.87,0.21,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.032662,348.975,0,0,0.00254,0,0.017462,0,0,0.001846,0.021112

82,20:15-20:30,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,1.7934,38.152132,95.888555,4.832683,36.398265,48.804,0,6.846994,35.479881,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.87,0.21,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.032662,348.975,0,0,0.00254,0,0.017462,0,0,0.001846,0.021223

83,20:30-20:45,36.950153,667.076636,42.14808,46.424172,691.086502,41.824756,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,159.416665,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,1.7934,38.152132,95.888555,4.832683,36.398265,48.804,0,6.846994,35.479881,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.032662,348.975,0,0,0.00254,0,0.017462,0,0,0.001846,0.021223

84,20:45-21:00,36.950153,667.076636,42.14808,46.424172,691.086502,31.368567,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,129.08232,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,27.411711,1.7934,38.152132,95.888555,3.968011,36.398265,48.804,0,6.846994,35.479881,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.032662,348.975,0,0,0.00254,0,0.017462,0,0,0.001846,0.021223

85,21:00-21:15,36.950153,667.076636,42.14808,46.424172,691.086502,20.912378,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,6.484838,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,27.411711,1.7934,32.282573,95.888555,3.115185,36.398265,48.804,0,6.846994,36.102334,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.65,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.046808,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021223

86,21:15-21:30,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,6.520865,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,27.411711,1.7934,17.608676,95.888555,3.115185,36.398265,48.804,0,6.846994,36.102334,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.78,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.046808,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021408

87,21:30-21:45,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,27.411711,1.7934,17.608676,95.888555,3.115185,36.398265,48.804,0,6.846994,36.102334,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.046808,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021408

88,21:45-22:00,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,27.411711,1.7934,17.608676,95.888555,3.115185,36.398265,48.804,0,6.846994,36.102334,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.046808,348.975,0,0,0.00254,0,0.017622,0,0,0.001846,0.021408

89,22:00-22:15,36.950153,667.076636,42.14808,46.424172,691.086502,20.912378,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,1.7934,17.608676,95.888555,3.115185,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.060954,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021408

90,22:15-22:30,36.950153,667.076636,42.14808,46.424172,691.086502,20.912378,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.116917,2.501308,28.971727,1.7934,17.608676,95.888555,3.115185,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.060954,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021408

91,22:30-22:45,36.950153,667.076636,42.14808,46.424172,691.086502,20.912378,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.116917,2.501308,28.971727,1.7934,17.608676,95.888555,3.115185,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.060954,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021408

92,22:45-23:00,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.373769,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.116917,2.501308,28.971727,1.7934,17.608676,95.888555,3.115185,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.060954,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021592

93,23:00-23:15,36.950153,667.076636,42.14808,46.424172,691.086502,10.456189,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,7.133322,48.126171,101.114484,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.116917,2.501308,18.497333,1.7934,3.668474,95.888555,3.115185,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.0751,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021592

94,23:15-23:30,36.950153,667.076636,42.14808,46.424172,691.086502,0,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,4.863629,48.126171,64.54116,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.116917,2.501308,18.274474,1.7934,0,95.888555,1.989928,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.0751,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021592

95,23:30-23:45,36.950153,667.076636,42.14808,46.424172,691.086502,0,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,3.314473,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.116917,2.501308,18.274474,1.7934,0,95.888555,1.326619,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.0751,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021592

96,23:45-24:00,36.950153,667.076636,42.14808,46.424172,691.086502,0,56.92678,4.276573,33.499364,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,3.314473,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.116917,2.501308,18.274474,1.7934,0,95.888555,1.326619,36.398265,36.022,0,6.846994,36.724789,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.9,3.78,0.42,0.87,0.22,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.75,0.82,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,1.0751,348.975,0,0,0.00254,0,0.017939,0,0,0.001846,0.021777

