Block,Time,NR/09052024/09052024/PXIL_WBSEDCL,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/DC20240501NR23726,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/19072037/LT-05,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/M20240501NR23406,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/2-R1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/IEX_240416_00120_1,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01052024/31052024/DC20240501NR23735,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01052024/31052024/MC120240501NR23436
51,12:30-12:45,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.470000,15.470000,14.770000,52.890000,0.000000,166.340000,5.600000,15.860000,0.000000,0.000000,273.530000,6.690000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,124.430202,9.67,82,0.000000,31.67,29,50,30.24,8.41,27.750000,9.66,7.34,31.67,92.31,30.23,47,193,46.5,0.000000,250,94,0.000000

52,12:45-13:00,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.470000,15.470000,14.770000,52.890000,0.000000,166.340000,5.600000,15.860000,0.000000,0.000000,273.530000,6.690000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,123.270309,9.67,82,0.000000,31.67,29,50,30.24,9.61,27.750000,9.66,7.34,31.67,92.25,30.23,47,193,46.5,0.000000,250,94,0.000000

53,13:00-13:15,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.470000,15.470000,14.690000,52.890000,0.000000,166.340000,5.910000,15.860000,0.000000,0.000000,273.530000,6.740000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,121.330656,9.67,82,0.000000,31.67,29,50,30.24,10.61,27.750000,9.66,7.34,31.67,92.15,30.23,47,193,46,0.000000,250,94,0.000000

54,13:15-13:30,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.470000,15.470000,14.690000,52.890000,0.000000,166.340000,5.910000,15.860000,0.000000,0.000000,273.530000,6.740000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.07,118.659978,9.67,82,0.000000,32,29,50,30.06,11.61,27.750000,9.66,7.34,32,92.15,30.07,47,193,46,0.000000,250,94,0.000000

55,13:30-13:45,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.410000,15.410000,14.690000,52.890000,0.000000,226.930000,5.910000,15.800000,0.000000,0.000000,273.530000,6.740000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.07,114.62472,9.67,82,0.000000,32.33,29,50,30.06,13.2,27.250000,9.66,7.34,32.33,92.05,30.07,47,193,46,0.000000,250,94,0.000000

56,13:45-14:00,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.320000,15.320000,14.690000,52.890000,0.000000,262.650000,5.910000,15.700000,0.000000,0.000000,273.530000,6.740000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,109.45881,9.67,82,0.000000,33.33,29,50,30.24,15.6,27.250000,9.66,7.34,33.33,92.1,30.23,47,193,45.5,0.000000,250,94,0.000000

57,14:00-14:15,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,14.980000,14.980000,14.690000,76.510000,0.000000,262.650000,6.070000,15.360000,0.000000,0.000000,273.530000,6.840000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,103.883526,9.67,82,0.000000,34.67,29,50,30.24,18.6,28.270000,9.66,7.34,34.67,91.95,30.23,47,191,44.78,0.000000,250,93,0.000000

58,14:15-14:30,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,14.520000,14.520000,14.690000,76.510000,0.000000,262.650000,6.070000,14.880000,0.000000,0.000000,273.530000,6.840000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,97.733169,10.5,81,0.000000,35.67,31.5,50,30.24,22.01,28.270000,10.5,7.34,35.67,91.59,30.23,46,189,43.19,0.000000,250,93,0.000000

59,14:30-14:45,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,12.420000,12.420000,14.690000,76.710000,0.000000,262.650000,6.770000,12.730000,0.000000,0.000000,273.530000,6.840000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,91.690029,10.67,78,0.000000,32,32,45,30.24,23.61,29.270000,10.66,7.34,32,86.35,30.23,43,182,40.52,0.000000,225,87,0.000000

60,14:45-15:00,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,12.110000,12.110000,14.690000,76.710000,0.000000,262.650000,6.770000,12.410000,0.000000,0.000000,273.530000,6.840000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,85.442202,11,75,0.000000,33.33,33,43.33,30.24,24.41,29.270000,11,8,33.33,84.56,30.23,41,175,39.4,0.000000,216.67,82,0.000000

61,15:00-15:15,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,11.640000,11.640000,14.870000,76.710000,0.000000,262.650000,7.000000,11.930000,0.000000,0.000000,273.530000,7.070000,0.000000,0.000000,0.000000,22.220000,100.780000,22.220000,0.000000,30.23,78.200181,11.33,70,0.000000,34.33,34,41.58,30.24,27.01,29.780000,11.34,10.34,34.33,80.95,30.23,37,165,37.45,0.000000,207.92,75,0.000000

62,15:15-15:30,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,11.040000,11.040000,14.870000,76.710000,0.000000,262.650000,7.000000,11.320000,0.000000,0.000000,273.530000,7.070000,0.000000,0.000000,0.000000,22.220000,100.780000,22.220000,0.000000,30.33,71.240823,11.5,66,0.000000,36.33,34.5,38.72,30.34,27.01,30.280000,11.5,11,36.33,76.2,30.33,35,154,35.4,0.000000,193.59,70,0.000000

63,15:30-15:45,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,10.300000,10.300000,14.870000,76.710000,0.000000,262.650000,7.390000,10.560000,0.000000,0.000000,273.530000,7.070000,0.000000,0.000000,0.000000,22.220000,100.780000,22.220000,0.000000,30.33,67.293288,12.5,60,0.000000,37.33,37.5,35.85,30.34,26.61,30.280000,12.5,11.66,37.33,71.08,30.33,32,140,33.36,0.000000,179.27,65,0.000000

64,15:45-16:00,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,9.370000,9.370000,14.870000,76.710000,0.000000,262.650000,7.390000,9.600000,0.000000,0.000000,273.530000,7.070000,0.000000,0.000000,0.000000,22.220000,100.780000,22.220000,0.000000,30.33,62.946126,13,54,0.000000,39.33,39,32.99,30.34,26.21,30.280000,13,13,39.33,65.69,30.33,30,126,29.93,0.000000,164.93,60,0.000000

65,16:00-16:15,0.000000,48.370000,0.000000,0.000000,19.350000,115.650000,29.090000,15.650000,0.000000,39.660000,8.440000,8.440000,15.050000,87.260000,0.000000,262.650000,7.390000,8.650000,0.000000,0.000000,273.530000,7.900000,0.000000,0.000000,0.000000,13.490000,100.780000,30.960000,19.350000,30.5,57.848445,14,48,0.000000,41.33,42,29.11,30.5,21.08,30.280000,14,14.66,41.33,55.87,30.5,27,112,27.75,0.000000,145.54,53,14.510000

66,16:15-16:30,0.000000,48.370000,0.000000,0.000000,19.350000,115.650000,29.090000,15.650000,0.000000,39.660000,7.690000,7.690000,15.050000,87.260000,0.000000,262.650000,7.390000,7.880000,0.000000,0.000000,273.530000,7.900000,0.000000,0.000000,0.000000,13.490000,100.780000,30.960000,19.350000,30.83,52.019739,15.83,42,0.000000,43.67,47.5,25.23,30.84,20.91,30.280000,15.84,15.66,43.67,50.37,30.83,23,98,24.21,0.000000,126.16,47,14.510000

67,16:30-16:45,0.000000,48.370000,0.000000,0.000000,19.350000,115.650000,29.090000,15.650000,0.000000,39.660000,6.730000,6.730000,15.050000,87.260000,0.000000,262.650000,7.780000,6.900000,0.000000,0.000000,273.530000,7.900000,0.000000,0.000000,0.000000,13.500000,100.780000,30.960000,19.350000,20.87,44.485308,17,36,0.000000,46,51,21.35,33,20.71,30.280000,17,16.66,46,44.61,33,20,84,22.43,0.000000,106.77,40,14.510000

68,16:45-17:00,0.000000,48.370000,0.000000,0.000000,19.350000,115.650000,29.090000,15.650000,0.000000,39.660000,5.740000,5.740000,15.050000,87.260000,0.000000,262.650000,7.780000,5.880000,0.000000,0.000000,273.530000,7.900000,0.000000,0.000000,0.000000,13.500000,100.780000,30.960000,19.350000,10.97,36.74619,19.33,31,0.000000,49.33,58,17.47,33,20.45,30.780000,19.34,17.34,49.33,38.18,31,17,74,19.68,0.000000,87.38,33,14.510000

69,17:00-17:15,0.000000,48.370000,4.840000,0.000000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,4.530000,4.530000,15.330000,87.260000,48.370000,262.650000,8.170000,4.640000,0.000000,0.000000,273.530000,8.100000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,4.08,29.43594,23,25,46.440000,52.33,69,20.22,33,23.61,31.300000,23,18,52.33,31.67,20,14,60,16.35,0.000000,101.1,28,14.510000

70,17:15-17:30,0.000000,48.370000,4.840000,0.000000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,3.640000,3.640000,15.330000,87.260000,48.370000,262.650000,8.170000,3.730000,0.000000,0.000000,273.530000,8.100000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0.58,22.564305,23.33,21,46.440000,55,70,16.11,32.14,22.61,31.300000,23.34,18.66,55,25.68,9,10,49,12.25,0.000000,80.55,20,14.510000

71,17:30-17:45,0.000000,48.370000,4.840000,0.000000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,2.760000,2.760000,15.330000,87.260000,48.370000,262.650000,8.170000,2.840000,0.000000,0.000000,273.530000,8.100000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0,16.823322,23.67,15,46.440000,48.67,71,13.07,21.21,21.41,31.300000,23.66,19.66,48.67,19.71,3,7,35,9,0.000000,65.35,13,14.510000

72,17:45-18:00,0.000000,48.370000,4.840000,0.000000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,2.010000,2.010000,15.330000,87.260000,48.370000,262.650000,8.170000,2.050000,0.000000,0.000000,273.530000,8.100000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0,11.326014,24.17,9,46.440000,48.67,72.5,9.08,12.78,19.6,31.300000,24.16,20,48.67,13.94,0,6,21,7,0.000000,45.39,12,14.510000

73,18:00-18:15,0.000000,48.370000,4.840000,7.310000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,1.340000,1.340000,15.600000,87.260000,48.370000,262.650000,8.560000,1.370000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0,6.618213,24.67,4,46.440000,48.67,74,6.69,0,22.01,31.300000,24.66,20.34,48.67,8.8,0,5,11,4,0.000000,33.46,10,14.510000

74,18:15-18:30,0.000000,48.370000,4.840000,7.310000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.820000,0.820000,15.600000,87.260000,48.370000,262.650000,8.560000,0.840000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0,3.138534,24.67,1,46.440000,49.33,74,3.89,0,20.6,31.300000,24.66,20.34,49.33,4.76,0,2,2,2,0.000000,19.44,5,14.510000

75,18:30-18:45,0.000000,48.370000,4.840000,7.310000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.390000,0.390000,15.600000,87.260000,48.370000,262.650000,10.120000,0.400000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0,0.994194,28.83,0,46.440000,57,86.5,2.49,0,17.2,31.300000,28.84,23.34,57,2.06,0,0,1,1,0.000000,12.44,1,14.510000

76,18:45-19:00,0.000000,48.370000,4.840000,7.310000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.120000,0.120000,15.600000,87.260000,48.370000,262.650000,10.120000,0.130000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,22.220000,100.780000,22.220000,19.350000,0,0,28.83,0,46.440000,57,86.5,1.4,0,16,31.300000,28.84,23.34,57,0,0,0,0,0.5,0.000000,7,0,14.510000

77,19:00-19:15,0.000000,48.370000,4.840000,7.540000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,15.790000,76.710000,48.370000,262.650000,10.120000,0.000000,48.370000,0.000000,273.530000,8.460000,5.800000,0.000000,0.000000,20.290000,100.780000,20.290000,19.350000,0,0,28.83,0,46.440000,64,86.5,0.62,0,12.01,31.300000,28.84,25,64,0,0,0,0,0,0.000000,3.11,0,14.510000

78,19:15-19:30,0.000000,48.370000,4.840000,7.540000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,15.790000,76.710000,48.370000,262.650000,10.120000,0.000000,48.370000,0.000000,273.530000,8.460000,5.800000,0.000000,0.000000,20.290000,100.780000,20.290000,19.350000,0,0,28.5,0,46.440000,64,85.5,0.15,0,11.01,31.300000,28.5,25,64,0,0,0,0,0,0.000000,0.78,0,14.510000

79,19:30-19:45,0.000000,48.370000,4.840000,7.540000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,15.790000,76.710000,48.370000,262.650000,10.120000,0.000000,48.370000,0.000000,273.530000,8.460000,5.800000,0.000000,0.000000,9.630000,100.780000,30.960000,19.350000,0,0,31.83,0,46.440000,64,95.5,0,0,10.01,31.300000,31.84,25,64,0,0,0,0,0,0.000000,0,0,14.510000

80,19:45-20:00,0.000000,48.370000,4.840000,7.540000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,15.790000,76.710000,48.370000,262.650000,10.120000,0.000000,48.370000,0.000000,273.530000,8.460000,5.800000,0.000000,0.000000,9.630000,100.780000,30.960000,19.350000,0,0,31.83,0,46.440000,63.33,95.5,0,0,9.01,31.300000,31.84,25,63.33,0,0,0,0,0,0.000000,0,0,14.510000

81,20:00-20:15,0.000000,48.370000,4.840000,7.690000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.720000,76.710000,48.370000,262.650000,9.720000,0.000000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,9.630000,100.780000,30.960000,19.350000,0,0,31.83,0,46.440000,61.67,95.5,0,0,8.01,31.300000,31.84,24.66,61.67,0,0,0,0,0,0.000000,0,0,14.510000

82,20:15-20:30,0.000000,48.370000,4.840000,7.690000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.720000,76.710000,48.370000,262.650000,9.720000,0.000000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,9.630000,100.780000,30.960000,19.350000,0,0,31.83,0,46.440000,60.67,95.5,0,0,7.41,31.300000,31.84,24.34,60.67,0,0,0,0,0,0.000000,0,0,14.510000

83,20:30-20:45,0.000000,48.370000,4.840000,8.460000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.720000,76.710000,48.370000,262.650000,7.000000,0.000000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,9.630000,100.780000,30.960000,19.350000,0,0,20.83,0,46.440000,51.67,62.5,0,0,7.01,31.300000,20.84,17.34,51.67,0,0,0,0,0,0.000000,0,0,14.510000

84,20:45-21:00,0.000000,48.370000,4.840000,8.460000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.720000,76.710000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,8.280000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,20.17,0,46.440000,50.67,60.5,0,0,7.01,31.300000,20.16,16.66,50.67,0,0,0,0,0,0.000000,0,0,14.510000

85,21:00-21:15,145.110000,48.370000,4.840000,8.620000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.900000,87.260000,48.370000,262.650000,8.560000,0.000000,48.370000,0.000000,273.530000,8.180000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,19.5,0,46.440000,50.33,58.5,0,0,7.01,30.780000,19.5,16.34,50.33,0,0,0,0,0,0.000000,0,0,14.510000

86,21:15-21:30,145.110000,48.370000,4.840000,8.620000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.900000,87.260000,48.370000,262.650000,8.560000,0.000000,48.370000,0.000000,273.530000,8.180000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,18.5,0,46.440000,48.67,55.5,0,0,7.01,30.280000,18.5,15.66,48.67,0,0,0,0,0,0.000000,0,0,14.510000

87,21:30-21:45,145.110000,48.370000,4.840000,8.620000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.900000,87.260000,48.370000,262.650000,8.560000,0.000000,48.370000,0.000000,273.530000,8.180000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,17.5,0,46.440000,46.67,52.5,0,0,7.01,29.780000,17.5,15.34,46.67,0,0,0,0,0,0.000000,0,0,14.510000

88,21:45-22:00,145.110000,48.370000,4.840000,8.620000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,16.900000,87.260000,48.370000,262.650000,8.560000,0.000000,48.370000,0.000000,273.530000,8.180000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,16.33,0,46.440000,45,49,0,0,7.01,29.270000,16.34,14.34,45,0,0,0,0,0,0.000000,0,0,14.510000

89,22:00-22:15,145.110000,48.370000,4.840000,8.850000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.000000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,8.000000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,15.33,0,46.440000,43.67,46,0,0,7.01,29.270000,15.34,14,43.67,0,0,0,0,0,0.000000,0,0,14.510000

90,22:15-22:30,145.110000,48.370000,4.840000,8.850000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.000000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,8.000000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,14.33,0,46.440000,42,43,0,0,7.01,29.270000,14.34,13.34,42,0,0,0,0,0,0.000000,0,0,14.510000

91,22:30-22:45,145.110000,48.370000,4.840000,8.850000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.000000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,8.000000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,13.83,0,46.440000,41,41.5,0,0,7.01,29.270000,13.84,13.34,41,0,0,0,0,0,0.000000,0,0,14.510000

92,22:45-23:00,145.110000,48.370000,4.840000,8.850000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.000000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,8.000000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,14.17,0,46.440000,40.67,42.5,0,0,7.01,28.770000,14.16,12.34,40.67,0,0,0,0,0,0.000000,0,0,14.510000

93,23:00-23:15,145.110000,48.370000,4.840000,9.010000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.080000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,7.820000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,14.5,0,46.440000,40.33,43.5,0,0,7.01,28.270000,14.5,12.34,40.33,0,0,0,0,0,0.000000,0,0,14.510000

94,23:15-23:30,145.110000,48.370000,4.840000,9.010000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.080000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,7.820000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,14.83,0,46.440000,39.67,44.5,0,0,7.01,28.270000,14.84,12,39.67,0,0,0,0,0,0.000000,0,0,14.510000

95,23:30-23:45,145.110000,48.370000,4.840000,9.010000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.080000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,7.820000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,15,0,46.440000,39.33,45,0,0,7.01,28.270000,15,11.66,39.33,0,0,0,0,0,0.000000,0,0,14.510000

96,23:45-24:00,145.110000,48.370000,4.840000,9.010000,19.350000,115.650000,29.090000,15.650000,6.770000,39.660000,0.000000,0.000000,17.080000,87.260000,48.370000,262.650000,8.170000,0.000000,48.370000,0.000000,273.530000,7.820000,5.800000,0.000000,0.000000,30.960000,100.780000,30.960000,19.350000,0,0,15,0,46.440000,40.33,45,0,0,7.01,28.270000,15,12,40.33,0,0,0,0,0,0.000000,0,0,14.510000

