Block,Time,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23735,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/DC20240501NR23728,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/2-R1,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/MC120240501NR23436,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23726,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01052024/31052024/M20240501NR23406,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23727,NR/01102023/30042040/GNA_LT_35,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06
52,12:45-13:00,15.800000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,226.930000,0.000000,13.020000,15.410000,0.000000,0.000000,5.060000,0.000000,115.650000,0.000000,15.410000,12.5,37.5,230.83,193,82,46.5,46.17,117.811989,94,47,30.24,14.4,92.25,10,30.23,33.75,30.23,33.75,12.5

53,13:00-13:15,15.800000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,226.930000,0.000000,13.020000,15.410000,0.000000,0.000000,5.210000,0.000000,70.520000,0.000000,15.410000,12.33,37,230.83,193,82,44.43,46.17,115.618914,94,47,30.24,12.01,92.15,10,30.23,33.82,30.23,33.82,12.34

54,13:15-13:30,15.800000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,226.930000,0.000000,13.020000,15.410000,0.000000,0.000000,5.210000,0.000000,70.520000,0.000000,15.410000,12.33,37,230.83,193,82,44.47,46.17,112.77279,94,47,30.06,12.8,92.15,11,30.07,33.35,30.07,33.35,12.34

55,13:30-13:45,15.800000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,226.930000,0.000000,13.020000,15.410000,0.000000,0.000000,5.210000,0.000000,79.060000,0.000000,15.410000,13.17,39.5,230.83,186,79,44.24,46.17,103.649598,94,47,30.06,13.2,92.05,12,30.07,35.68,30.07,35.68,13.16

56,13:45-14:00,15.370000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,226.930000,0.000000,13.020000,14.990000,0.000000,0.000000,5.210000,0.000000,87.590000,0.000000,14.990000,13.83,41.5,230.83,186,79,44.08,46.17,102.275271,94,47,30.24,13.6,92.1,13.34,30.23,39.61,30.23,39.61,13.84

57,14:00-14:15,15.120000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,0.000000,226.930000,0.000000,13.120000,14.750000,0.000000,0.000000,5.210000,0.000000,96.120000,0.000000,14.750000,12.5,37.5,230.83,186,79,42.28,46.17,100.3941,93,47,30.24,14.2,91.95,14.66,30.23,36.67,30.23,36.67,12.5

58,14:15-14:30,14.620000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,29.270000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,0.000000,262.650000,0.000000,13.120000,14.270000,0.000000,0.000000,5.210000,0.000000,104.650000,0.000000,14.270000,12.83,38.5,230.83,186,79,40.69,46.17,97.908615,93,46,30.24,15.2,91.59,16,30.23,37.67,30.23,37.67,12.84

59,14:30-14:45,13.780000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,29.270000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,0.000000,262.650000,0.000000,13.120000,13.450000,0.000000,0.000000,5.210000,0.000000,113.190000,0.000000,13.450000,13.33,40,230.83,182,78,40.52,46.17,92.460042,87,43,30.24,24.61,90.9,14.34,30.23,39.67,30.23,39.67,13.34

60,14:45-15:00,13.170000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,29.780000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,0.000000,262.650000,0.000000,13.120000,12.840000,0.000000,0.000000,5.210000,0.000000,115.650000,0.000000,12.840000,13.67,41,230.83,172,73,39.4,46.17,86.758047,82,41,30.24,24.41,89.01,14.34,30.23,41,30.23,41,13.66

61,15:00-15:15,12.670000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,29.780000,0.000000,0.000000,0.000000,29.090000,75.460000,273.530000,5.860000,0.000000,262.650000,0.000000,13.210000,12.370000,0.000000,0.000000,5.450000,0.000000,115.650000,0.000000,12.370000,14.5,43.5,221.55,165,70,37.45,44.31,79.749954,78,39,30.24,26.01,85.21,17,30.23,44.33,30.23,44.33,14.5

62,15:15-15:30,12.030000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,30.280000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,5.860000,0.000000,262.650000,0.000000,13.210000,11.740000,0.000000,0.000000,5.450000,0.000000,115.650000,0.000000,11.740000,15.33,46,207.87,154,66,35.9,41.57,73.151235,73,37,30.34,26.01,80.21,18.34,30.33,46.67,30.33,46.67,15.34

63,15:30-15:45,11.290000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,30.280000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,5.860000,0.000000,262.650000,0.000000,13.210000,11.010000,0.000000,0.000000,5.450000,0.000000,115.650000,0.000000,11.010000,16.17,48.5,194.18,144,61,33.86,38.83,69.749532,69,34,30.34,25.81,74.82,18.66,30.33,43.88,30.33,43.88,16.16

64,15:45-16:00,10.190000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,30.280000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,5.860000,0.000000,262.650000,0.000000,13.210000,9.940000,0.000000,0.000000,5.450000,0.000000,115.650000,0.000000,9.940000,17.33,52,180.48,133,57,30.43,36.1,65.811744,63,32,30.34,25.61,69.15,19,30.33,46.34,30.33,46.34,17.34

65,16:00-16:15,9.020000,22.840000,19.350000,0.000000,15.650000,0.000000,22.840000,76.330000,0.000000,48.370000,0.000000,0.000000,30.280000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,6.420000,14.510000,262.650000,0.000000,13.300000,8.800000,19.350000,0.000000,5.450000,24.180000,115.650000,0.000000,8.800000,15.17,45.5,164.32,119,51,28.25,32.86,61.025967,57,28,30.5,25.21,63.23,13.66,30.5,39.67,30.5,39.67,15.16

66,16:15-16:30,8.230000,22.840000,19.350000,0.000000,15.650000,0.000000,22.840000,87.260000,0.000000,48.370000,0.000000,0.000000,30.280000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,6.420000,14.510000,262.650000,0.000000,13.300000,8.030000,19.350000,0.000000,5.450000,24.180000,115.650000,0.000000,8.030000,16.17,48.5,148.15,105,45,24.71,29.63,55.333719,50,25,30.84,24.61,57.01,14.34,30.83,42.33,30.83,42.33,16.16

67,16:30-16:45,7.110000,22.840000,19.350000,0.000000,15.650000,0.000000,22.840000,87.260000,0.000000,48.370000,0.000000,0.000000,30.280000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,6.420000,14.510000,262.650000,0.000000,13.300000,6.930000,19.350000,0.000000,5.450000,24.180000,115.650000,0.000000,6.930000,16.17,48.5,131.98,91,39,20.93,26.4,48.101445,43,21,33,22.81,50.49,15.34,33,33.33,20.87,33.33,16.16

68,16:45-17:00,5.990000,22.840000,19.350000,0.000000,15.650000,0.000000,22.840000,87.260000,0.000000,48.370000,0.000000,0.000000,30.780000,0.000000,0.000000,0.000000,29.090000,100.780000,273.530000,6.420000,14.510000,262.650000,0.000000,13.300000,5.840000,19.350000,0.000000,5.450000,24.180000,115.650000,0.000000,5.840000,16.33,49,115.82,77,33,18.18,23.16,39.738519,36,18,31,21.61,43.21,16.34,33,33.67,10.97,33.67,16.34

69,17:00-17:15,4.360000,18.000000,19.350000,0.000000,15.650000,0.000000,18.000000,87.260000,6.770000,48.370000,0.000000,46.440000,30.780000,0.000000,0.000000,48.370000,29.090000,100.780000,273.530000,6.610000,14.510000,262.650000,4.840000,13.390000,4.250000,19.350000,0.000000,6.620000,24.180000,115.650000,5.800000,4.250000,16.5,49.5,99.94,63,27,14.85,19.99,31.794714,29,15,20,18,35.84,18,33,47,4.08,47,16.5

70,17:15-17:30,3.410000,22.840000,19.350000,0.000000,15.650000,0.000000,22.840000,87.260000,6.770000,48.370000,0.000000,46.440000,30.780000,0.000000,0.000000,48.370000,29.090000,100.780000,273.530000,6.610000,14.510000,262.650000,4.840000,13.390000,3.320000,19.350000,0.000000,6.620000,24.180000,115.650000,5.800000,3.320000,16.83,50.5,84.08,49,21,12.5,16.81,24.542946,23,11,9,17.4,29.07,19.66,31.82,48.33,0.58,48.33,16.84

71,17:30-17:45,2.470000,18.000000,19.350000,0.000000,15.650000,0.000000,18.000000,87.260000,6.770000,48.370000,0.000000,46.440000,30.780000,0.000000,0.000000,48.370000,29.090000,100.780000,273.530000,6.610000,14.510000,262.650000,4.840000,13.390000,2.410000,19.350000,0.000000,6.620000,24.180000,115.650000,5.800000,2.410000,17.17,51.5,68.2,35,15,9,13.64,17.846757,16,8,3,10.01,22.31,21.34,21,50,0,50,17.16

72,17:45-18:00,1.730000,18.000000,19.350000,0.000000,15.650000,0.000000,18.000000,87.260000,6.770000,48.370000,0.000000,46.440000,30.780000,0.000000,0.000000,48.370000,29.090000,100.780000,273.530000,6.610000,14.510000,262.650000,4.840000,13.390000,1.680000,19.350000,0.000000,6.620000,24.180000,115.650000,5.800000,1.680000,17.5,52.5,52.33,21,9,7,10.46,11.637918,12,6,0,9.41,15.78,22.34,12.65,51,0,51,17.5

73,18:00-18:15,1.080000,18.000000,19.350000,0.000000,15.650000,0.000000,18.000000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,13.490000,1.060000,19.350000,0.000000,7.000000,24.180000,115.650000,5.800000,1.060000,18.33,55,41.36,11,4,4,8.27,6.647454,10,5,0,9.01,9.97,22.34,0,53.33,0,53.33,18.34

74,18:15-18:30,0.600000,18.000000,19.350000,0.000000,15.650000,0.000000,18.000000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,13.490000,0.590000,19.350000,0.000000,7.000000,24.180000,115.650000,5.800000,0.590000,19.5,58.5,30.39,4,1,2,6.08,3.02157,5,2,0,8.61,5.39,22.34,0,55,0,55,19.5

75,18:30-18:45,0.190000,4.430000,19.350000,0.000000,15.650000,0.000000,31.580000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,13.490000,0.190000,19.350000,0.000000,7.780000,24.180000,115.650000,5.800000,0.190000,20.83,62.5,19.42,1,0,1,3.88,0.857736,1,0,0,8.01,2.34,14,0,48.67,0,48.67,20.84

76,18:45-19:00,0.020000,4.430000,19.350000,0.000000,15.650000,0.000000,31.580000,68.230000,6.770000,48.370000,48.370000,46.440000,30.780000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,13.490000,0.020000,19.350000,0.000000,7.780000,24.180000,94.800000,5.800000,0.020000,21.33,64,8.45,1,0,0.5,1.69,0,0,0,0,8.01,0,14.34,0,49.33,0,49.33,21.34

77,19:00-19:15,0.000000,0.000000,19.350000,0.000000,15.650000,0.000000,31.580000,87.260000,6.770000,48.370000,48.370000,46.440000,31.300000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,13.760000,0.000000,19.350000,0.000000,9.340000,24.180000,115.650000,5.800000,0.000000,21.5,64.5,4.75,0,0,0,0.95,0,0,0,0,11.01,0,22.34,0,51.33,0,51.33,21.5

78,19:15-19:30,0.000000,0.000000,19.350000,0.000000,15.650000,0.000000,31.580000,87.260000,6.770000,48.370000,48.370000,46.440000,31.300000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,13.760000,0.000000,19.350000,0.000000,9.340000,24.180000,115.650000,5.800000,0.000000,21.83,65.5,2.12,0,0,0,0.42,0,0,0,0,10.61,0,22.34,0,53.67,0,53.67,21.84

79,19:30-19:45,0.000000,0.000000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,14.500000,0.000000,19.350000,0.000000,9.340000,24.180000,115.650000,5.800000,0.000000,21.67,65,0.53,0,0,0,0.1,0,0,0,0,10.41,0,22.34,0,56.33,0,56.33,21.66

80,19:45-20:00,0.000000,0.000000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.780000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,14.500000,0.000000,19.350000,0.000000,9.340000,24.180000,115.650000,5.800000,0.000000,21.67,65,0,0,0,0,0,0,0,0,0,10.01,0,22.66,0,58.67,0,58.67,21.66

81,20:00-20:15,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.920000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,14.590000,0.000000,19.350000,0.000000,8.950000,24.180000,115.650000,5.800000,0.000000,26,78,0,0,0,0,0,0,0,0,0,9.41,0,22.66,0,58.67,0,58.67,26

82,20:15-20:30,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,5.920000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,14.590000,0.000000,19.350000,0.000000,8.950000,24.180000,115.650000,5.800000,0.000000,26,78,0,0,0,0,0,0,0,0,0,8.61,0,22.66,0,60.67,0,60.67,26

83,20:30-20:45,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,14.590000,0.000000,19.350000,0.000000,8.950000,24.180000,115.650000,5.800000,0.000000,26,78,0,0,0,0,0,0,0,0,0,8.01,0,22.66,0,61,0,61,26

84,20:45-21:00,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.780000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.970000,14.510000,262.650000,4.840000,14.590000,0.000000,19.350000,0.000000,8.950000,24.180000,115.650000,5.800000,0.000000,26.33,79,0,0,0,0,0,0,0,0,0,8.01,0,22.66,0,60.33,0,60.33,26.34

85,21:00-21:15,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.280000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,14.690000,0.000000,19.350000,0.000000,8.950000,24.180000,115.650000,5.800000,0.000000,26.67,80,0,0,0,0,0,0,0,0,0,8.01,0,22.34,0,55.67,0,55.67,26.66

86,21:15-21:30,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.280000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,14.690000,0.000000,19.350000,0.000000,8.950000,24.180000,115.650000,5.800000,0.000000,26.67,80,0,0,0,0,0,0,0,0,0,8.01,0,22,0,56.33,0,56.33,26.66

87,21:30-21:45,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,30.280000,6.690000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,14.690000,0.000000,19.350000,0.000000,8.560000,24.180000,115.650000,5.800000,0.000000,27,81,0,0,0,0,0,0,0,0,0,7.41,0,21.66,0,56,0,56,27

88,21:45-22:00,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,29.780000,6.690000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,14.690000,0.000000,19.350000,0.000000,8.560000,24.180000,115.650000,5.800000,0.000000,27.67,83,0,0,0,0,0,0,0,0,0,7.41,0,21.34,0,54.67,0,54.67,27.66

89,22:00-22:15,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,29.780000,6.690000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.560000,24.180000,115.650000,5.800000,0.000000,25.83,77.5,0,0,0,0,0,0,0,0,0,7.21,0,21.34,0,54,0,54,25.84

90,22:15-22:30,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,29.780000,6.690000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.560000,24.180000,115.650000,5.800000,0.000000,26.33,79,0,0,0,0,0,0,0,0,0,7.21,0,21,0,53.33,0,53.33,26.34

91,22:30-22:45,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,29.270000,6.690000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.330000,24.180000,115.650000,5.800000,0.000000,26.83,80.5,0,0,0,0,0,0,0,0,0,7.21,0,20.66,0,54,0,54,26.84

92,22:45-23:00,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,28.770000,6.690000,0.000000,48.370000,29.090000,100.780000,273.530000,6.790000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.330000,24.180000,115.650000,5.800000,0.000000,27.5,82.5,0,0,0,0,0,0,0,0,0,7.21,0,20.66,0,54,0,54,27.5

93,23:00-23:15,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,28.770000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.690000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.330000,24.180000,115.650000,5.800000,0.000000,27.67,83,0,0,0,0,0,0,0,0,0,7.21,0,21,0,54.67,0,54.67,27.66

94,23:15-23:30,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,28.770000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.690000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.330000,24.180000,115.650000,5.800000,0.000000,27.17,81.5,0,0,0,0,0,0,0,0,0,7.21,0,21,0,57,0,57,27.16

95,23:30-23:45,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,28.270000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.690000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.330000,24.180000,115.650000,5.800000,0.000000,26.5,79.5,0,0,0,0,0,0,0,0,0,7.21,0,21,0,59.67,0,59.67,26.5

96,23:45-24:00,0.000000,30.960000,19.350000,0.000000,15.650000,0.000000,30.960000,87.260000,6.770000,48.370000,48.370000,46.440000,27.750000,6.930000,0.000000,48.370000,29.090000,100.780000,273.530000,6.690000,14.510000,262.650000,4.840000,16.070000,0.000000,19.350000,0.000000,8.330000,24.180000,115.650000,5.800000,0.000000,26.67,80,0,0,0,0,0,0,0,0,0,7.21,0,21.66,0,61.67,0,61.67,26.66

