Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/IEX-240324-06625_1,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/DC20240501NR23735,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX_240416_00120_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01052024/31052024/2-R1,NR/01052024/31052024/DC20240501NR23727,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01052024/31052024/MC120240501NR23436,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/IEX-240323-06617_1,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16
53,13:00-13:15,14.100000,10.140000,0.000000,0.000000,32.090000,115.780000,19.590000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,31.290000,10.030000,15.280000,0.000000,0.000000,262.080000,9.700000,0.000000,15.820000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,7.61,31.74,34,70,70,102,31.73,98.767119,30,31.73,34,47,92.15,191,0,46.67,82,94,44,233.33,0

54,13:15-13:30,14.100000,10.140000,0.000000,0.000000,32.090000,115.780000,19.590000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,31.290000,10.030000,15.280000,0.000000,0.000000,262.080000,9.700000,0.000000,15.820000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,8.21,31.56,34.33,70,70,103,31.57,93.366173,30,31.57,34.34,47,92.15,191,0,46.67,82,94,44,233.33,0

55,13:30-13:45,14.100000,10.370000,0.000000,0.000000,32.090000,115.780000,19.590000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,31.290000,10.030000,15.280000,0.000000,0.000000,262.080000,9.700000,0.000000,15.820000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,9.01,31.56,34.67,70,70,104,31.57,96.456606,30,31.57,34.66,47,92.05,191,0,46.67,82,94,44,233.33,0

56,13:45-14:00,14.100000,10.370000,0.000000,0.000000,32.090000,115.780000,19.590000,76.540000,0.000000,0.000000,0.000000,29.030000,69.500000,15.660000,0.000000,272.940000,31.290000,10.030000,15.280000,0.000000,0.000000,262.080000,9.700000,0.000000,15.820000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,9.61,31.74,35,70,70,105,31.73,91.211644,30,31.73,35,47,92.1,191,0,46.67,82,94,44,233.33,0

57,14:00-14:15,14.100000,10.600000,0.000000,0.000000,32.090000,115.780000,19.590000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,15.410000,0.000000,272.940000,31.290000,10.300000,15.040000,0.000000,0.000000,262.080000,9.700000,0.000000,15.820000,0.000000,15.040000,0.000000,0.000000,48.260000,0.000000,7.41,31.74,35,70,70,105,31.73,85.976431,30,31.73,35,45,91.95,191,0,46.67,82,91,43.5,233.33,0

58,14:15-14:30,14.100000,10.600000,0.000000,0.000000,32.090000,115.780000,19.590000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,14.810000,0.000000,272.940000,31.290000,10.300000,14.450000,0.000000,0.000000,262.080000,9.700000,0.000000,15.820000,0.000000,14.450000,0.000000,0.000000,48.260000,0.000000,7.41,31.74,35,70,70,105,31.73,80.663226,29.66,31.73,35,45,91.59,189,0,46.67,81,91,43.19,233.33,0

59,14:30-14:45,14.100000,10.600000,0.000000,0.000000,32.090000,115.780000,19.590000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,14.130000,0.000000,272.940000,31.290000,10.300000,13.790000,0.000000,0.000000,262.080000,9.940000,0.000000,15.820000,0.000000,13.790000,0.000000,0.000000,48.260000,0.000000,11.41,31.74,32.5,70,70,97.5,31.73,78.684179,28.34,31.73,32.5,42,90.9,179,0,46.67,76,83,40.52,233.33,0

60,14:45-15:00,14.100000,10.600000,0.000000,0.000000,32.090000,115.780000,19.590000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,13.430000,0.000000,272.940000,31.290000,10.300000,13.090000,0.000000,0.000000,262.080000,9.940000,0.000000,15.820000,0.000000,13.090000,0.000000,0.000000,48.260000,0.000000,13,31.74,32.5,70,70,97.5,31.73,76.285925,28,31.73,32.5,39,89.01,172,0,46.09,73,79,39.4,230.47,0

61,15:00-15:15,14.290000,10.600000,0.000000,0.000000,32.090000,115.780000,19.590000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,12.910000,0.000000,272.940000,31.290000,10.760000,12.600000,0.000000,0.000000,262.080000,9.940000,0.000000,15.820000,0.000000,12.600000,0.000000,0.000000,48.260000,0.000000,17,31.74,32.5,70,70,97.5,31.73,80.72172,27.66,31.73,32.5,37,85.21,158,0,39.28,67,73,36.45,196.41,0

62,15:15-15:30,14.290000,10.600000,0.000000,0.000000,32.090000,115.780000,19.590000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,12.230000,0.000000,272.940000,31.290000,10.760000,11.940000,0.000000,0.000000,262.080000,9.940000,0.000000,15.820000,0.000000,11.940000,0.000000,0.000000,48.260000,0.000000,20.4,31.84,32.5,70,70,97.5,31.83,76.373666,27.34,31.83,32.5,35,80.21,147,0,39.88,63,69,34.4,199.4,0

63,15:30-15:45,14.290000,10.600000,0.000000,0.000000,32.090000,115.780000,32.090000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,11.420000,0.000000,272.940000,31.290000,10.760000,11.140000,0.000000,0.000000,262.080000,10.100000,0.000000,15.820000,0.000000,11.140000,0.000000,0.000000,48.260000,0.000000,21.61,31.84,32.5,73.33,73.33,97.5,31.83,70.114808,27,31.83,32.5,32,74.82,133,0,38.38,57,63,32.36,191.92,0

64,15:45-16:00,14.290000,10.600000,0.000000,0.000000,32.090000,115.780000,32.090000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,10.380000,0.000000,272.940000,31.290000,10.760000,10.130000,0.000000,0.000000,262.080000,10.100000,0.000000,15.820000,0.000000,10.130000,0.000000,0.000000,48.260000,0.000000,21.81,31.84,32.5,72.67,72.67,97.5,31.83,63.729213,26.66,31.83,32.5,29,69.15,123,0,32.59,52,58,28.93,162.97,0

65,16:00-16:15,15.120000,10.600000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,9.360000,0.000000,272.940000,31.290000,11.240000,9.130000,0.000000,0.000000,262.080000,10.480000,14.480000,15.820000,0.000000,9.130000,0.000000,0.000000,48.260000,19.310000,13.4,32,32.5,72.33,72.33,97.5,32,56.875666,26.66,32,32.5,26,63.23,109,0,30.93,46,51,27.75,154.63,0

66,16:15-16:30,15.120000,10.600000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,8.520000,0.000000,272.940000,31.290000,11.240000,8.320000,0.000000,0.000000,262.080000,10.480000,14.480000,15.820000,0.000000,8.320000,0.000000,0.000000,48.260000,19.310000,13,32.34,32.5,71.67,71.67,97.5,32.33,49.651657,26.66,32.33,32.5,22,57.01,95,0,29.26,40,45,26.71,146.3,0

67,16:30-16:45,15.120000,10.600000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,7.470000,0.000000,272.940000,31.290000,11.240000,7.290000,0.000000,0.000000,262.080000,10.480000,14.480000,15.820000,0.000000,7.290000,0.000000,0.000000,48.260000,19.310000,13,32.34,32.5,70.67,70.67,97.5,32.33,42.729867,28.34,32.33,32.5,19,50.49,84,0,26.26,36,38,22.93,131.32,0

68,16:45-17:00,15.120000,10.600000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,0.000000,0.000000,0.000000,29.030000,100.560000,6.370000,0.000000,272.940000,31.290000,11.240000,6.210000,0.000000,0.000000,262.080000,10.480000,14.480000,15.820000,0.000000,6.210000,0.000000,0.000000,48.260000,19.310000,13,32.34,32.5,70,70,97.5,32.33,36.207786,28.34,32.33,32.5,16,43.21,74,0,22.06,31,31,20.18,110.33,0

69,17:00-17:15,15.950000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,5.010000,46.330000,272.940000,31.290000,11.600000,4.890000,0.000000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,4.890000,0.000000,6.760000,48.260000,19.310000,12.6,20.41,32.5,73.33,73.33,97.5,20,29.890434,28.34,33,32.5,13,35.84,60,0,18.72,25,25,16.85,93.58,0

70,17:15-17:30,15.950000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,4.040000,46.330000,272.940000,31.290000,11.600000,3.930000,0.000000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,3.930000,0.000000,6.760000,48.260000,19.310000,12.21,10.44,32.5,73.33,73.33,97.5,10,23.816807,28.34,33,32.5,10,29.07,46,0,15.39,19,20,13,76.96,0

71,17:30-17:45,15.950000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,3.070000,46.330000,272.940000,31.290000,11.600000,2.990000,0.000000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,2.990000,0.000000,6.760000,48.260000,19.310000,12.01,5.88,32.33,73.33,73.33,97,3,17.889415,28.34,26.86,32.34,8,22.31,32,0,12.21,13,15,10,61.07,0

72,17:45-18:00,15.950000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,2.230000,46.330000,272.940000,31.290000,11.600000,2.170000,0.000000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,2.170000,0.000000,6.760000,48.260000,19.310000,11.81,2.15,31.67,73.33,73.33,95,0,12.390979,28.34,15.65,31.66,5,15.78,21,0,8.2,9,10,7,40.99,0

73,18:00-18:15,16.860000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,1.480000,46.330000,272.940000,31.290000,11.600000,1.440000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,1.440000,0.000000,6.760000,48.260000,19.310000,11.01,0,31.33,73.33,73.33,94,0,7.467734,28.34,0,31.34,3,9.97,14,0,5.39,6,5,4,26.93,0

74,18:15-18:30,16.860000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.910000,46.330000,272.940000,31.290000,11.600000,0.880000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.880000,0.000000,6.760000,48.260000,19.310000,9.81,0,31.33,73.33,73.33,94,0,4.396799,28,0,31.34,1,5.39,7,0,2.95,3,3,2,14.75,0

75,18:30-18:45,16.860000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.440000,46.330000,272.940000,31.290000,11.600000,0.430000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.430000,0.000000,6.760000,48.260000,19.310000,9.01,0,30.33,73,73,91,0,1.589087,27.66,0,30.34,1,2.34,4,0,1.89,1,1,1,9.44,0

76,18:45-19:00,16.860000,10.560000,39.580000,0.000000,32.090000,115.780000,32.090000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.140000,46.330000,272.940000,31.290000,11.600000,0.130000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.130000,0.000000,6.760000,48.260000,19.310000,8.81,0,29.5,72.67,72.67,88.5,0,0.068243,27.34,0,29.5,0,0,1,0,1.06,0,0,0.5,5.31,0

77,19:00-19:15,17.510000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28.67,65,65,86,0,0,26.66,0,28.66,0,0,1,0,0.47,0,0,0,2.36,0

78,19:15-19:30,17.510000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28.17,64.67,64.67,84.5,0,0,26,0,28.16,0,0,0,0,0.1,0,0,0,0.52,0

79,19:30-19:45,17.510000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.100000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,27,64.33,64.33,81,0,0,21.66,0,27,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,17.510000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.100000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,26.33,63.33,63.33,79,0,0,21.34,0,26.34,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,17.780000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.410000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,22.8,55,55,68.4,0,0,21.66,0,22.8,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,17.780000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.780000,11.600000,0.000000,48.260000,5.790000,262.080000,10.410000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,21.75,54,54,65.25,0,0,22,0,21.75,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,17.780000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.410000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,21,49.33,49.33,63,0,0,20,0,21,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,17.780000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.410000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,50,50,61.2,0,0,20.34,0,20.4,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.410000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,55.67,55.67,61.2,0,0,21.66,0,20.4,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.410000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,57,57,61.2,0,0,22,0,20.4,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.780000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,58.33,58.33,61.2,0,0,23.84,0,20.4,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.780000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,59.33,59.33,61.2,0,0,23.88,0,20.4,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,50.33,50.33,61.2,0,0,23.99,0,20.4,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,29.780000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,20.4,50,50,61.2,0,0,23.55,0,20.4,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,29.780000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,24.72,49.67,49.67,74.17,0,0,22.94,0,24.73,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,29.780000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,24.76,49,49,74.27,0,0,22.79,0,24.75,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,25.1,49.67,49.67,75.29,0,0,22.75,0,25.08,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,25.22,49.67,49.67,75.66,0,0,22.86,0,25.22,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,25.76,60,60,77.28,0,0,23.42,0,25.76,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,18.060000,10.560000,39.580000,0.000000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.600000,0.000000,48.260000,5.790000,262.080000,10.480000,14.480000,15.820000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,26.48,60,60,79.45,0,0,24.09,0,26.49,0,0,0,0,0,0,0,0,0,0

