Block,Time,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23735,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/DC20240501NR23727,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/2-R1,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/DC20240501NR23726,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/06022042/L_NR_2012_07,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23728,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/01102023/L_NR_2020_06,NR/01102023/22052037/LT-59,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13
51,12:30-12:45,48.370000,25.510000,0.000000,25.510000,29.260000,13.210000,0.000000,0.000000,202.050000,12.020000,273.530000,14.500000,0.000000,0.000000,0.000000,14.140000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,4.930000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,29,30.23,11.7,116.030000,14.140000,9.67,111.330234,27.33,30.24,27.33,10.61,98.670000,9.66,4.830000,92.31,0,46,191,0,46.5,230,82,92,46

52,12:45-13:00,48.370000,25.510000,0.000000,25.510000,29.260000,13.210000,0.000000,0.000000,202.050000,12.020000,273.530000,14.690000,0.000000,0.000000,0.000000,14.330000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,4.930000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,31.5,30.23,12.36,116.030000,14.330000,10.5,111.359475,28.67,30.24,28.67,12.6,100.780000,10.5,4.830000,92.25,0,46,191,0,46.5,230,82,92,46

53,13:00-13:15,48.370000,25.510000,0.000000,25.510000,29.260000,13.210000,0.000000,0.000000,202.050000,12.020000,273.530000,14.880000,0.000000,0.000000,0.000000,14.520000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,4.930000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,52.5,30.23,15,116.030000,14.520000,17.5,110.862378,33.67,30.24,33.67,10.81,76.420000,17.5,4.830000,92.15,0,46,191,0,45,230,82,92,46

54,13:15-13:30,48.370000,25.510000,0.000000,25.510000,29.260000,13.210000,0.000000,0.000000,202.050000,12.020000,273.530000,14.960000,0.000000,0.000000,0.000000,14.600000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,4.930000,0.000000,0.000000,0.000000,0.000000,30.07,29.090000,56,30.07,16,116.030000,14.600000,18.67,109.312605,36,30.06,36,12.6,76.420000,18.66,4.830000,92.15,0,46,191,0,45,230,82,92,46

55,13:30-13:45,48.370000,25.510000,0.000000,25.510000,29.260000,13.210000,0.000000,0.000000,202.050000,12.020000,273.530000,15.000000,0.000000,0.000000,0.000000,14.640000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,5.450000,0.000000,0.000000,0.000000,0.000000,30.07,29.090000,60,30.07,17,116.030000,14.640000,20,111.184029,45,30.06,45,14.4,81.260000,20,4.830000,92.05,0,46,191,0,45,230,82,92,46

56,13:45-14:00,48.370000,25.510000,0.000000,25.510000,29.260000,13.210000,0.000000,0.000000,231.070000,12.020000,273.530000,14.600000,0.000000,0.000000,0.000000,14.250000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,5.450000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,63.5,30.23,18.34,116.030000,14.250000,21.17,109.312605,46.67,30.24,46.67,17.2,81.260000,21.16,4.830000,92.1,0,46,191,0,45,230,82,92,46

57,14:00-14:15,48.370000,25.510000,0.000000,25.510000,30.280000,13.210000,0.000000,0.000000,262.650000,15.830000,273.530000,14.350000,0.000000,0.000000,0.000000,14.010000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,5.530000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,55,30.23,16.66,116.030000,14.010000,18.33,106.983072,48.33,30.24,48.33,23.41,100.780000,18.34,4.830000,85.51,0,45,186,0,43.28,230,79,90,46

58,14:15-14:30,48.370000,25.510000,0.000000,25.510000,30.780000,13.210000,0.000000,0.000000,262.650000,15.830000,273.530000,12.380000,0.000000,0.000000,0.000000,12.080000,0.000000,0.000000,0.000000,0.000000,0.000000,52.890000,5.530000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,56.5,30.23,17.34,116.030000,12.080000,18.83,104.029731,50,30.24,50,26.21,100.780000,18.84,4.830000,85.18,0,45,186,0,41.69,230,79,90,46

59,14:30-14:45,48.370000,25.510000,0.000000,25.510000,31.290000,13.210000,0.000000,0.000000,262.650000,15.830000,273.530000,11.830000,0.000000,0.000000,0.000000,11.550000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.530000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,58.5,30.23,18.34,116.030000,11.550000,19.5,99.000279,46,30.24,46,27.01,100.780000,19.5,4.830000,84.54,0,44,182,0,40.02,230,78,87,46

60,14:45-15:00,48.370000,23.760000,0.000000,23.760000,31.290000,13.210000,0.000000,0.000000,262.650000,15.830000,273.530000,11.450000,0.000000,0.000000,0.000000,11.170000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.530000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,61,30.23,19.66,116.030000,11.170000,20.33,93.688164,46,30.24,46,28.01,100.780000,20.34,4.830000,82.78,0,42,172,0,38.9,230,73,85,46

61,15:00-15:15,48.370000,23.760000,0.000000,23.760000,31.290000,13.390000,0.000000,0.000000,262.650000,15.830000,273.530000,11.120000,0.000000,0.000000,0.000000,10.850000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.680000,0.000000,0.000000,0.000000,0.000000,30.23,29.090000,63,30.23,20,116.030000,10.850000,21,87.878952,46.33,30.24,46.33,29.01,100.780000,21,5.210000,79.25,0,38,165,0,36.95,219.65,70,77,43.93

62,15:15-15:30,48.370000,23.760000,0.000000,23.760000,31.290000,13.390000,0.000000,0.000000,262.650000,15.830000,273.530000,10.580000,0.000000,0.000000,0.000000,10.320000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.680000,0.000000,0.000000,0.000000,0.000000,30.33,29.090000,65,30.33,20.66,116.030000,10.320000,21.67,81.465426,47,30.34,47,30.02,100.780000,21.66,5.210000,74.6,0,36,154,0,34.9,206.05,66,71,41.21

63,15:30-15:45,48.370000,23.760000,0.000000,23.760000,31.290000,13.390000,0.000000,0.000000,262.650000,15.830000,273.530000,10.010000,0.000000,0.000000,0.000000,9.760000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.680000,0.000000,0.000000,0.000000,0.000000,30.33,29.090000,70.5,30.33,22,116.030000,9.760000,23.5,74.944683,56.67,30.34,56.67,30.02,100.780000,23.5,5.210000,69.59,0,33,144,0,32.86,192.61,61,67,38.52

64,15:45-16:00,48.370000,23.760000,0.000000,23.760000,31.290000,13.390000,0.000000,0.000000,262.650000,15.830000,273.530000,9.230000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.680000,0.000000,0.000000,0.000000,0.000000,30.33,29.090000,71.5,30.33,22.66,116.030000,9.000000,23.83,68.190012,58.33,30.34,58.33,30.02,100.780000,23.84,5.210000,64.31,0,31,130,0,29.43,179.13,55,62,35.82

65,16:00-16:15,48.370000,15.930000,0.000000,15.930000,31.290000,13.570000,14.510000,0.000000,262.650000,15.830000,273.530000,8.390000,19.350000,0.000000,0.000000,8.190000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.910000,19.350000,0.000000,24.180000,0.000000,30.5,29.090000,73,30.5,23.34,116.030000,8.190000,24.33,60.811533,60.33,30.5,60.33,30.02,100.780000,24.34,5.210000,58.8,0,28,116,0,27.25,143.87,49,55,28.77

66,16:15-16:30,48.370000,15.930000,0.000000,15.930000,31.290000,13.570000,14.510000,0.000000,262.650000,15.830000,273.530000,7.680000,19.350000,0.000000,0.000000,7.490000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.910000,19.350000,0.000000,24.180000,0.000000,30.83,29.090000,74.5,30.83,24,116.030000,7.490000,24.83,52.848234,61.33,30.84,61.33,30.02,100.780000,24.84,5.210000,53.02,0,24,102,0,25.21,130.12,43,49,26.02

67,16:30-16:45,48.370000,15.930000,0.000000,15.930000,31.290000,13.570000,14.510000,0.000000,262.650000,15.830000,273.530000,6.750000,19.350000,0.000000,0.000000,6.590000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.910000,19.350000,0.000000,24.180000,0.000000,30.83,29.090000,76,30.83,21.66,116.030000,6.590000,25.33,39.465603,65,30.84,65,22.01,100.780000,25.34,5.450000,46.95,0,21,88,0,21.43,115.08,37,42,23.01

68,16:45-17:00,48.370000,15.930000,0.000000,15.930000,31.290000,13.570000,14.510000,0.000000,262.650000,15.830000,273.530000,5.690000,19.350000,0.000000,0.000000,5.550000,0.000000,0.000000,0.000000,0.000000,0.000000,87.260000,5.910000,19.350000,0.000000,24.180000,0.000000,30.83,29.090000,78,30.83,22,116.030000,5.550000,26,32.671944,65,30.84,65,21.01,100.780000,26,5.450000,40.19,0,17,77,0,18.68,100.02,33,35,20

69,17:00-17:15,48.370000,23.760000,0.000000,23.760000,31.290000,13.760000,14.510000,5.800000,262.650000,15.830000,273.530000,4.140000,19.350000,0.000000,46.440000,4.040000,0.000000,4.840000,0.000000,0.000000,0.000000,87.260000,6.050000,19.350000,48.370000,24.180000,6.770000,20,29.090000,94,32.81,22.34,116.030000,4.040000,31.33,26.190189,64.67,25.2,64.67,20,100.780000,31.34,5.450000,33.33,0,14,62,0,15.35,85.75,26,28,17.15

70,17:15-17:30,48.370000,23.760000,0.000000,23.760000,31.290000,13.760000,14.510000,5.800000,262.650000,15.830000,273.530000,3.240000,19.350000,0.000000,46.440000,3.160000,0.000000,4.840000,0.000000,0.000000,0.000000,87.260000,6.050000,19.350000,48.370000,24.180000,6.770000,9,29.090000,93,31.2,23.34,116.030000,3.160000,31,20.137302,64.33,21,64.33,19,100.780000,31,5.450000,27.03,0,11,49,0,12,71.7,21,21,14.34

71,17:30-17:45,48.370000,23.760000,0.000000,23.760000,31.290000,13.760000,14.510000,5.800000,262.650000,15.830000,273.530000,2.350000,19.350000,0.000000,46.440000,2.290000,0.000000,4.840000,0.000000,0.000000,0.000000,87.260000,6.050000,19.350000,48.370000,24.180000,6.770000,3,29.090000,92,20.59,26,116.030000,2.290000,30.67,15.01038,64,15.45,64,18,100.780000,30.66,5.450000,20.75,0,8,35,0,9,57.65,15,17,11.53

72,17:45-18:00,48.370000,23.760000,0.000000,23.760000,31.290000,13.760000,14.510000,5.800000,262.650000,15.830000,273.530000,1.640000,19.350000,0.000000,46.440000,1.600000,0.000000,4.840000,0.000000,0.000000,0.000000,87.260000,6.050000,19.350000,48.370000,24.180000,6.770000,0,29.090000,91,12.4,26,116.030000,1.600000,30.33,10.185615,64,6,64,17,100.780000,30.34,5.450000,14.68,0,7,21,0,7,44.33,9,13,8.86

73,18:00-18:15,48.370000,25.500000,0.000000,25.500000,31.290000,13.950000,14.510000,5.800000,262.650000,15.830000,273.530000,1.030000,19.350000,48.370000,46.440000,1.000000,5.390000,4.840000,0.000000,0.000000,0.000000,87.260000,6.230000,19.350000,48.370000,24.180000,6.770000,0,29.090000,89.5,0,25.34,116.030000,1.000000,29.83,6.247827,64,0,64,16,100.780000,29.84,5.830000,9.27,0,5,11,0,4,33.76,4,10,6.75

74,18:15-18:30,48.370000,25.500000,0.000000,25.500000,31.290000,13.950000,14.510000,5.800000,262.650000,15.830000,273.530000,0.570000,19.350000,48.370000,46.440000,0.560000,5.390000,4.840000,0.000000,0.000000,0.000000,87.260000,6.230000,19.350000,48.370000,24.180000,6.770000,0,29.090000,87.5,0,25.34,116.030000,0.560000,29.17,3.284739,64,0,64,15,100.780000,29.16,5.830000,5.01,0,2,4,0,2,23.97,1,5,4.79

75,18:30-18:45,48.370000,30.960000,0.000000,30.960000,31.290000,13.950000,14.510000,5.800000,262.650000,15.830000,273.530000,0.180000,19.350000,48.370000,46.440000,0.180000,5.390000,4.840000,0.000000,0.000000,0.000000,87.260000,6.230000,19.350000,48.370000,24.180000,6.770000,0,29.090000,85.5,0,25.34,116.030000,0.180000,28.5,0.701784,64,0,64,21.01,100.780000,28.5,6.230000,2.17,0,0,1,0,1,15.13,0,1,3.02

76,18:45-19:00,48.370000,30.960000,0.000000,30.960000,31.290000,13.950000,14.510000,5.800000,262.650000,15.830000,273.530000,0.020000,19.350000,48.370000,46.440000,0.020000,5.390000,4.840000,0.000000,0.000000,0.000000,87.260000,6.230000,19.350000,48.370000,24.180000,6.770000,0,29.090000,84,0,25.34,116.030000,0.020000,28,0,64,0,64,20.6,100.780000,28,6.230000,0,0,0,0,0,0.5,6.97,0,0,1.39

77,19:00-19:15,48.370000,30.960000,0.000000,30.960000,31.290000,14.130000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.540000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,99,0,25.66,116.030000,0.000000,33,0,67.33,0,67.33,24.01,100.780000,33,6.620000,0,0,0,0,0,0,3.26,0,0,0.65

78,19:15-19:30,48.370000,30.960000,0.000000,30.960000,31.290000,14.130000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.540000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,97,0,25.66,116.030000,0.000000,32.33,0,66.67,0,66.67,23.41,100.780000,32.34,6.620000,0,0,0,0,0,0,1.13,0,0,0.23

79,19:30-19:45,48.370000,30.960000,0.000000,30.960000,31.290000,14.130000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.540000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,97,0,24.34,116.030000,0.000000,32.33,0,66,0,66,23.01,100.780000,32.34,6.620000,0,0,0,0,0,0,0.28,0,0,0.06

80,19:45-20:00,48.370000,30.960000,0.000000,30.960000,31.290000,14.130000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.540000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,94,0,24.66,116.030000,0.000000,31.33,0,65,0,65,22.01,100.780000,31.34,6.620000,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,48.370000,30.960000,0.000000,30.960000,30.780000,14.320000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.780000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,94,0,26.34,116.030000,0.000000,31.33,0,64,0,64,20.6,100.780000,31.34,6.230000,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,48.370000,30.960000,0.000000,30.960000,30.780000,14.320000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.780000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,92,0,26.34,116.030000,0.000000,30.67,0,64,0,64,19.4,100.780000,30.66,6.230000,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,48.370000,0.920000,0.000000,30.960000,30.280000,14.320000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.780000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,80,0,26.34,116.030000,0.000000,26.67,0,63,0,63,14,100.780000,26.66,6.230000,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,48.370000,0.920000,0.000000,30.960000,30.280000,14.320000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.780000,4.840000,0.000000,0.000000,0.000000,87.260000,6.510000,19.350000,48.370000,24.180000,6.770000,0,29.090000,79,0,26,116.030000,0.000000,26.33,0,62.33,0,62.33,13.6,100.780000,26.34,6.230000,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,48.370000,0.920000,58.040000,30.960000,29.780000,14.500000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.780000,4.840000,0.000000,0.000000,0.000000,87.260000,6.330000,19.350000,48.370000,24.180000,6.770000,0,29.090000,78,0,26,116.030000,0.000000,26,0,57,0,57,9.01,100.780000,26,5.990000,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,48.370000,0.920000,58.040000,30.960000,29.780000,14.500000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,5.780000,4.840000,0.000000,0.000000,0.000000,87.260000,6.330000,19.350000,48.370000,24.180000,6.770000,0,29.090000,78,0,25.34,116.030000,0.000000,26,0,57.33,0,57.33,8.61,100.780000,26,5.990000,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,48.370000,0.920000,58.040000,30.960000,29.270000,14.500000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.230000,4.840000,0.000000,0.000000,0.000000,87.260000,6.330000,19.350000,48.370000,24.180000,6.770000,0,29.090000,77,0,25,116.030000,0.000000,25.67,0,58.33,0,58.33,8.01,100.780000,25.66,5.990000,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,48.370000,0.920000,58.040000,30.960000,28.760000,14.500000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.230000,4.840000,0.000000,0.000000,0.000000,87.260000,6.330000,19.350000,48.370000,24.180000,6.770000,0,29.090000,76.5,0,24.66,116.030000,0.000000,25.5,0,58.67,0,58.67,8.01,100.780000,25.5,5.990000,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.230000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,75.5,0,24.34,116.030000,0.000000,25.17,0,58.67,0,58.67,9.01,100.780000,25.16,5.830000,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.230000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,75.5,0,24,116.030000,0.000000,25.17,0,58.67,0,58.67,9.21,100.780000,25.16,5.830000,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.230000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,88.5,0,25.34,116.030000,0.000000,29.5,0,62.67,0,62.67,11.41,100.780000,29.5,5.830000,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.230000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,87,0,25,116.030000,0.000000,29,0,62,0,62,11.61,100.780000,29,5.830000,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.080000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,86,0,24.34,116.030000,0.000000,28.67,0,61,0,61,14.8,100.780000,28.66,5.600000,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.080000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,85,0,24.34,116.030000,0.000000,28.33,0,60,0,60,15,100.780000,28.34,5.600000,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.080000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,84.5,0,24,116.030000,0.000000,28.17,0,59,0,59,15,100.780000,28.16,5.600000,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,48.370000,0.920000,58.040000,30.960000,29.270000,14.690000,14.510000,5.800000,262.650000,15.830000,273.530000,0.000000,19.350000,48.370000,46.440000,0.000000,6.080000,4.840000,0.000000,0.000000,0.000000,87.260000,6.140000,19.350000,48.370000,24.180000,6.770000,0,29.090000,83.5,0,23.66,116.030000,0.000000,27.83,0,57.33,0,57.33,15,100.780000,27.84,5.600000,0,0,0,0,0,0,0,0,0,0

