Block,Time,NR/28122023/28122023/DD20231228NR21967,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_36,NR/23122023/31122023/HP-17,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/28122023/28122023/IEX_231227_05960,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/28122023/28122023/HPX-TAMCTG-271223-05534,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/20122023/29022024/IEX_LDC_231218_00502,NR/28122023/28122023/IEX_231227_05959,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/23122023/31122023/HP-21,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00501,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,WR/01102023/16072048/L_NR_2022_08,SR/01122023/31122023/BYPL_KSEB_DEC23,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/23122023/31122023/SJVN231223NR1309,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/23122023/31122023/SJVN231223NR1310,NR/26072023/31072042/L_NR_2023_07
57,14:00-14:15,0.000000,24.690000,1.670000,14.380000,0.000000,14.040000,64.220000,144.460000,96.310000,0.000000,14.450000,0.000000,14.040000,1.010000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.220000,251.460000,117.880000,8.190000,32.5,85,230,75,32.5,5.84,0,43,32.5,40.01,80.76,17.5,120.426409,42,6.34,48.16,46,5.83,0,0,13,13,0,175

58,14:15-14:30,0.000000,24.690000,1.670000,13.670000,0.000000,13.330000,64.220000,144.460000,96.310000,0.000000,14.450000,0.000000,13.330000,1.010000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.220000,251.460000,117.880000,8.190000,32.5,83,226.28,70,32.5,5.84,0,41,32.5,40.01,76.92,17.5,113.691173,41,6.34,48.16,45.26,5.83,0,0,13,13,0,165

59,14:30-14:45,0.000000,24.690000,1.670000,12.780000,0.000000,12.470000,64.220000,144.460000,96.310000,0.000000,14.450000,0.000000,12.470000,1.010000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.220000,251.460000,117.880000,8.190000,32.5,80,212.93,72,32.5,5.84,0,40,32.5,41.01,72.08,17.5,106.079967,38.77,6.34,48.16,42.58,5.83,0,0,13,13,0,168

60,14:45-15:00,0.000000,24.690000,1.670000,11.820000,0.000000,11.530000,64.220000,144.460000,96.310000,0.000000,14.450000,0.000000,11.530000,1.010000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.220000,251.460000,117.880000,8.190000,32.5,76,200.43,67,32.5,5.84,0,38,32.5,41.01,66.82,17.5,97.446796,37.05,6.34,48.16,40.09,5.83,0,0,13,13,0,158

61,15:00-15:15,0.000000,24.690000,1.670000,10.740000,0.000000,10.490000,100.880000,144.460000,96.310000,23.110000,14.450000,0.000000,10.490000,0.770000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,32.5,70,186.76,63,32.5,5.84,0,35,32.5,39.21,61.95,17.5,88.930421,34.84,6.34,48.16,37.35,5.83,0,0,13,13,0,147

62,15:15-15:30,0.000000,24.690000,1.670000,9.590000,0.000000,9.350000,100.880000,144.460000,96.310000,23.110000,14.450000,0.000000,9.350000,0.770000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,32.5,63,171.08,57,32.5,5.84,0,32,32.5,38.81,56.63,17.5,78.243587,32.52,6.34,48.16,34.21,5.83,0,0,13,13,0,133

63,15:30-15:45,0.000000,30.820000,1.670000,8.360000,0.000000,8.160000,100.880000,144.460000,96.310000,23.110000,14.450000,0.000000,8.160000,0.770000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,32.5,57,155.08,51,32.5,5.84,0,28,32.5,38.41,50.54,17.5,67.089569,29.81,6.34,48.16,31.01,5.83,0,0,13,13,0,119

64,15:45-16:00,0.000000,30.820000,1.670000,7.130000,0.000000,6.950000,100.880000,144.460000,96.310000,23.110000,14.450000,0.000000,6.950000,0.770000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,32.5,50,137.24,45,32.5,5.94,0,25,32.5,37.81,43.44,17.84,55.429435,26.54,6.34,48.16,27.45,5.95,0,0,13,13,0,105

65,16:00-16:15,0.000000,30.820000,1.670000,5.860000,0.000000,5.720000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,5.720000,0.770000,11.560000,48.160000,130.310000,30.820000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,21.6,43,117.93,37,26,6.23,0,21,21.33,37.22,35.68,18.67,44.178087,22.5,6.34,48.16,23.59,6.22,0,0,12.06,12.06,0,88

66,16:15-16:30,0.000000,30.700000,1.670000,4.460000,0.000000,4.350000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,4.350000,0.770000,11.560000,48.160000,130.310000,30.700000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,11,35,97,30,12.7,6.35,0,18,5.94,36.22,27.48,19.06,31.330527,16,6.34,48.16,19.4,6.35,0,0,13.02,13.02,0,70

67,16:30-16:45,0.000000,30.340000,1.670000,3.070000,0.000000,3.000000,64.220000,144.460000,96.310000,24.080000,14.450000,0.000000,3.000000,0.770000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,5,28,75.65,22,4.3,6.66,0,14,2.22,35.22,18.72,20,20.332237,13,6.34,48.16,15.13,6.67,0,0,17.47,17.47,0,53

68,16:45-17:00,0.000000,30.340000,1.670000,1.840000,0.000000,1.800000,64.220000,144.460000,96.310000,24.080000,14.450000,0.000000,1.800000,0.770000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.300000,251.460000,117.880000,8.190000,1,20,54.5,16,0.7,6.66,0,10,1,34.72,9.94,20,12.409575,8,6.34,48.16,10.9,6.67,0,0,18.99,18.99,0,38

69,17:00-17:15,111.720000,30.340000,1.670000,0.960000,0.000000,0.940000,64.220000,144.460000,96.310000,25.040000,14.450000,0.000000,0.940000,0.770000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,251.460000,117.880000,8.190000,0,10,34.24,9,0,7.01,0,5,0,33.82,1.79,21.05,6.112324,4,6.34,48.16,6.85,7.02,0,0,21.01,21.01,0,21

70,17:15-17:30,104.980000,30.340000,1.670000,0.400000,0.000000,0.390000,64.220000,144.460000,96.310000,25.040000,14.450000,0.000000,0.390000,0.770000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,251.460000,117.880000,8.190000,0,5,19.38,4,0,7.83,0,2,0,32.92,0.34,23.44,2.248323,2,6.73,48.16,3.88,7.81,0,0,23.54,23.54,0,11

71,17:30-17:45,107.870000,30.340000,1.670000,0.110000,0.000000,0.110000,64.220000,144.460000,96.310000,26.000000,14.450000,0.000000,0.110000,0.770000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,251.460000,117.880000,8.190000,0,1,8.38,1,0,8.65,0,1,0,31.01,0,25.97,0.214126,1,7.34,48.16,1.68,8.66,0,0,26.11,26.11,0,2

72,17:45-18:00,104.980000,30.340000,1.670000,0.010000,0.000000,0.010000,64.220000,144.460000,96.310000,26.000000,14.450000,0.000000,0.010000,0.770000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,251.460000,117.880000,8.190000,0,0,1.98,0,0,9.66,0,0,0,30.61,0,28.99,0,0,7.69,48.16,0.4,9.66,0,0,28.74,28.74,0,0

73,18:00-18:15,106.900000,30.340000,1.670000,0.000000,0.000000,0.000000,64.220000,144.460000,96.310000,26.000000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,147.720000,117.880000,8.190000,0,0,0,0,0,12,0,0,0,30.41,0,35.98,0,0,8.98,48.16,0,11.99,0,0,36.96,36.96,0,0

74,18:15-18:30,102.090000,30.340000,1.670000,0.000000,0.000000,0.000000,64.220000,144.460000,96.310000,25.040000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,147.720000,117.880000,8.190000,0,0,0,0,0,13.19,0,0,0,30.21,0,39.59,0,0,10.9,48.16,0,13.2,0,0,45.99,45.99,0,0

75,18:30-18:45,107.870000,30.340000,1.670000,0.000000,0.000000,0.000000,64.220000,144.460000,96.310000,25.040000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,147.720000,117.880000,8.190000,0,0,0,0,0,7.5,0,0,0,29.67,0,22.5,0,0,12.99,48.16,0,7.5,0,0,25.22,25.22,0,0

76,18:45-19:00,108.830000,30.340000,1.670000,0.000000,0.000000,0.000000,64.220000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.380000,147.720000,117.880000,8.190000,0,0,0,0,0,7.5,0,0,0,29.01,0,22.5,0,0,14.38,48.16,0,7.5,0,0,26.5,26.5,0,0

77,19:00-19:15,0.000000,30.340000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,7.5,0,0,0,28.45,0,22.5,0,0,8.75,48.16,0,7.5,0,0,28.55,28.55,0,0

78,19:15-19:30,0.000000,30.340000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,7.85,0,0,0,27.61,0,23.58,0,0,8.77,48.16,0,7.86,0,0,29.22,29.22,0,0

79,19:30-19:45,0.000000,30.340000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,9.65,0,0,0,31.63,0,28.93,0,0,8.88,48.16,0,9.64,0,0,19.88,19.88,0,0

80,19:45-20:00,0.000000,30.340000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,30.340000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,11.79,0,0,0,30.9,0,35.42,0,0,9.14,48.16,0,11.81,0,0,20.77,20.77,0,0

81,20:00-20:15,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,0.000000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,13.7,0,0,0,32.2,0,41.15,0,0,9.88,48.16,0,13.72,0,0,23.28,23.28,0,0

82,20:15-20:30,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,0.000000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,16.54,0,0,0,31.78,0,49.64,0,0,10.6,48.16,0,16.55,0,0,25.54,25.54,0,0

83,20:30-20:45,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,11.360000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,18.13,0,0,0,29.01,0,54.4,0,0,11.23,48.16,0,18.13,0,0,49.88,49.88,0,0

84,20:45-21:00,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,11.360000,5.780000,0.000000,86.870000,270.870000,1.300000,147.720000,117.880000,8.190000,0,0,0,0,0,19.66,0,0,0,28.41,0,58.96,0,0,11.55,48.16,0,19.65,0,0,51.88,51.88,0,0

85,21:00-21:15,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,24.690000,5.780000,0.000000,86.870000,270.870000,1.220000,147.720000,117.880000,8.190000,0,0,0,0,0,19.28,0,0,0,27.29,0,57.79,0,0,12.47,48.16,0,19.26,0,0,55.22,55.22,0,0

86,21:15-21:30,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,24.690000,5.780000,0.000000,67.930000,270.870000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,18.91,0,0,0,26.51,0,56.73,0,0,13.54,48.16,0,18.91,0,0,56.63,56.63,0,0

87,21:30-21:45,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,15.220000,5.780000,0.000000,86.870000,270.870000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,18.78,0,0,0,28.97,0,56.33,0,0,15.12,48.16,0,18.78,0,0,45.2,45.2,0,0

88,21:45-22:00,0.000000,30.820000,1.620000,0.000000,0.000000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,15.220000,5.780000,0.000000,62.150000,270.870000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,17.78,0,0,0,28.44,0,53.33,0,0,15.4,48.16,0,17.78,0,0,43.77,43.77,0,0

89,22:00-22:15,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,100.880000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,62.150000,270.870000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,16.52,0,0,0,27.79,0,49.57,0,0,10.25,48.16,0,16.52,0,0,42.31,42.31,0,0

90,22:15-22:30,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,270.870000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,15.43,0,0,0,27.1,0,46.27,0,0,10.36,48.16,0,15.42,0,0,40.48,40.48,0,0

91,22:30-22:45,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,270.870000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,16.07,0,0,0,29.01,0,48.24,0,0,10.66,48.16,0,16.08,0,0,48.62,48.62,0,0

92,22:45-23:00,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,24.080000,14.450000,0.000000,0.000000,1.010000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,231.140000,1.220000,147.720000,67.420000,8.190000,0,0,0,0,0,15.63,0,0,0,28.01,0,46.9,0,0,10.95,48.16,0,15.64,0,0,47.89,47.89,0,0

93,23:00-23:15,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,23.110000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,211.880000,1.150000,147.720000,67.420000,8.190000,0,0,0,0,0,15.37,0,0,0,27.02,0,46.11,0,0,10.8,48.16,0,15.37,0,0,47.81,47.81,0,0

94,23:15-23:30,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,23.110000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,192.620000,1.150000,147.720000,67.420000,8.190000,0,0,0,0,0,15.12,0,0,0,25.02,0,45.38,0,0,10.81,48.16,0,15.13,0,0,45.33,45.33,0,0

95,23:30-23:45,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,23.110000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,173.360000,1.150000,147.720000,67.420000,8.190000,0,0,0,0,0,14.81,0,0,0,27.02,0,44.44,0,0,10.75,48.16,0,14.81,0,0,44.5,44.5,0,0

96,23:45-24:00,0.000000,22.560000,1.620000,0.000000,114.950000,0.000000,86.680000,144.460000,96.310000,23.110000,14.450000,0.000000,0.000000,0.930000,11.560000,48.160000,130.310000,22.560000,5.780000,0.000000,50.680000,148.970000,1.150000,147.720000,71.650000,8.190000,0,0,0,0,0,14.51,0,0,0,26.02,0,43.56,0,0,10.51,48.16,0,14.52,0,0,42.81,42.81,0,0

