Block,Time,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/19072037/LT-05,NR/01052024/31052024/M20240501NR23406,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23727,WR/01102023/01102023/L_NR_2020_06,NR/01052024/31052024/DC20240501NR23735,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/MC120240501NR23436,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_17,NR/01052024/31052024/2-R1,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01042024/31072024/LT_MEJA_DELHI
51,12:30-12:45,30.23,189,0.000000,115.650000,0.000000,62,0,46.5,5.400000,0.000000,0.000000,16.040000,100.780000,230,16.450000,23.810000,12.470000,0.000000,23.34,0.000000,81,0.000000,0.000000,16.040000,27.750000,23.33,46,92.31,0.000000,0.000000,0.000000,0.000000,30.24,8.41,0.000000,62,0,94,202.050000,51.920000,21.66,30.23,119.751642,273.530000,70,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

52,12:45-13:00,30.23,189,0.000000,115.650000,0.000000,61.33,0,46.5,5.400000,0.000000,0.000000,16.040000,100.780000,230,16.450000,23.810000,12.470000,0.000000,23.5,0.000000,81,0.000000,0.000000,16.040000,27.750000,23.5,46,92.25,0.000000,0.000000,0.000000,0.000000,30.24,9.61,0.000000,61.33,0,94,202.050000,51.920000,21.66,30.23,117.977688,273.530000,70.5,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

53,13:00-13:15,30.23,189,0.000000,85.320000,0.000000,61.67,0,45.5,5.400000,0.000000,0.000000,16.040000,100.780000,230,16.450000,23.810000,12.370000,0.000000,24,0.000000,81,0.000000,0.000000,16.040000,27.750000,24,46,92.15,0.000000,0.000000,0.000000,0.000000,30.24,11.41,0.000000,61.67,0,94,202.050000,51.920000,21.66,30.23,114.995106,273.530000,72,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

54,13:15-13:30,30.07,189,0.000000,85.320000,0.000000,62.67,0,45.5,5.400000,0.000000,0.000000,16.040000,100.780000,230,16.450000,23.810000,12.370000,0.000000,24.66,0.000000,81,0.000000,0.000000,16.040000,27.750000,24.67,46,92.15,0.000000,0.000000,0.000000,0.000000,30.06,14,0.000000,62.67,0,94,202.050000,51.920000,21.66,30.07,110.764908,273.530000,74,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

55,13:30-13:45,30.07,189,0.000000,115.650000,0.000000,61.67,0,45.5,5.400000,0.000000,0.000000,16.040000,100.780000,230,16.450000,23.810000,12.370000,0.000000,23.34,0.000000,81,0.000000,0.000000,16.040000,27.750000,23.33,46,92.05,0.000000,0.000000,0.000000,0.000000,30.06,18.8,0.000000,61.67,0,94,202.050000,51.920000,21.66,30.07,111.788343,273.530000,70,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

56,13:45-14:00,30.23,189,0.000000,115.650000,0.000000,61.67,0,45,5.400000,0.000000,0.000000,15.610000,100.780000,230,16.000000,23.810000,12.370000,0.000000,23.34,0.000000,81,0.000000,0.000000,15.610000,28.760000,23.33,46,92.1,0.000000,0.000000,0.000000,0.000000,30.24,21.01,0.000000,61.67,0,94,202.050000,51.920000,21.66,30.23,111.759102,273.530000,70,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

57,14:00-14:15,30.23,189,0.000000,115.650000,0.000000,56.67,0,43.78,5.490000,0.000000,0.000000,15.360000,71.760000,220.8,15.740000,23.810000,12.470000,0.000000,23.34,0.000000,81,0.000000,0.000000,15.360000,28.760000,23.33,44.16,91.95,0.000000,0.000000,0.000000,0.000000,30.24,23.61,0.000000,56.67,0,93,202.050000,51.920000,21.66,30.23,110.774655,273.530000,70,23.010000,0.000000,5.210000,47,0.000000,48.370000,23.010000,12.290000

58,14:15-14:30,30.23,189,0.000000,115.650000,0.000000,56.67,0,42.19,5.490000,0.000000,0.000000,12.900000,64.820000,220.8,13.230000,23.810000,12.470000,0.000000,23.34,0.000000,81,0.000000,0.000000,12.900000,28.760000,23.33,44.16,91.59,0.000000,0.000000,0.000000,0.000000,30.24,25.61,0.000000,56.67,0,93,202.050000,51.920000,21.66,30.23,108.805761,273.530000,70,23.010000,0.000000,5.210000,46,0.000000,48.370000,23.010000,12.290000

59,14:30-14:45,30.23,182,0.000000,115.650000,0.000000,48.33,0,41.52,5.490000,0.000000,0.000000,12.520000,64.820000,220.8,12.840000,23.810000,12.470000,0.000000,20.84,0.000000,78,0.000000,0.000000,12.520000,29.770000,20.83,44.16,90.9,0.000000,0.000000,0.000000,0.000000,30.24,28.81,0.000000,48.33,0,87,250.420000,51.920000,21.66,30.23,100.091943,273.530000,62.5,23.010000,0.000000,5.210000,43,0.000000,48.370000,23.010000,16.100000

60,14:45-15:00,30.23,172,0.000000,115.650000,0.000000,49,0,40.4,5.490000,0.000000,0.000000,12.190000,60.950000,220.8,12.490000,23.810000,12.470000,0.000000,20.84,0.000000,73,0.000000,0.000000,12.190000,29.770000,20.83,44.16,89.01,0.000000,0.000000,0.000000,0.000000,30.24,31.22,0.000000,49,0,82,262.650000,51.920000,21.66,30.23,91.13445,273.530000,62.5,23.010000,0.000000,5.210000,41,0.000000,48.370000,23.010000,16.100000

61,15:00-15:15,30.23,161,0.000000,115.650000,0.000000,50.33,0,38.45,5.680000,0.000000,0.000000,11.810000,64.820000,210.87,12.110000,23.810000,12.650000,0.000000,20.84,0.000000,69,0.000000,0.000000,11.810000,29.770000,20.83,42.17,85.21,0.000000,0.000000,0.000000,0.000000,30.24,32.02,0.000000,50.33,0,77,262.650000,75.740000,21.66,30.23,82.878741,273.530000,62.5,23.010000,0.000000,5.450000,39,0.000000,48.370000,23.010000,16.100000

62,15:15-15:30,30.33,151,0.000000,115.650000,0.000000,51,0,36.4,5.680000,0.000000,0.000000,11.130000,64.820000,197.81,11.400000,23.810000,12.650000,0.000000,20.84,0.000000,64,0.000000,0.000000,11.130000,30.280000,20.83,39.56,80.21,0.000000,0.000000,0.000000,0.000000,30.34,32.02,0.000000,51,0,72,262.650000,75.740000,21.66,30.33,73.00503,273.530000,62.5,23.010000,0.000000,5.450000,36,0.000000,48.370000,23.010000,16.100000

63,15:30-15:45,30.33,137,0.000000,115.650000,0.000000,51.67,0,34.36,5.680000,0.000000,0.000000,10.220000,93.840000,184.9,10.480000,23.810000,12.650000,0.000000,21.16,0.000000,58,0.000000,0.000000,10.220000,30.280000,21.17,36.98,74.82,0.000000,0.000000,0.000000,0.000000,30.34,32.02,0.000000,51.67,0,67,262.650000,87.260000,21.66,30.33,67.478481,273.530000,63.5,23.010000,0.000000,5.450000,34,0.000000,48.370000,23.010000,16.100000

64,15:45-16:00,30.33,126,0.000000,115.650000,0.000000,53,0,30.93,5.680000,0.000000,0.000000,9.440000,100.780000,171.96,9.680000,23.810000,12.650000,0.000000,21.5,0.000000,54,0.000000,0.000000,9.440000,30.780000,21.5,34.39,69.15,0.000000,0.000000,0.000000,0.000000,30.34,32.02,0.000000,53,0,62,262.650000,87.260000,21.66,30.33,61.825221,273.530000,64.5,23.010000,0.000000,5.450000,31,0.000000,48.370000,23.010000,16.100000

65,16:00-16:15,30.5,112,0.000000,115.650000,24.180000,53,0,28.75,5.770000,0.000000,0.000000,8.360000,100.780000,156.32,8.570000,23.810000,12.930000,0.000000,21.66,0.000000,48,0.000000,14.510000,8.360000,30.780000,21.67,31.26,56.91,0.000000,0.000000,19.350000,0.000000,30.5,32.02,19.350000,53,0,55,262.650000,87.260000,21.66,30.5,55.684611,273.530000,65,23.010000,0.000000,5.450000,28,0.000000,48.370000,23.010000,16.100000

66,16:15-16:30,30.83,99,0.000000,115.650000,24.180000,54,0,26.21,5.770000,0.000000,0.000000,7.630000,100.780000,141.38,7.820000,23.810000,12.930000,0.000000,22.16,0.000000,43,0.000000,14.510000,7.630000,30.780000,22.17,28.28,51.31,0.000000,0.000000,19.350000,0.000000,30.84,32.02,19.350000,54,0,49,262.650000,87.260000,21.66,30.83,49.076145,273.530000,66.5,23.010000,0.000000,5.450000,24,0.000000,48.370000,23.010000,16.100000

67,16:30-16:45,30.83,90,0.000000,115.650000,24.180000,54.67,0,22.43,5.770000,0.000000,0.000000,6.590000,100.780000,125.03,6.750000,23.810000,12.930000,0.000000,22.16,0.000000,38,0.000000,14.510000,6.590000,30.780000,22.17,25.01,45.44,0.000000,0.000000,19.350000,0.000000,30.84,32.02,19.350000,54.67,0,41,262.650000,87.260000,21.66,30.83,43.481367,273.530000,66.5,23.010000,0.000000,5.450000,21,0.000000,48.370000,23.010000,16.100000

68,16:45-17:00,30.83,76,0.000000,115.650000,24.180000,55,0,19.68,5.770000,0.000000,0.000000,5.550000,100.780000,108.68,5.690000,23.820000,12.930000,0.000000,22,0.000000,32,0.000000,14.510000,5.550000,31.290000,22,21.73,38.89,0.000000,0.000000,19.350000,0.000000,30.84,32.02,19.350000,55,0,35,262.650000,87.260000,21.66,30.83,37.486962,273.530000,66,23.010000,0.000000,5.450000,18,0.000000,48.370000,23.010000,16.100000

69,17:00-17:15,25.2,63,0.000000,115.650000,24.180000,60,0,16.35,5.950000,4.840000,48.370000,4.040000,100.780000,93.18,4.140000,23.820000,13.210000,5.800000,28.34,0.000000,27,6.770000,14.510000,4.040000,31.290000,28.33,18.63,32.26,46.440000,0.000000,19.350000,0.000000,32.81,23.01,19.350000,60,0,29,262.650000,87.260000,26.66,20,31.395087,273.530000,85,22.220000,0.000000,5.450000,14,0.000000,48.370000,22.220000,16.100000

70,17:15-17:30,21,49,0.000000,115.650000,24.180000,59.33,0,12.25,5.950000,4.840000,48.370000,3.160000,100.780000,77.91,3.240000,23.830000,13.210000,5.800000,28,0.000000,21,6.770000,14.510000,3.160000,31.290000,28,15.58,26.16,46.440000,0.000000,19.350000,0.000000,33,22.01,19.350000,59.33,0,22,262.650000,87.260000,26.66,9,25.157007,273.530000,84,22.220000,0.000000,5.450000,11,0.000000,48.370000,22.220000,16.100000

71,17:30-17:45,15.45,35,0.000000,115.650000,24.180000,65.33,0,9,5.950000,4.840000,48.370000,2.290000,100.780000,62.64,2.350000,23.830000,13.210000,5.800000,27.5,0.000000,15,6.770000,14.510000,2.290000,31.290000,27.5,12.53,20.08,46.440000,0.000000,19.350000,0.000000,23.23,21.01,19.350000,65.33,0,15,262.650000,87.260000,29.34,3,18.295119,273.530000,82.5,22.220000,0.000000,5.450000,8,0.000000,48.370000,22.220000,16.100000

72,17:45-18:00,6,21,0.000000,115.650000,24.180000,65,0,7,5.950000,4.840000,48.370000,1.590000,100.780000,48.16,1.640000,23.840000,13.210000,5.800000,27.34,0.000000,9,6.770000,14.510000,1.590000,31.290000,27.33,9.63,14.2,46.440000,0.000000,19.350000,0.000000,14.08,20,19.350000,65,0,12,262.650000,87.260000,29,0,11.979063,273.530000,82,22.220000,0.000000,5.450000,6,0.000000,48.370000,22.220000,16.100000

73,18:00-18:15,0,11,0.000000,115.650000,24.180000,64,0,4,6.230000,4.840000,48.370000,1.000000,100.780000,36.68,1.030000,25.840000,13.570000,5.800000,26.66,0.000000,4,6.770000,14.510000,1.000000,31.290000,26.67,7.34,8.97,46.440000,0.000000,19.350000,0.000000,0,24.01,19.350000,64,0,10,262.650000,87.260000,29,0,6.666948,273.530000,80,30.960000,6.310000,5.450000,5,48.370000,48.370000,13.500000,16.100000

74,18:15-18:30,0,4,0.000000,115.650000,24.180000,64,0,2,6.230000,4.840000,48.370000,0.560000,100.780000,26.04,0.570000,25.840000,13.570000,5.800000,26.5,0.000000,1,6.770000,14.510000,0.560000,31.290000,26.5,5.21,4.85,46.440000,0.000000,19.350000,0.000000,0,21.41,19.350000,64,0,5,262.650000,87.260000,28.66,0,3.060558,273.530000,79.5,30.960000,6.310000,5.450000,2,48.370000,48.370000,13.500000,16.100000

75,18:30-18:45,0,1,0.000000,115.650000,24.180000,67,0,1,6.230000,4.840000,48.370000,0.180000,100.780000,16.44,0.180000,25.810000,13.570000,5.800000,30.16,0.000000,0,6.770000,14.510000,0.180000,31.290000,30.17,3.29,2.1,46.440000,0.000000,19.350000,0.000000,0,17.6,19.350000,67,0,1,262.650000,87.260000,31,0,0.799254,273.530000,90.5,30.960000,6.310000,7.000000,0,48.370000,48.370000,3.820000,16.100000

76,18:45-19:00,0,0,0.000000,115.650000,24.180000,67,0,0.5,6.230000,4.840000,48.370000,0.020000,100.780000,7.57,0.020000,25.810000,13.570000,5.800000,29.66,0.000000,0,6.770000,14.510000,0.020000,31.290000,29.67,1.51,0,46.440000,0.000000,19.350000,0.000000,0,14,19.350000,67,0,0,262.650000,87.260000,30.34,0,0,273.530000,89,30.960000,6.310000,7.000000,0,48.370000,48.370000,3.820000,16.100000

77,19:00-19:15,0,0,0.000000,115.650000,24.180000,66.67,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,3.53,0.000000,25.810000,13.760000,5.800000,29.16,0.000000,0,6.770000,14.510000,0.000000,31.290000,29.17,0.71,0,46.440000,0.000000,19.350000,0.000000,0,10.41,19.350000,66.67,0,0,262.650000,87.260000,23.66,0,0,273.530000,87.5,30.960000,6.000000,6.620000,0,48.370000,48.370000,30.960000,16.100000

78,19:15-19:30,0,0,0.000000,115.650000,24.180000,66.33,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,1.23,0.000000,25.810000,13.760000,5.800000,28.66,0.000000,0,6.770000,14.510000,0.000000,31.290000,28.67,0.25,0,46.440000,0.000000,19.350000,0.000000,0,8.61,19.350000,66.33,0,0,262.650000,87.260000,23.34,0,0,273.530000,86,30.960000,6.000000,6.620000,0,48.370000,48.370000,30.960000,16.100000

79,19:30-19:45,0,0,0.000000,115.650000,24.180000,65.67,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0.31,0.000000,25.810000,13.760000,5.800000,24.66,0.000000,0,6.770000,14.510000,0.000000,31.290000,24.67,0.06,0,46.440000,0.000000,19.350000,0.000000,0,7.81,19.350000,65.67,0,0,262.650000,87.260000,23.34,0,0,273.530000,74,30.960000,6.000000,6.620000,0,48.370000,48.370000,30.960000,16.100000

80,19:45-20:00,0,0,0.000000,115.650000,24.180000,65.33,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,13.760000,5.800000,24.16,0.000000,0,6.770000,14.510000,0.000000,31.290000,24.17,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,65.33,0,0,262.650000,87.260000,23.34,0,0,273.530000,72.5,30.960000,6.000000,6.620000,0,48.370000,48.370000,30.960000,16.100000

81,20:00-20:15,0,0,0.000000,115.650000,24.180000,64.33,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,13.950000,5.800000,26.34,0.000000,0,6.770000,14.510000,0.000000,31.290000,26.33,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,64.33,0,0,262.650000,87.260000,25,0,0,273.530000,79,3.820000,4.920000,7.000000,0,48.370000,48.370000,30.960000,16.100000

82,20:15-20:30,0,0,0.000000,115.650000,24.180000,63.67,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,13.950000,5.800000,25.5,0.000000,0,6.770000,14.510000,0.000000,31.290000,25.5,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,63.67,0,0,262.650000,87.260000,24.66,0,0,273.530000,76.5,3.820000,4.920000,7.000000,0,48.370000,48.370000,30.960000,16.100000

83,20:30-20:45,0,0,0.000000,115.650000,24.180000,66.67,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,13.950000,5.800000,24.5,0.000000,0,6.770000,14.510000,0.000000,30.780000,24.5,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,66.67,0,0,262.650000,87.260000,24.34,0,0,273.530000,73.5,3.820000,4.920000,7.000000,0,48.370000,48.370000,30.960000,16.100000

84,20:45-21:00,0,0,0.000000,115.650000,24.180000,66,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,13.950000,5.800000,23.66,0.000000,0,6.770000,14.510000,0.000000,30.280000,23.67,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,66,0,0,262.650000,87.260000,24,0,0,273.530000,71,3.820000,4.920000,7.000000,0,48.370000,48.370000,30.960000,16.100000

85,21:00-21:15,0,0,0.000000,115.650000,24.180000,65,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.130000,5.800000,23.16,0.000000,0,6.770000,14.510000,0.000000,29.260000,23.17,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,65,0,0,262.650000,87.260000,23.34,0,0,273.530000,69.5,30.960000,5.000000,6.620000,0,48.370000,48.370000,30.960000,16.100000

86,21:15-21:30,0,0,0.000000,115.650000,24.180000,64.33,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.130000,5.800000,22.66,0.000000,0,6.770000,14.510000,0.000000,29.260000,22.67,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,64.33,0,0,262.650000,87.260000,22.66,0,0,273.530000,68,30.960000,5.000000,6.620000,0,48.370000,48.370000,30.960000,16.100000

87,21:30-21:45,0,0,0.000000,115.650000,24.180000,64,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.130000,5.800000,25,0.000000,0,6.770000,14.510000,0.000000,29.770000,25,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,64,0,0,262.650000,87.260000,22,0,0,273.530000,75,30.960000,5.000000,5.450000,0,48.370000,48.370000,30.960000,16.100000

88,21:45-22:00,0,0,0.000000,115.650000,24.180000,63.33,0,0,6.510000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.130000,5.800000,25,0.000000,0,6.770000,14.510000,0.000000,29.770000,25,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,63.33,0,0,262.650000,87.260000,21.34,0,0,273.530000,75,30.960000,5.000000,5.450000,0,48.370000,48.370000,30.960000,16.100000

89,22:00-22:15,0,0,0.000000,115.650000,24.180000,59,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.220000,5.800000,25,0.000000,0,6.770000,14.510000,0.000000,29.770000,25,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,59,0,0,262.650000,87.260000,20.66,0,0,273.530000,75,30.960000,5.390000,5.450000,0,48.370000,48.370000,30.960000,16.100000

90,22:15-22:30,0,0,0.000000,115.650000,24.180000,58.67,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.220000,5.800000,25,0.000000,0,6.770000,14.510000,0.000000,29.770000,25,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,58.67,0,0,262.650000,87.260000,20.66,0,0,273.530000,75,30.960000,5.390000,5.450000,0,48.370000,48.370000,30.960000,16.100000

91,22:30-22:45,0,0,0.000000,115.650000,24.180000,58,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.220000,5.800000,23.34,0.000000,0,6.770000,14.510000,0.000000,29.770000,23.33,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,58,0,0,262.650000,87.260000,20.66,0,0,273.530000,70,30.960000,5.390000,5.290000,0,48.370000,48.370000,30.960000,16.100000

92,22:45-23:00,0,0,0.000000,115.650000,24.180000,58,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.220000,5.800000,23.66,0.000000,0,6.770000,14.510000,0.000000,28.760000,23.67,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,58,0,0,262.650000,87.260000,20.66,0,0,273.530000,71,30.960000,5.390000,5.290000,0,48.370000,48.370000,30.960000,16.100000

93,23:00-23:15,0,0,0.000000,115.650000,24.180000,57,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.320000,5.800000,24.66,0.000000,0,6.770000,14.510000,0.000000,28.760000,24.67,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,57,0,0,262.650000,87.260000,21.34,0,0,273.530000,74,30.960000,5.390000,5.060000,0,48.370000,48.370000,30.960000,16.100000

94,23:15-23:30,0,0,0.000000,115.650000,24.180000,57.33,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.320000,5.800000,25.34,0.000000,0,6.770000,14.510000,0.000000,28.760000,25.33,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,57.33,0,0,262.650000,87.260000,22,0,0,273.530000,76,30.960000,5.390000,5.060000,0,48.370000,48.370000,30.960000,16.100000

95,23:30-23:45,0,0,0.000000,115.650000,24.180000,58,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.320000,5.800000,25.84,0.000000,0,6.770000,14.510000,0.000000,28.760000,25.83,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,58,0,0,262.650000,87.260000,22.66,0,0,273.530000,77.5,30.960000,5.390000,5.060000,0,48.370000,48.370000,30.960000,16.100000

96,23:45-24:00,0,0,0.000000,115.650000,24.180000,59.33,0,0,6.330000,4.840000,48.370000,0.000000,100.780000,0,0.000000,25.810000,14.320000,5.800000,26.34,0.000000,0,6.770000,14.510000,0.000000,28.760000,26.33,0,0,46.440000,0.000000,19.350000,0.000000,0,7.01,19.350000,59.33,0,0,262.650000,87.260000,22.66,0,0,273.530000,79,30.960000,5.390000,5.060000,0,48.370000,48.370000,30.960000,16.100000

