Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/16052024/16052024/IEX_240515_00567,NR/01102023/06022042/L_NR_2012_07,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23728,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/2-R1,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240324-06625_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/DC20240501NR23727,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/M20240501NR23406,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/16052024/16052024/IEX_240515_00566,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/DC20240501NR23735,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240416_00120_1
51,12:30-12:45,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,120.89822,17.5,92.31,46.5,7.01,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,7.300000,26.240000,30.930000,8.400000,15.370000,14.950000,0.000000,14.990000,0.000000,273.330000,0.000000,0.000000,14.990000,0.000000,8.850000,201.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

52,12:45-13:00,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,119.807116,17.5,92.25,46.5,7.21,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,7.300000,27.250000,30.930000,8.400000,15.370000,14.950000,0.000000,14.990000,0.000000,273.330000,0.000000,0.000000,14.990000,0.000000,8.850000,201.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

53,13:00-13:15,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,117.995104,17.5,92.15,46,7.21,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,6.970000,27.250000,30.930000,8.560000,15.370000,14.760000,0.000000,14.990000,0.000000,273.330000,0.000000,0.000000,14.990000,0.000000,9.080000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

54,13:15-13:30,30.07,5,14,5.83,231.42,82,94,30.07,30.06,5.84,115.286828,17.5,92.15,46,7.21,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,6.970000,27.250000,30.930000,8.560000,15.370000,14.760000,0.000000,14.990000,0.000000,273.330000,0.000000,0.000000,14.990000,0.000000,9.080000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

55,13:30-13:45,30.07,5,14,5.83,231.42,82,94,30.07,30.06,5.84,113.64043,17.5,92.05,46,7.21,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,6.970000,27.250000,30.930000,8.560000,15.330000,14.760000,0.000000,14.960000,0.000000,273.330000,0.000000,0.000000,14.960000,0.000000,8.610000,201.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

56,13:45-14:00,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,108.545364,17.5,92.1,45.5,7.21,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,47.370000,0.000000,6.970000,27.250000,30.930000,8.560000,15.050000,14.760000,0.000000,14.680000,0.000000,273.330000,0.000000,0.000000,14.680000,0.000000,8.610000,201.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

57,14:00-14:15,30.23,5,14,5.83,231.42,78,87,30.23,30.24,5.84,102.895004,17.5,91.95,43.28,7.21,43,182,46.28,14,25.000000,0.000000,0.000000,76.650000,16.120000,0.000000,29.070000,53.170000,0.000000,57.970000,0.000000,0.000000,27.250000,30.930000,8.710000,14.730000,14.950000,0.000000,14.370000,0.000000,273.330000,0.000000,0.000000,14.370000,0.000000,8.850000,250.240000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

58,14:15-14:30,30.23,5,15.67,5.83,231.42,77,87,30.23,30.24,5.84,96.728318,17.5,91.59,41.69,7.21,43,181,46.28,15.67,25.000000,0.000000,0.000000,76.650000,16.120000,0.000000,29.070000,82.170000,0.000000,57.970000,0.000000,0.000000,28.260000,30.930000,8.710000,14.410000,14.950000,0.000000,14.060000,0.000000,273.330000,0.000000,0.000000,14.060000,0.000000,8.850000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

59,14:30-14:45,30.23,5,17,5.83,225,73,82,30.23,30.24,5.84,94.0103,17.5,84.54,40.02,7.21,41,172,45,17,25.000000,0.000000,0.000000,87.200000,16.120000,0.000000,29.070000,100.710000,0.000000,57.970000,0.000000,0.000000,29.770000,30.930000,8.710000,13.750000,14.950000,0.000000,13.420000,0.000000,273.330000,0.000000,0.000000,13.420000,0.000000,8.850000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

60,14:45-15:00,30.23,5,18,5.83,220.93,70,78,30.23,30.24,5.84,90.775956,17.5,82.78,38.9,7.21,39,165,44.18,18,25.000000,0.000000,0.000000,87.200000,16.120000,0.000000,29.070000,100.710000,0.000000,57.970000,0.000000,0.000000,29.770000,30.930000,8.710000,13.060000,14.950000,0.000000,12.740000,0.000000,273.330000,0.000000,0.000000,12.740000,0.000000,8.850000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

61,15:00-15:15,30.23,5,21.33,5.83,208.03,63,70,30.23,30.24,5.84,86.99606,17.5,79.25,34.95,6.81,35,147,41.61,21.33,30.930000,0.000000,0.000000,87.200000,16.120000,0.000000,29.070000,100.710000,0.000000,57.970000,0.000000,7.430000,30.280000,30.930000,8.940000,12.560000,15.140000,0.000000,12.250000,0.000000,273.330000,0.000000,0.000000,12.250000,0.000000,9.080000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

62,15:15-15:30,30.33,5,24,5.83,198.14,60,67,30.33,30.34,5.84,82.349126,17.5,74.6,32.9,6.81,33,140,39.63,24,30.930000,0.000000,0.000000,87.200000,16.120000,0.000000,29.070000,100.710000,0.000000,57.970000,0.000000,7.430000,30.280000,30.930000,8.940000,11.910000,15.140000,0.000000,11.610000,0.000000,273.330000,0.000000,0.000000,11.610000,0.000000,9.080000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

63,15:30-15:45,30.33,5,26.67,5.83,180.63,49,57,30.33,30.34,5.84,74.584752,17.5,69.59,32.36,6.81,28,116,36.12,26.67,30.930000,0.000000,0.000000,87.200000,16.120000,0.000000,29.070000,100.710000,0.000000,57.970000,0.000000,7.430000,30.280000,30.930000,8.940000,11.120000,15.140000,0.000000,10.840000,0.000000,273.330000,0.000000,0.000000,10.840000,0.000000,9.080000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

64,15:45-16:00,30.33,5,28,5.83,171.44,45,51,30.33,30.34,5.84,66.742442,17.5,64.31,28.93,6.81,26,105,34.29,28,30.930000,0.000000,0.000000,87.200000,16.120000,0.000000,29.070000,100.710000,0.000000,57.970000,0.000000,7.430000,30.280000,30.930000,8.940000,10.100000,15.140000,0.000000,9.860000,0.000000,273.330000,0.000000,0.000000,9.860000,0.000000,9.080000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

65,16:00-16:15,30.5,5,29.67,5.83,136.26,40,43,30.5,30.5,5.84,58.481226,17.5,52.92,26.75,6.81,22,95,27.25,29.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,0.000000,7.900000,29.770000,30.930000,9.330000,9.100000,15.320000,0.000000,8.880000,19.330000,273.330000,0.000000,0.000000,8.880000,39.630000,9.380000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

66,16:15-16:30,30.83,5,32.67,5.83,122.99,36,39,30.83,30.84,5.84,49.956976,17.5,47.72,23.21,6.81,19,84,24.6,32.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,0.000000,7.900000,29.770000,30.930000,9.330000,8.290000,15.320000,0.000000,8.090000,19.330000,273.330000,0.000000,0.000000,8.090000,39.630000,9.380000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

67,16:30-16:45,30.83,9.66,34.33,9.17,114.36,24,27,30.83,30.84,9.16,44.384552,27.5,31.69,18.43,6.81,13,56,22.87,34.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,0.000000,7.900000,29.770000,30.930000,9.330000,7.270000,15.320000,0.000000,7.090000,19.330000,273.330000,0.000000,0.000000,7.090000,39.630000,9.380000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

68,16:45-17:00,30,10.34,33.33,9.83,96.24,22,24,31.43,31.07,9.84,38.04251,29.5,27.13,15.18,6.81,12,51,19.25,33.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,0.000000,7.900000,30.780000,30.930000,9.330000,6.200000,15.320000,0.000000,6.050000,19.330000,273.330000,0.000000,0.000000,6.050000,39.630000,9.380000,262.460000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

69,17:00-17:15,20,14,48.33,15.5,79.03,13,15,32.76,27.44,15.5,31.71021,46.5,22.5,14.85,6.81,7,32,15.81,48.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.360000,30.780000,30.930000,9.720000,4.880000,15.510000,0.000000,4.770000,19.330000,273.330000,4.830000,5.800000,4.770000,39.630000,10.000000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

70,17:15-17:30,10,14.34,47.33,15.83,68.99,13,15,33,18.04,15.84,25.416878,47.5,18.25,11,6.81,7,32,13.8,47.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.360000,30.780000,30.930000,9.720000,3.930000,15.510000,0.000000,3.830000,19.330000,273.330000,4.830000,5.800000,3.830000,39.630000,10.000000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

71,17:30-17:45,3,22.66,47,16.17,54.27,9,11,25.12,12.77,16.16,18.626704,48.5,14.01,7.5,6.81,6,21,10.85,47,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.360000,30.280000,30.930000,10.110000,2.980000,15.510000,0.000000,2.910000,19.330000,273.330000,4.830000,5.800000,2.910000,39.630000,10.000000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

72,17:45-18:00,0,23.34,46,16.67,42.67,9,12,14.45,8.97,16.66,12.362598,50,9.91,6,6.81,6,21,8.53,46,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.360000,30.780000,30.930000,10.110000,2.160000,15.510000,0.000000,2.110000,19.330000,273.330000,4.830000,5.800000,2.110000,39.630000,10.000000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

73,18:00-18:15,0,16.66,45.33,11.33,29.37,4,10,0,0,11.34,7.374694,34,6.26,4,6.81,5,11,5.87,45.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,30.780000,30.930000,10.420000,1.440000,15.970000,48.340000,1.400000,19.330000,273.330000,4.830000,5.800000,1.400000,39.630000,10.380000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

74,18:15-18:30,0,16,45,11,17.85,2,5,0,0,11,3.614282,33,3.38,2,6.81,2,6,3.57,45,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,30.280000,30.930000,10.420000,0.880000,15.970000,48.340000,0.860000,19.330000,273.330000,4.830000,5.800000,0.860000,39.630000,10.380000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

75,18:30-18:45,0,15,44,10.83,11.43,1,1,0,0,10.84,1.159298,32.5,1.47,1,6.81,0,2,2.28,44,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,31.280000,30.930000,10.420000,0.420000,16.890000,48.340000,0.410000,19.330000,273.330000,4.830000,5.800000,0.410000,39.630000,10.380000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

76,18:45-19:00,0,14,43.33,10.83,6.43,0,0,0,0,10.84,0.058452,32.5,0,0.5,6.81,0,1,1.28,43.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,31.280000,30.930000,10.420000,0.130000,16.890000,48.340000,0.130000,19.330000,273.330000,4.830000,5.800000,0.130000,39.630000,10.380000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

77,19:00-19:15,0,10.77,42.67,10.33,2.86,0,0,0,0,10.34,0,31,0,0,6.81,0,0,0.57,42.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,31.280000,30.930000,10.420000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,10.380000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

78,19:15-19:30,0,10.2,41.67,10.67,0.29,0,0,0,0,10.66,0,32,0,0,6.81,0,0,0.06,41.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,31.280000,30.930000,10.420000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,10.380000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

79,19:30-19:45,0,9.64,40.67,12.5,0,0,0,0,0,12.5,0,37.5,0,0,6.81,0,0,0,40.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,9.110000,30.780000,30.930000,10.420000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

80,19:45-20:00,0,9.35,39.67,12.5,0,0,0,0,0,12.5,0,37.5,0,0,6.81,0,0,0,39.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,9.110000,30.780000,30.930000,10.420000,0.000000,17.170000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

81,20:00-20:15,0,8.79,30,9,0,0,0,0,0,9,0,27,0,0,10.41,0,0,0,30,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,9.110000,30.780000,30.930000,10.420000,0.000000,17.440000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

82,20:15-20:30,0,9.64,29,9,0,0,0,0,0,9,0,27,0,0,10.01,0,0,0,29,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,9.110000,30.780000,30.930000,10.420000,0.000000,17.440000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

83,20:30-20:45,0,8.34,23.33,9.17,0,0,0,0,0,9.16,0,27.5,0,0,9.61,0,0,0,23.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,9.110000,30.780000,30.930000,10.420000,0.000000,17.440000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

84,20:45-21:00,0,8.66,22.67,9.33,0,0,0,0,0,9.34,0,28,0,0,9.21,0,0,0,22.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,9.110000,30.780000,30.930000,10.420000,0.000000,17.440000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

85,21:00-21:15,0,9,23,9.5,0,0,0,0,0,9.5,0,28.5,0,0,8.81,0,0,0,23,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,29.770000,30.930000,10.420000,0.000000,17.720000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,96.670000,48.340000,48.340000,58.000000,0.000000,46.400000

86,21:15-21:30,0,9.34,22.67,9.83,0,0,0,0,0,9.84,0,29.5,0,0,8.41,0,0,0,22.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,29.260000,30.930000,10.420000,0.000000,17.720000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,96.670000,48.340000,48.340000,58.000000,0.000000,46.400000

87,21:30-21:45,0,8.66,20.13,7.5,0,0,0,0,0,7.5,0,22.5,0,0,8.01,0,0,0,20.13,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,27.750000,30.930000,10.420000,0.000000,17.720000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,96.670000,48.340000,48.340000,58.000000,0.000000,46.400000

88,21:45-22:00,0,8.66,21.11,7.83,0,0,0,0,0,7.84,0,23.5,0,0,7.41,0,0,0,21.11,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,27.750000,30.930000,10.420000,0.000000,17.720000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.770000,262.460000,96.670000,48.340000,48.340000,58.000000,0.000000,46.400000

89,22:00-22:15,0,16.34,37.33,13.33,0,0,0,0,0,13.34,0,40,0,0,7.01,0,0,0,37.33,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,27.750000,30.930000,10.580000,0.000000,17.810000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.540000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

90,22:15-22:30,0,15.66,35.67,13,0,0,0,0,0,13,0,39,0,0,7.01,0,0,0,35.67,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,26.740000,30.930000,10.580000,0.000000,17.810000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.540000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

91,22:30-22:45,0,15.66,35,12.83,0,0,0,0,0,12.84,0,38.5,0,0,7.01,0,0,0,35,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,26.240000,30.930000,10.580000,0.000000,17.810000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.540000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

92,22:45-23:00,0,15.34,34.33,12.67,0,0,0,0,0,12.66,0,38,0,0,7.01,0,0,0,34.33,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.840000,26.240000,30.930000,10.580000,0.000000,17.810000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.540000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

93,23:00-23:15,0,15,33.33,12.5,0,0,0,0,0,12.5,0,37.5,0,0,7.01,0,0,0,33.33,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.640000,25.730000,30.930000,10.580000,0.000000,17.900000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.380000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

94,23:15-23:30,0,14.34,32.67,12.5,0,0,0,0,0,12.5,0,37.5,0,0,7.01,0,0,0,32.67,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.640000,25.730000,30.930000,10.580000,0.000000,17.900000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.380000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

95,23:30-23:45,0,14.34,32,12.5,0,0,0,0,0,12.5,0,37.5,0,0,7.01,0,0,0,32,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.640000,25.230000,30.930000,10.580000,0.000000,17.900000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.380000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

96,23:45-24:00,0,14.34,31.33,12.5,0,0,0,0,0,12.5,0,37.5,0,0,7.01,0,0,0,31.33,30.930000,0.000000,48.340000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.640000,25.230000,30.930000,10.580000,0.000000,17.900000,48.340000,0.000000,0.000000,273.330000,4.830000,5.800000,0.000000,39.630000,10.380000,262.460000,145.000000,48.340000,48.340000,58.000000,0.000000,46.400000

