Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/MC120240501NR23436,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/DC20240501NR23735,NR/01052024/31052024/2-R1,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23728,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/M20240501NR23406,NR/16042024/31052024/IEX_240323_06618,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/DC20240501NR23727,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61
51,12:30-12:45,12.550000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.240000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,40,0,68.33,94,30.16,189,90.052533,30.17,200,0,28.67,28.67,30.34,28.66,47,81,47,68.33,93.23,90.5,6.61

52,12:45-13:00,12.550000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.740000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,40,0,68.33,94,30.5,189,90.491148,30.5,200,0,28.67,28.67,30.66,28.66,47,81,47,68.33,93.18,91.5,7.01

53,13:00-13:15,12.370000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.740000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,40,0,68.33,94,30.5,189,90.072027,30.5,200,0,28.48,28.48,27.34,28.49,47,81,47,68.33,93.07,91.5,8.21

54,13:15-13:30,12.370000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.740000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,40,0,68.33,94,30.5,189,88.863399,30.5,200,0,28.48,28.48,27.66,28.49,47,81,47,68.33,93.07,91.5,10.21

55,13:30-13:45,12.370000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,123.790000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.740000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,40,0,68.33,94,30.5,189,120.677607,30.5,200,0,28.15,28.15,28,28.15,47,81,47,68.33,92.97,91.5,12.8

56,13:45-14:00,12.370000,0.000000,15.120000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,123.790000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.740000,15.120000,33.850000,4.200000,25.990000,0.000000,0.000000,15.500000,12.320000,150.390000,0.000000,0.000000,40,0,68.33,94,30.5,189,115.151058,30.5,200,0,28.15,28.15,28.34,28.15,46,81,47,68.33,93.02,91.5,16

57,14:00-14:15,12.370000,0.000000,14.980000,4.090000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,144.020000,29.080000,70.500000,0.000000,81.240000,0.000000,0.000000,48.360000,0.000000,27.250000,14.980000,33.850000,4.350000,25.990000,0.000000,0.000000,15.360000,12.320000,150.390000,0.000000,0.000000,44.67,0,68.33,93,30.16,189,109.176147,30.17,223.33,0,28.15,28.15,28.34,28.15,45.78,81,47,68.33,92.87,90.5,19.2

58,14:15-14:30,12.370000,0.000000,14.720000,4.090000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,144.020000,29.080000,70.500000,0.000000,81.240000,0.000000,0.000000,48.360000,0.000000,27.250000,14.720000,33.850000,4.350000,25.990000,0.000000,0.000000,15.080000,12.320000,193.420000,0.000000,0.000000,44.67,0,68.33,93,30,189,103.084272,30,223.33,0,28.15,28.15,28.34,28.15,44.19,81,46,68.33,92.51,90,21.81

59,14:30-14:45,12.370000,0.000000,14.500000,4.090000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,144.020000,29.080000,70.500000,0.000000,100.750000,0.000000,0.000000,48.360000,0.000000,27.250000,14.500000,44.400000,4.350000,25.990000,0.000000,0.000000,14.860000,12.320000,232.100000,0.000000,0.000000,44.67,0,63.33,91,26.66,189,99.273195,26.67,223.33,0,28.15,28.15,28.34,28.15,43.52,81,46,63.33,91.81,80,23.21

60,14:45-15:00,12.370000,0.000000,13.800000,4.090000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,144.020000,29.080000,70.500000,0.000000,100.750000,0.000000,0.000000,48.360000,0.000000,27.250000,13.800000,44.400000,4.350000,25.990000,0.000000,0.000000,14.150000,12.320000,273.450000,0.000000,0.000000,44.61,0,63.33,87,26.66,182,95.052744,26.67,223.07,0,28.15,28.15,28.34,28.15,42.4,78,43,63.33,89.9,80,24.41

61,15:00-15:15,12.470000,0.000000,13.240000,4.190000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,192.380000,29.080000,66.330000,0.000000,100.750000,0.000000,0.000000,48.360000,0.000000,27.250000,13.240000,44.400000,4.980000,25.990000,0.000000,0.000000,13.570000,16.130000,273.450000,0.000000,0.000000,40,0,63.33,82,26.66,172,79.905906,26.67,200,0,28.15,28.15,23.66,28.15,40.45,73,41,63.33,86.06,80,27.01

62,15:15-15:30,12.470000,0.000000,12.470000,4.190000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,235.540000,29.080000,66.330000,0.000000,100.750000,0.000000,0.000000,48.360000,0.000000,27.760000,12.470000,44.400000,4.980000,25.990000,0.000000,0.000000,12.790000,16.130000,273.450000,0.000000,0.000000,39.17,0,63.33,77,26.66,161,75.34431,26.67,195.83,0,28.15,28.15,23.66,28.15,38.4,69,38,63.33,81.02,80,29.01

63,15:30-15:45,12.470000,0.000000,11.600000,4.190000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,235.540000,29.080000,66.330000,0.000000,100.750000,0.000000,0.000000,48.360000,0.000000,27.760000,11.600000,44.400000,4.980000,25.990000,0.000000,0.000000,11.890000,16.130000,273.450000,0.000000,0.000000,36.67,0,63.33,71,24.66,151,69.447375,24.67,183.33,0,28.82,28.82,23.34,28.81,36.36,64,36,63.33,75.57,74,29.01

64,15:45-16:00,12.470000,0.000000,10.480000,4.190000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,235.540000,29.080000,66.330000,0.000000,100.750000,0.000000,0.000000,48.360000,0.000000,27.760000,10.480000,44.400000,4.980000,25.990000,0.000000,0.000000,10.730000,16.130000,273.450000,0.000000,0.000000,33.33,0,63.33,67,24.5,140,63.219042,24.5,166.67,0,28.82,28.82,23,28.81,32.93,60,33,63.33,69.84,73.5,29.01

65,16:00-16:15,12.550000,14.510000,9.260000,4.270000,0.000000,0.000000,0.000000,0.000000,24.670000,0.000000,0.000000,206.520000,29.080000,66.330000,0.000000,100.750000,0.000000,24.180000,48.360000,0.000000,27.760000,9.260000,43.930000,5.060000,24.670000,19.340000,19.340000,9.490000,16.130000,273.450000,0.000000,0.000000,33.83,0,67.5,60,27.34,126,56.893239,27.33,169.17,0,28.82,28.82,24,28.81,30.75,54,30,67.5,63.86,82,29.01

66,16:15-16:30,12.550000,14.510000,8.460000,4.270000,0.000000,0.000000,0.000000,0.000000,19.790000,0.000000,0.000000,206.520000,29.080000,66.330000,0.000000,100.750000,0.000000,24.180000,48.360000,0.000000,28.260000,8.460000,43.930000,5.060000,19.790000,19.340000,19.340000,8.670000,16.130000,273.450000,0.000000,0.000000,30.68,0,67.5,53,27.34,112,50.450472,27.33,153.42,0,28.15,28.15,23.66,28.15,27.21,48,27,67.5,57.58,82,29.01

67,16:30-16:45,12.550000,14.510000,7.310000,4.270000,0.000000,0.000000,0.000000,0.000000,24.670000,0.000000,0.000000,225.870000,29.080000,115.620000,0.000000,100.750000,0.000000,24.180000,48.360000,0.000000,28.260000,7.310000,74.980000,5.060000,24.670000,19.340000,19.340000,7.490000,16.130000,273.450000,0.000000,0.000000,27.53,0,67.5,46,27.34,95,43.188957,27.33,137.67,0,28.33,28.33,23.66,28.34,23.43,40,23,67.5,50.99,82,27.01

68,16:45-17:00,12.550000,14.510000,6.160000,4.270000,0.000000,0.000000,0.000000,0.000000,19.790000,0.000000,0.000000,262.570000,29.080000,115.620000,0.000000,100.750000,0.000000,24.180000,48.360000,0.000000,28.260000,6.160000,87.230000,5.060000,19.790000,19.340000,19.340000,6.310000,16.130000,273.450000,0.000000,0.000000,24.31,0,67.5,39,27,81,36.502515,27,121.55,0,28.33,28.33,23.34,28.34,20.68,34,19,67.5,43.64,81,27.01

69,17:00-17:15,12.650000,14.510000,4.480000,4.470000,0.000000,48.360000,0.000000,0.000000,8.370000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.260000,4.480000,87.230000,5.060000,8.370000,19.340000,19.340000,4.590000,16.130000,273.450000,0.000000,5.800000,21.03,0,67.5,32,26.5,65,29.903796,26.5,105.17,0,32.57,20,23.34,25.2,17.35,28,16,67.5,36.2,79.5,27.01

70,17:15-17:30,12.650000,14.510000,3.500000,4.470000,0.000000,48.360000,0.000000,0.000000,8.190000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.260000,3.500000,87.230000,5.060000,8.190000,19.340000,19.340000,3.590000,16.130000,273.450000,0.000000,5.800000,17.8,0,65.75,25,25.66,46,23.607234,25.67,88.99,0,33,9,23,21,13.25,19,13,65.75,29.36,77,27.01

71,17:30-17:45,12.650000,14.510000,2.540000,4.470000,0.000000,48.360000,0.000000,0.000000,8.190000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.760000,2.540000,87.230000,2.730000,8.190000,19.340000,19.340000,2.600000,16.130000,273.450000,0.000000,5.800000,14.56,0,64,19,22.5,32,17.291178,22.5,72.81,0,23,3,18.34,15.45,9,13,9,64,22.53,67.5,25.61

72,17:45-18:00,12.650000,14.510000,1.780000,4.470000,0.000000,48.360000,0.000000,0.000000,8.190000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.760000,1.780000,87.230000,4.520000,8.190000,19.340000,19.340000,1.810000,16.130000,273.450000,0.000000,5.800000,11.43,0,60.5,13,22.16,18,11.316267,22.17,57.13,0,13.94,0,17.66,6,7,7,7,60.5,15.94,66.5,25.01

73,18:00-18:15,12.740000,14.510000,1.120000,4.560000,0.000000,48.360000,0.000000,48.360000,8.190000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.760000,1.120000,87.230000,4.830000,8.190000,19.340000,19.340000,1.150000,16.130000,273.450000,4.770000,5.800000,8.68,0,53.75,10,21.84,11,6.442767,21.83,43.41,0,0,0,17,0,4,4,5,53.75,10.07,65.5,23.81

74,18:15-18:30,12.740000,14.510000,0.620000,4.560000,0.000000,48.360000,0.000000,48.360000,8.370000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.760000,0.620000,87.230000,4.830000,8.370000,19.340000,19.340000,0.640000,16.130000,273.450000,4.770000,5.800000,6.17,0,50.25,5,21.5,4,2.777895,21.5,30.83,0,0,0,16,0,2,1,2,50.25,5.44,64.5,22.01

75,18:30-18:45,12.740000,14.510000,0.200000,4.560000,0.000000,48.360000,0.000000,48.360000,0.000000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.200000,87.230000,4.830000,30.950000,19.340000,19.340000,0.200000,16.130000,273.450000,4.770000,5.800000,3.65,0,43.33,1,18.5,1,0.604314,18.5,18.26,0,0,0,15.34,0,1,0,0,43.33,2.36,55.5,20

76,18:45-19:00,12.740000,14.510000,0.030000,4.560000,0.000000,48.360000,0.000000,48.360000,0.000000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.030000,87.230000,4.830000,30.950000,19.340000,19.340000,0.030000,16.130000,273.450000,4.770000,5.800000,1.71,0,41.67,0,18.16,1,0,18.17,8.57,0,0,0,14.66,0,0.5,0,0,41.67,0,54.5,17.2

77,19:00-19:15,12.930000,14.510000,0.000000,4.560000,0.000000,48.360000,0.000000,48.360000,29.810000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.000000,87.230000,4.980000,29.810000,19.340000,19.340000,0.000000,16.130000,273.450000,4.770000,5.800000,0.61,0,40,0,17.66,0,0,17.67,3.07,0,0,0,15,0,0,0,0,40,0,53,21.61

78,19:15-19:30,12.930000,14.510000,0.000000,4.560000,0.000000,48.360000,0.000000,48.360000,29.810000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.000000,87.230000,4.980000,29.810000,19.340000,19.340000,0.000000,16.130000,273.450000,4.770000,5.800000,0.28,0,38.33,0,17,0,0,17,1.4,0,0,0,13.66,0,0,0,0,38.33,0,51,20.6

79,19:30-19:45,12.930000,14.510000,0.000000,4.560000,0.000000,48.360000,0.000000,48.360000,29.770000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.000000,87.230000,4.980000,29.770000,19.340000,19.340000,0.000000,16.130000,273.450000,4.770000,5.800000,0.05,0,36.67,0,14.16,0,0,14.17,0.27,0,0,0,13,0,0,0,0,36.67,0,42.5,19.2

80,19:45-20:00,12.930000,14.510000,0.000000,4.560000,0.000000,48.360000,0.000000,48.360000,29.770000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.000000,87.230000,4.980000,29.770000,19.340000,19.340000,0.000000,16.130000,273.450000,4.770000,5.800000,0,0,35,0,13.84,0,0,13.83,0,0,0,0,12.34,0,0,0,0,35,0,41.5,17.8

81,20:00-20:15,13.110000,14.510000,0.000000,4.470000,0.000000,48.360000,0.000000,48.360000,30.260000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.000000,87.230000,5.140000,30.260000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,33.33,0,13.66,0,0,13.67,0,0,0,0,11.66,0,0,0,0,33.33,0,41,12.21

82,20:15-20:30,13.110000,14.510000,0.000000,4.470000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,29.260000,0.000000,87.230000,5.140000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,33.33,0,13,0,0,13,0,0,0,0,10.66,0,0,0,0,33.33,0,39,11.61

83,20:30-20:45,13.110000,14.510000,0.000000,4.470000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.760000,0.000000,87.230000,5.140000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,5.000000,5.800000,0,0,33.33,0,13,0,0,13,0,0,0,0,9.66,0,0,0,0,33.33,0,39,10.21

84,20:45-21:00,13.110000,14.510000,0.000000,4.470000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,28.760000,0.000000,87.230000,5.140000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,5.000000,5.800000,0,0,33.33,0,13,0,0,13,0,0,0,0,9.66,0,0,0,0,33.33,0,39,9.81

85,21:00-21:15,13.300000,14.510000,0.000000,4.470000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,27.760000,0.000000,87.230000,5.140000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,5.000000,5.800000,0,0,29.67,0,13,0,0,13,0,0,0,0,9.66,0,0,0,0,29.67,0,39,9.01

86,21:15-21:30,13.300000,14.510000,0.000000,4.470000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,27.760000,0.000000,87.230000,5.140000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,5.000000,5.800000,0,0,30,0,13,0,0,13,0,0,0,0,9.66,0,0,0,0,30,0,39,9.21

87,21:30-21:45,13.300000,14.510000,0.000000,4.790000,0.000000,48.360000,0.000000,48.360000,29.500000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,27.760000,0.000000,87.230000,5.140000,29.500000,19.340000,19.340000,0.000000,16.130000,273.450000,5.000000,5.800000,0,0,30.67,0,13,0,0,13,0,0,0,0,9.66,0,0,0,0,30.67,0,39,9.21

88,21:45-22:00,13.300000,14.510000,0.000000,4.790000,0.000000,48.360000,0.000000,48.360000,29.500000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,27.250000,0.000000,87.230000,5.140000,29.500000,19.340000,19.340000,0.000000,16.130000,273.450000,5.000000,5.800000,0,0,31.67,0,13,0,0,13,0,0,0,0,9.66,0,0,0,0,31.67,0,39,9.21

89,22:00-22:15,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,27.250000,0.000000,87.230000,5.140000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.920000,5.800000,0,0,28.33,0,13.16,0,0,13.17,0,0,0,0,9.66,0,0,0,0,28.33,0,39.5,7.41

90,22:15-22:30,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,27.250000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.920000,5.800000,0,0,29.33,0,13.84,0,0,13.83,0,0,0,0,9.66,0,0,0,0,29.33,0,41.5,7.41

91,22:30-22:45,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.740000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.920000,5.800000,0,0,29.67,0,14.5,0,0,14.5,0,0,0,0,10,0,0,0,0,29.67,0,43.5,7.41

92,22:45-23:00,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.740000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.920000,5.800000,0,0,29.67,0,15.16,0,0,15.17,0,0,0,0,10,0,0,0,0,29.67,0,45.5,7.41

93,23:00-23:15,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.740000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.850000,5.800000,0,0,30,0,15.66,0,0,15.67,0,0,0,0,10.34,0,0,0,0,30,0,47,7.41

94,23:15-23:30,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.740000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.850000,5.800000,0,0,30,0,16,0,0,16,0,0,0,0,10.34,0,0,0,0,30,0,48,7.41

95,23:30-23:45,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.740000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.850000,5.800000,0,0,31,0,16.16,0,0,16.17,0,0,0,0,11.66,0,0,0,0,31,0,48.5,7.41

96,23:45-24:00,13.480000,14.510000,0.000000,4.650000,0.000000,48.360000,0.000000,48.360000,29.980000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.740000,0.000000,87.230000,5.060000,29.980000,19.340000,19.340000,0.000000,16.130000,273.450000,4.850000,5.800000,0,0,31.33,0,16.84,0,0,16.83,0,0,0,0,12.66,0,0,0,0,31.33,0,50.5,7.41

