Block,Time,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23728,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/MC120240501NR23436,NR/20052024/20052024/IEX_240519_00615,NR/01052024/31052024/M20240501NR23406,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/16042024/31052024/IEX_240323_06618,NR/20052024/20052024/IEX_240519_00610,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23727,SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/DC20240501NR23726,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23735,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240324-06625_1,NR/30092023/26122029/SH-06,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/20052024/20052024/IEX_240519_00616,WR/01102023/01102023/L_NR_2022_09,NR/01052024/31052024/2-R1,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10
49,12:00-12:15,0,81,44.5,88.7,47,29.66,29.16,104.255806,46,189,0,230,94,31.73,27.750000,9.700000,13.730000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,16,0.000000,7.660000,100.560000,31.73,31.74,9.650000,0.000000,9.980000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,3.380000,29.030000,48.260000,68.33,0.000000,87.5,29.17,68.33

50,12:15-12:30,0,81,44,88.67,47,30,29.66,101.165373,46,189,0,230,94,31.73,27.750000,9.700000,13.730000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,16.6,0.000000,7.660000,100.560000,31.73,31.74,9.650000,0.000000,9.980000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,3.380000,29.030000,48.260000,69.33,0.000000,89,29.67,69.33

51,12:30-12:45,0,81,44,88.62,47,30,30,99.956497,46,189,0,230,94,31.73,27.750000,9.700000,13.730000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,23.01,0.000000,7.660000,100.560000,31.73,31.74,9.650000,0.000000,9.980000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,3.380000,29.030000,48.260000,70,0.000000,90,30,70

52,12:45-13:00,0,81,43.5,88.56,47,30,30,98.737872,46,189,0,230,94,31.73,28.260000,9.700000,13.730000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,24.01,0.000000,7.660000,100.560000,31.73,31.74,9.650000,0.000000,9.980000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,3.380000,29.030000,48.260000,70,0.000000,90,30,70

53,13:00-13:15,0,81,43,88.46,47,30,30,98.113936,46,189,0,230,94,31.73,28.260000,9.700000,13.640000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,25.01,0.000000,7.660000,100.560000,31.73,31.74,9.750000,0.000000,10.210000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,20.680000,29.030000,48.260000,73.33,0.000000,90,30,73.33

54,13:15-13:30,0,81,42.5,88.46,47,30,30,97.753223,46,189,0,230,94,31.57,28.260000,9.700000,13.640000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,26.01,0.000000,7.660000,100.560000,31.57,31.56,9.750000,0.000000,10.210000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,20.680000,29.030000,48.260000,73.33,0.000000,90,30,73.33

55,13:30-13:45,0,81,42.5,88.36,47,30,30,93.044456,46,189,0,230,94,31.57,28.260000,8.230000,13.640000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.57,31.56,9.750000,0.000000,10.210000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,20.680000,29.030000,48.260000,73.33,0.000000,90,30,73.33

56,13:45-14:00,0,81,42.5,88.41,47,30,30,94.107097,46,189,0,230,94,31.73,28.260000,9.320000,13.640000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.73,31.74,9.750000,0.000000,10.210000,0.000000,14.330000,0.000000,0.000000,14.690000,30.890000,272.940000,14.330000,0.000000,20.680000,29.030000,48.260000,73.33,0.000000,90,30,73.33

57,14:00-14:15,0,78,41.78,83.86,47,33.34,35,94.399567,46,182,0,230,93,31.73,29.270000,9.390000,13.640000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.73,31.74,10.030000,0.000000,9.980000,0.000000,13.660000,0.000000,0.000000,14.000000,30.890000,240.360000,13.660000,0.000000,20.680000,29.030000,48.260000,76.67,0.000000,105,35,76.67

58,14:15-14:30,0,78,40.19,83.53,47,33.34,35,94.126595,44.7,182,0,223.48,93,31.73,29.270000,9.390000,13.640000,0.000000,0.000000,76.540000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.73,31.74,10.030000,0.000000,9.980000,0.000000,13.360000,0.000000,0.000000,13.690000,30.890000,240.360000,13.360000,0.000000,20.680000,29.030000,48.260000,76.67,0.000000,105,35,76.67

59,14:30-14:45,0,75,39.52,82.9,42,33.34,35,89.837035,44.11,175,0,220.58,83,31.73,29.270000,9.470000,13.640000,0.000000,0.000000,87.070000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.73,31.74,10.030000,0.000000,9.980000,0.000000,12.750000,0.000000,0.000000,13.070000,30.890000,240.360000,12.750000,0.000000,20.680000,29.030000,48.260000,76.67,0.000000,105,35,76.67

60,14:45-15:00,0,70,38.4,81.17,39,33.34,35,85.079523,40.53,165,0,202.63,79,31.73,29.270000,9.470000,13.640000,0.000000,0.000000,87.070000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.73,31.74,10.030000,0.000000,9.980000,0.000000,12.110000,0.000000,0.000000,12.420000,30.890000,240.360000,12.110000,0.000000,20.680000,29.030000,48.260000,76.67,0.000000,105,35,76.67

61,15:00-15:15,0,66,36.45,77.71,37,33.34,35,77.026849,44.07,154,0,220.37,73,31.73,29.270000,9.700000,13.920000,0.000000,0.000000,87.070000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.73,31.74,10.400000,0.000000,10.290000,0.000000,11.640000,0.000000,0.000000,11.940000,30.890000,240.360000,11.640000,0.000000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

62,15:15-15:30,0,61,34.4,73.15,35,33.34,35,78.645183,41.44,144,0,207.19,69,31.83,29.270000,9.700000,13.920000,0.000000,0.000000,87.070000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.83,31.84,10.400000,0.000000,10.290000,0.000000,11.040000,0.000000,0.000000,11.320000,30.890000,240.360000,11.040000,0.000000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

63,15:30-15:45,0,57,32.36,68.24,32,33.34,35,73.1175,37.97,133,0,189.83,63,31.83,29.270000,9.940000,13.920000,0.000000,0.000000,87.070000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.02,0.000000,7.660000,100.560000,31.83,31.84,10.400000,0.000000,10.290000,0.000000,10.300000,0.000000,0.000000,10.560000,30.890000,240.360000,10.300000,0.000000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

64,15:45-16:00,0,52,28.93,63.06,29,32.66,35,67.375339,35.28,123,0,176.38,58,31.83,29.270000,9.940000,13.920000,0.000000,0.000000,87.070000,0.000000,96.530000,0.000000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,36.22,0.000000,7.660000,100.560000,31.83,31.84,10.400000,0.000000,10.290000,0.000000,9.370000,0.000000,0.000000,9.600000,30.890000,240.360000,9.370000,0.000000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

65,16:00-16:15,0,48,26.75,57.66,26,32,35,61.194473,32.88,112,0,164.43,51,32,29.780000,10.100000,14.190000,0.000000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,26.61,0.000000,7.660000,100.560000,32,32,10.960000,0.000000,10.520000,0.000000,8.440000,0.000000,19.310000,8.650000,30.890000,240.360000,8.440000,19.310000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

66,16:15-16:30,0,42,25.71,52,22,32,35,54.565153,29.64,98,0,148.2,45,32.33,29.780000,10.100000,14.190000,0.000000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,25.81,0.000000,7.660000,100.560000,32.33,32.34,10.960000,0.000000,10.520000,0.000000,7.690000,0.000000,19.310000,7.880000,30.890000,240.360000,7.690000,19.310000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

67,16:30-16:45,0,36,21.93,46.04,19,33.34,35,47.18516,26.37,84,0,131.87,38,33,29.780000,10.100000,14.190000,0.000000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,32.02,0.000000,7.660000,100.560000,20.87,33,10.960000,0.000000,10.520000,0.000000,6.740000,0.000000,19.310000,6.900000,30.890000,240.360000,6.740000,19.310000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

68,16:45-17:00,0,30,20,39.41,16,33.34,35,39.298219,23.12,70,0,115.6,31,33,29.780000,10.100000,14.190000,0.000000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,31.22,0.000000,7.660000,100.560000,10.97,31,10.960000,0.000000,10.520000,0.000000,5.740000,0.000000,19.310000,5.880000,30.890000,240.360000,5.740000,19.310000,30.890000,29.030000,48.260000,76.67,0.000000,105,35,76.67

69,17:00-17:15,0,25,16,32.69,13,33.34,34.16,31.937724,19.34,60,0,96.69,25,33,29.270000,10.250000,14.560000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,36.02,4.830000,7.660000,100.560000,4.08,20,11.700000,48.260000,10.750000,46.330000,4.530000,57.920000,19.310000,4.640000,30.890000,240.360000,4.530000,19.310000,16.520000,29.030000,48.260000,76.67,0.000000,102.5,34.17,76.67

70,17:15-17:30,0,19,13,26.51,10,33,33.34,25.279157,16.24,46,0,81.2,20,33,29.270000,10.250000,14.560000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,35.62,4.830000,7.660000,100.560000,0.58,10,11.700000,48.260000,10.750000,46.330000,3.640000,57.920000,19.310000,3.730000,30.890000,240.360000,3.640000,19.310000,16.520000,29.030000,48.260000,76.67,0.000000,100,33.33,76.67

71,17:30-17:45,0,13,10,20.35,8,32.34,32.5,19.264024,12.91,32,0,64.55,15,25.08,29.270000,10.250000,14.560000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,35.02,4.830000,7.660000,100.560000,0,3,11.700000,48.260000,10.750000,46.330000,2.760000,57.920000,19.310000,2.840000,30.890000,240.360000,2.760000,19.310000,16.520000,29.030000,48.260000,76.67,0.000000,97.5,32.5,76.67

72,17:45-18:00,0,9,7,14.39,5,31,31.66,13.590106,9.76,21,0,48.81,10,14.61,29.270000,10.250000,14.560000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,33.02,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,2.010000,57.920000,19.310000,2.050000,30.890000,240.360000,2.010000,19.310000,16.520000,29.030000,48.260000,76.67,0.000000,95,31.67,76.67

73,18:00-18:15,0,4,4,9.09,3,29,31.66,8.67661,6.59,11,0,32.97,5,0,28.260000,10.480000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,29.22,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,1.340000,57.920000,19.310000,1.370000,30.890000,240.360000,1.340000,19.310000,12.500000,29.030000,48.260000,76.67,48.260000,95,31.67,76.67

74,18:15-18:30,0,1,2,4.91,1,27.34,30.84,4.718516,4.11,4,0,20.58,3,0,27.750000,10.480000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,26.01,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.810000,57.920000,19.310000,0.830000,30.890000,240.360000,0.810000,19.310000,12.500000,29.030000,48.260000,75,48.260000,92.5,30.83,75

75,18:30-18:45,0,0,1,2.13,1,26,30,1.491597,2.62,1,0,13.12,1,0,27.750000,10.480000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,39.01,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.390000,57.920000,19.310000,0.400000,30.890000,240.360000,0.390000,19.310000,3.810000,29.030000,48.260000,71.67,48.260000,90,30,71.67

76,18:45-19:00,0,0,0.5,0,0,25.34,28.34,0.077992,1.41,1,0,7.07,0,0,28.260000,10.480000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,38.61,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.120000,57.920000,19.310000,0.130000,30.890000,240.360000,0.120000,19.310000,3.810000,29.030000,48.260000,67.67,48.260000,85,28.33,67.67

77,19:00-19:15,0,0,0,0,0,25,26.66,0,0.63,0,0,3.15,0,0,28.770000,10.480000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,38.01,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,3.810000,29.030000,48.260000,64,48.260000,80,26.67,64

78,19:15-19:30,0,0,0,0,0,24,25,0,0.17,0,0,0.88,0,0,28.770000,10.480000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,37.22,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,3.810000,29.030000,48.260000,60.67,48.260000,75,25,60.67

79,19:30-19:45,0,0,0,0,0,23.34,24.16,0,0.02,0,0,0.08,0,0,27.750000,10.480000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,36.42,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,58.67,48.260000,72.5,24.17,58.67

80,19:45-20:00,0,0,0,0,0,22.66,22.34,0,0,0,0,0,0,0,27.750000,10.480000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,35.42,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,57,48.260000,67,22.33,57

81,20:00-20:15,0,0,0,0,0,22,21,0,0,0,0,0,0,0,28.260000,10.480000,15.950000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,20,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,55.67,48.260000,63,21,55.67

82,20:15-20:30,0,0,0,0,0,21.66,20.16,0,0,0,0,0,0,0,28.260000,10.480000,15.950000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,18,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,54.33,48.260000,60.5,20.17,54.33

83,20:30-20:45,0,0,0,0,0,20.66,19.16,0,0,0,0,0,0,0,28.260000,10.480000,15.950000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,16,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,52.33,48.260000,57.5,19.17,52.33

84,20:45-21:00,0,0,0,0,0,19.34,18.34,0,0,0,0,0,0,0,28.260000,10.480000,15.950000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,14,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,51,48.260000,55,18.33,51

85,21:00-21:15,0,0,0,0,0,18.34,18.16,0,0,0,0,0,0,0,27.750000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,17.2,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,48.33,48.260000,54.5,18.17,48.33

86,21:15-21:30,0,0,0,0,0,17.34,18,0,0,0,0,0,0,0,27.750000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,16.6,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,48.33,48.260000,54,18,48.33

87,21:30-21:45,0,0,0,0,0,16.66,17.66,0,0,0,0,0,0,0,27.250000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,16.2,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,48.33,48.260000,53,17.67,48.33

88,21:45-22:00,0,0,0,0,0,16.34,17.66,0,0,0,0,0,0,0,27.250000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,15.6,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,48.33,48.260000,53,17.67,48.33

89,22:00-22:15,0,0,0,0,0,16.34,17,0,0,0,0,0,0,0,27.250000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,25.61,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,46.67,48.260000,51,17,46.67

90,22:15-22:30,0,0,0,0,0,16,16.16,0,0,0,0,0,0,0,27.250000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,25.01,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,45.67,48.260000,48.5,16.17,45.67

91,22:30-22:45,0,0,0,0,0,16,15.34,0,0,0,0,0,0,0,26.750000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,24.41,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,44.33,48.260000,46,15.33,44.33

92,22:45-23:00,0,0,0,0,0,15.66,15.34,0,0,0,0,0,0,0,26.250000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,23.41,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,43.67,48.260000,46,15.33,43.67

93,23:00-23:15,0,0,0,0,0,15.34,16.16,0,0,0,0,0,0,0,25.730000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,18.2,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,45,48.260000,48.5,16.17,45

94,23:15-23:30,0,0,0,0,0,15.34,17,0,0,0,0,0,0,0,24.730000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,17.2,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,46,48.260000,51,17,46

95,23:30-23:45,0,0,0,0,0,15,18,0,0,0,0,0,0,0,24.730000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,13,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,47,48.260000,54,18,47

96,23:45-24:00,0,0,0,0,0,15,19,0,0,0,0,0,0,0,24.730000,10.480000,15.120000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,96.530000,262.080000,5.790000,12.41,4.830000,7.660000,100.560000,0,0,11.700000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,30.890000,240.360000,0.000000,19.310000,30.890000,29.030000,48.260000,45.33,48.260000,57,19,45.33

