Time,Block,NR/30092023/31122025/SH-07,NR/30072024/30072024/IEX_240729-01767,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/30072024/30072024/IEX_240729-01765,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2,NR/2024/21062/A/29767,NR/30092023/26122029/SH-06,NR/2024/21141/A/29652,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/2024/21023/A/29508,NR/2024/21148/A/29535,NR/2024/21096/A/29796,NR/16072024/31072024/NR/16072024/31072024/717758,NR/2024/21567/A/29777,NR/2024/21089/A/29779,NR/2024/20966/A/29472,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/2024/21108/A/29793,NR/2024/22057/C,NR/2024/21072/A/29780,NR/2024/21075/A/29822,NR/2024/20573/A/29769,NR/2024/21210/A/29648,NR/2024/21227/A/29794,NR/2024/22089/C,NR/2024/22055/C,NR/2024/21142/A/29650,NR/2024/21113/A/29778,NR/2024/21186/A/29789,NR/2024/21103/A/29795,NR/2024/22076/C,NR/2024/22119/C,NR/2024/21150/A/29536,NR/2024/20931/A/29709,NR/2024/21087/A/29531,NR/2024/21339/A/29644,NR/2024/21152/A/29471,NR/2024/20711/A/29677,NR/2024/21173/A/29530,NR/2024/22056/C,NR/2024/21099/A/29654,NR/2024/21144/A/29504,NR/2024/21153/A/29534,NR/2024/19779/A/29454,NR/2024/21199/A/29507,NR/2024/21158/A/29540,NR/2024/22061/C,NR/2024/21183/A/29816,NR/2024/20574/A/29768,NR/2024/21978/A/29505,NR/2024/21238/A/29814,NR/2024/20688/A/29532,NR/2024/21160/A/29538,NR/2024/22064/C,NR/2024/21076/A/29821,NR/2024/22072/C,NR/2024/21682/A/29676,NR/2024/21156/A/29533,NR/2024/21159/A/29539,NR/2024/21146/A/29537,Total
63,15:30-15:45,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,3.43,24.080000,0.480000,1.590000,0.960000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1637.55

64,15:45-16:00,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,3.09,24.080000,0.480000,1.590000,0.960000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1637.21

65,16:00-16:15,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,2.7,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1636.68

66,16:15-16:30,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,2.12,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1636.1

67,16:30-16:45,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,1.77,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1635.75

68,16:45-17:00,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,1.51,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1635.49

69,17:00-17:15,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,1.32,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1635.3

70,17:15-17:30,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,1.13,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1635.11

71,17:30-17:45,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,0.93,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1634.91

72,17:45-18:00,1.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,24.080000,32.000000,0.000000,12.410000,0.000000,0.000000,96.320000,0.520000,24.080000,0.000000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,11.700000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,48.160000,24.080000,96.320000,1.930000,96.320000,24.080000,0.81,24.080000,0.480000,1.590000,0.820000,72.240000,0.670000,0.000000,21.190000,0.000000,12.520000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1634.79

73,18:00-18:15,1.350000,0.000000,72.240000,96.320000,96.320000,0.000000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,24.080000,48.160000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0.58,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,0.000000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1669.54

74,18:15-18:30,1.350000,0.000000,72.240000,96.320000,96.320000,0.000000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,24.080000,48.160000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0.29,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,0.000000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1669.25

75,18:30-18:45,32.000000,0.000000,72.240000,96.320000,96.320000,0.000000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0.21,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,0.000000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1719.08

76,18:45-19:00,32.000000,0.000000,72.240000,96.320000,96.320000,0.000000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,0.000000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,0.000000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,0.000000,90.540000,0.000000,240.800000,0.610000,0.880000,0.360000,1718.87

77,19:00-19:15,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,44.590000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2006.44

78,19:15-19:30,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,14.530000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,44.950000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2006.8

79,19:30-19:45,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,44.680000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2007.45

80,19:45-20:00,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,43.820000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2006.59

81,20:00-20:15,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,44.740000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2007.56

82,20:15-20:30,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,44.720000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,11.560000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2007.54

83,20:30-20:45,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,44.960000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,10.600000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2006.82

84,20:45-21:00,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,47.650000,0.000000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,10.600000,2.890000,66.640000,0.970000,48.160000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2009.51

85,21:00-21:15,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,47.590000,105.950000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2211.72

86,21:15-21:30,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,0.000000,163.980000,48.160000,37.210000,48.160000,83.970000,48.290000,130.030000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2236.5

87,21:30-21:45,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,48.160000,163.980000,48.160000,37.210000,48.160000,83.970000,50.380000,158.930000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2315.65

88,21:45-22:00,32.000000,48.160000,34.930000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,0.000000,48.160000,0.000000,48.160000,163.980000,48.160000,37.210000,48.160000,83.970000,52.220000,173.380000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,0.000000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2331.94

89,22:00-22:15,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,54.340000,96.320000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,12.040000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2450.97

90,22:15-22:30,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,43.340000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,53.600000,96.320000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,12.040000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2450.23

91,22:30-22:45,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,67.420000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,51.850000,96.320000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,12.040000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2472.56

92,22:45-23:00,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,67.420000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,49.870000,96.320000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.870000,0.000000,0.670000,121.360000,21.190000,12.040000,10.600000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2470.58

93,23:00-23:15,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,67.420000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,51.670000,96.320000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,12.040000,9.630000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2471.36

94,23:15-23:30,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,67.420000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,49.980000,96.320000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,12.040000,9.630000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2469.67

95,23:30-23:45,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,67.420000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,49.000000,173.380000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,12.040000,9.630000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2545.75

96,23:45-24:00,32.000000,48.160000,72.240000,96.320000,96.320000,24.080000,0.000000,24.080000,0.000000,32.000000,47.640000,12.410000,0.000000,0.000000,0.000000,0.520000,67.420000,48.160000,12.410000,37.210000,4.820000,15.450000,0.000000,14.720000,24.000000,27.930000,37.210000,0.000000,36.120000,48.160000,12.180000,144.480000,163.980000,48.160000,37.210000,48.160000,83.970000,51.800000,173.380000,0.880000,0.000000,24.080000,0.000000,1.930000,96.320000,24.080000,0,24.080000,0.480000,1.590000,0.820000,0.000000,0.670000,121.360000,21.190000,12.040000,9.630000,2.890000,66.640000,0.970000,144.480000,90.540000,38.530000,240.800000,0.610000,0.880000,0.360000,2548.55

