Block,Time,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23727,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/MC120240501NR23436,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/DC20240501NR23726,NR/30092023/31122025/SH-07,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/2-R1,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/M20240501NR23406,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/DC20240501NR23735,NR/01102023/19072037/LT-05,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/16042024/31052024/IEX_240323_06618,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05
51,12:30-12:45,15.660000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,6.230000,51.400000,15.840000,0.000000,5.670000,57.680000,29.070000,0.000000,0.000000,0.000000,15.660000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,16.050000,92,30.24,0,6.66,7.34,46,92.31,7.33,13.33,112.5201,0,189,13.33,46.5,30.23,81,233.33,30.23,46.67,6.81,22

52,12:45-13:00,15.660000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,6.230000,51.400000,15.840000,0.000000,5.670000,57.680000,29.070000,0.000000,0.000000,0.000000,15.660000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,16.050000,92,30.24,0,6.66,7.5,46,92.25,7.5,13.33,112.052484,0,189,13.33,46.5,30.23,81,233.33,30.23,46.67,7.21,22.5

53,13:00-13:15,15.660000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,5.950000,51.400000,15.840000,0.000000,5.750000,57.680000,29.070000,0.000000,0.000000,0.000000,15.660000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,16.050000,92,30.24,0,6.66,7.5,46,92.15,7.5,13.33,110.454796,0,189,13.33,46,30.23,81,233.33,30.23,46.67,9.01,22.5

54,13:15-13:30,15.660000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,5.950000,51.400000,15.840000,0.000000,5.750000,57.680000,29.070000,0.000000,0.000000,0.000000,15.660000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,16.050000,92,30.06,0,6.66,7.5,46,92.15,7.5,13.33,107.785488,0,189,13.33,46,30.07,81,233.33,30.07,46.67,10.41,22.5

55,13:30-13:45,15.400000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,5.950000,51.400000,15.840000,0.000000,5.750000,57.680000,29.070000,0.000000,0.000000,0.000000,15.400000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,15.800000,89,30.06,0,6.66,7.5,45,92.05,7.5,14,108.292072,0,179,14,45.24,30.07,76,229.17,30.07,45.83,16,22.5

56,13:45-14:00,15.000000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,5.950000,51.400000,15.840000,0.000000,5.750000,76.650000,29.070000,0.000000,0.000000,0.000000,15.000000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,15.380000,89,30.24,0,7.34,7.5,45,92.1,7.5,17.33,103.810752,0,179,17.33,45.1,30.23,76,229.17,30.23,45.83,17,22.5

57,14:00-14:15,14.690000,24.200000,0.000000,29.260000,0.000000,6.380000,0.000000,30.930000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,6.230000,51.400000,15.840000,0.000000,5.750000,76.650000,29.070000,0.000000,0.000000,0.000000,14.690000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,15.050000,83,30.24,0,8,7.5,42,91.95,7.5,22.67,98.968978,0,172,22.67,43.78,30.23,73,229.17,30.23,45.83,14,22.5

58,14:15-14:30,14.220000,24.200000,0.000000,29.260000,0.000000,6.380000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.230000,51.400000,15.840000,0.000000,5.750000,76.650000,29.070000,0.000000,0.000000,0.000000,14.220000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,14.570000,81,30.24,0,9,8.34,41,91.59,8.33,28.67,93.679072,0,172,28.67,42.19,30.23,73,229.17,30.23,45.83,14.2,25

59,14:30-14:45,13.570000,24.200000,0.000000,30.280000,0.000000,6.380000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.230000,67.760000,15.840000,0.000000,5.750000,76.650000,29.070000,0.000000,0.000000,0.000000,13.570000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,13.910000,83,30.24,0,10,7.5,42,90.9,7.5,19.67,90.06479,0,175,19.67,40.52,30.23,75,229.17,30.23,45.83,14.4,22.5

60,14:45-15:00,12.890000,24.200000,0.000000,30.280000,0.000000,6.380000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.230000,76.780000,15.840000,0.000000,5.750000,76.650000,29.070000,0.000000,0.000000,0.000000,12.890000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,13.220000,80,30.24,0,11.34,8.43,40,89.01,8.44,25,86.323862,0,165,25,39.4,30.23,70,229.17,30.23,45.83,15,25.32

61,15:00-15:15,12.400000,24.200000,0.000000,30.780000,0.000000,6.530000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.510000,100.710000,15.840000,0.000000,5.910000,76.650000,29.070000,0.000000,0.000000,0.000000,12.400000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,12.710000,75,30.24,0,12.34,9.5,38,66.67,9.49,30.33,75.773276,0,158,30.33,37.45,30.23,67,225,30.23,45,12.01,28.48

62,15:15-15:30,11.760000,24.200000,0.000000,30.780000,0.000000,6.530000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.510000,100.710000,15.840000,0.000000,5.910000,76.650000,29.070000,0.000000,0.000000,0.000000,11.760000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,12.050000,70,30.34,0,13.34,10.1,35,65,10.1,36,70.950986,0,147,36,35.4,30.33,63,205.04,30.33,41.01,12.01,30.3

63,15:30-15:45,10.970000,24.200000,0.000000,30.780000,0.000000,6.530000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.510000,100.710000,15.840000,0.000000,5.910000,87.200000,29.070000,0.000000,0.000000,0.000000,10.970000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,11.240000,65,30.34,0,14,13.34,32,63.6,13.33,41.67,65.797468,0,137,41.67,33.36,30.33,58,186.5,30.33,37.3,12.01,40

64,15:45-16:00,9.970000,24.200000,0.000000,31.280000,0.000000,6.530000,0.000000,30.930000,0.000000,0.000000,0.000000,262.460000,0.000000,0.000000,6.510000,100.710000,15.840000,0.000000,5.910000,87.200000,29.070000,0.000000,0.000000,0.000000,9.970000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,10.220000,58,30.34,0,14.66,14.28,29,58.78,14.27,47,60.419884,0,123,47,29.93,30.33,52,170.15,30.33,34.03,12.01,42.81

65,16:00-16:15,8.990000,24.200000,0.000000,31.280000,14.500000,6.690000,0.000000,30.930000,19.330000,0.000000,0.000000,262.460000,0.000000,0.000000,6.790000,100.710000,15.840000,19.330000,6.060000,87.200000,29.070000,0.000000,0.000000,39.630000,8.990000,273.330000,0.000000,0.000000,57.970000,13.290000,48.340000,9.220000,51,30.5,0,15.66,15.62,26,53.75,15.6,48,54.915654,0,109,48,27.75,30.5,46,165.23,30.5,33.05,9.41,46.81

66,16:15-16:30,8.180000,24.200000,0.000000,31.280000,14.500000,6.690000,0.000000,30.930000,19.330000,0.000000,0.000000,262.460000,0.000000,0.000000,6.790000,100.710000,15.840000,19.330000,6.060000,87.200000,29.070000,0.000000,0.000000,39.630000,8.180000,273.330000,0.000000,0.000000,57.970000,13.290000,48.340000,8.380000,45,30.84,0,16.66,17.62,22,48.46,17.6,48.67,49.216584,0,95,48.67,26.21,30.83,40,147.03,30.83,29.4,9.81,52.81

67,16:30-16:45,7.170000,24.200000,0.000000,31.280000,14.500000,6.690000,0.000000,30.930000,19.330000,0.000000,0.000000,262.460000,0.000000,0.000000,6.790000,100.710000,15.840000,19.330000,6.060000,87.200000,29.070000,0.000000,0.000000,39.630000,7.170000,273.330000,0.000000,0.000000,33.160000,13.290000,48.340000,7.350000,40,30.84,0,17.66,12.5,20,42.91,12.5,49,42.533572,0,84,49,22.43,30.83,36,131.28,30.83,26.26,10.01,37.5

68,16:45-17:00,6.110000,24.200000,0.000000,31.280000,14.500000,6.690000,0.000000,30.930000,19.330000,0.000000,0.000000,225.770000,0.000000,0.000000,6.790000,100.710000,15.840000,19.330000,6.060000,87.200000,29.070000,0.000000,0.000000,39.630000,6.110000,273.330000,0.000000,0.000000,33.160000,13.290000,48.340000,6.260000,33,31.07,0,17.66,13.16,17,36.73,13.17,49.33,35.645978,0,74,49.33,19.68,30,31,116.39,31.43,23.28,10.21,39.5

69,17:00-17:15,4.810000,24.200000,5.800000,31.280000,14.500000,7.080000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,0.000000,7.150000,100.710000,15.840000,19.330000,6.230000,87.200000,29.070000,48.340000,0.000000,39.630000,4.810000,273.330000,6.770000,0.000000,57.970000,13.290000,48.340000,4.940000,20,27.44,0,13.41,13.84,10,30.47,13.83,50.33,29.011676,0,60,50.33,16.35,18,25,83.33,32.81,16.67,8.01,41.5

70,17:15-17:30,3.880000,18.900000,5.800000,31.280000,14.500000,7.080000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,0.000000,7.150000,100.710000,15.840000,19.330000,6.230000,87.200000,29.070000,48.340000,0.000000,39.630000,3.880000,273.330000,6.770000,0.000000,57.970000,13.290000,48.340000,3.970000,15,18.04,0,13.37,14.66,7,24.71,14.67,51.33,22.737828,0,46,51.33,13,7,19,66.67,29.75,13.33,8.01,44

71,17:30-17:45,2.940000,18.900000,5.800000,31.280000,14.500000,7.080000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,0.000000,7.150000,100.710000,15.840000,19.330000,6.230000,68.180000,29.070000,48.340000,0.000000,39.630000,2.940000,273.330000,6.770000,0.000000,33.160000,13.290000,48.340000,3.020000,12,12.77,0,13.16,15.5,6,18.96,15.5,45.67,17.0485,0,32,45.67,9,1,13,45.83,20.52,9.17,8.01,46.5

72,17:45-18:00,2.130000,18.900000,5.800000,31.280000,14.500000,7.080000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,0.000000,7.150000,100.710000,15.840000,19.330000,6.230000,87.200000,29.070000,48.340000,0.000000,39.630000,2.130000,273.330000,6.770000,0.000000,33.160000,13.290000,48.340000,2.190000,11,8.97,0,13.33,16.16,5,13.41,16.17,45.33,11.622206,0,21,45.33,7,0,9,37.5,12.93,7.5,8.01,48.5

73,18:00-18:15,1.420000,18.900000,5.800000,31.280000,14.500000,7.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.630000,100.710000,15.840000,19.330000,6.380000,87.200000,29.070000,48.340000,0.000000,39.630000,1.420000,273.330000,6.770000,0.000000,57.970000,13.480000,48.340000,1.460000,10,0,0,12.23,16.5,5,8.47,16.5,44,6.955788,0,11,44,4,0,4,36.81,0,7.36,8.01,49.5

74,18:15-18:30,0.870000,18.900000,5.800000,31.280000,14.500000,7.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.630000,100.710000,15.840000,19.330000,6.380000,87.200000,29.070000,48.340000,0.000000,39.630000,0.870000,273.330000,6.770000,0.000000,57.970000,13.480000,48.340000,0.890000,5,0,0,11.87,17,2,4.58,17,43.33,3.45841,0,6,43.33,2,0,2,24.24,0,4.85,8.01,51

75,18:30-18:45,0.420000,18.900000,5.800000,31.280000,14.500000,7.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.630000,100.710000,15.840000,19.330000,7.000000,87.200000,29.070000,48.340000,0.000000,39.630000,0.420000,273.330000,6.770000,0.000000,57.970000,13.480000,48.340000,0.430000,1,0,0,17.34,18.16,0,1.99,18.17,33.33,0.896264,0,1,33.33,1,0,1,15.4,0,3.08,7.81,54.5

76,18:45-19:00,0.130000,18.900000,5.800000,31.280000,14.500000,7.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.630000,100.710000,15.840000,19.330000,7.000000,87.200000,29.070000,48.340000,0.000000,39.630000,0.130000,273.330000,6.770000,0.000000,57.970000,13.480000,48.340000,0.140000,0,0,0,16.34,17.66,0,0,17.67,33.33,0,0,1,33.33,0.5,0,0,8.02,0,1.6,7.61,53

77,19:00-19:15,0.000000,24.210000,5.800000,31.280000,14.500000,7.690000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.090000,100.710000,15.840000,19.330000,7.150000,76.650000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.660000,48.340000,0.000000,0,0,0,15.34,17,0,0,17,33.67,0,0,0,33.67,0,0,0,3.58,0,0.71,7.41,51

78,19:15-19:30,0.000000,24.210000,5.800000,31.280000,14.500000,7.690000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.090000,100.710000,15.840000,19.330000,7.150000,76.650000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.660000,48.340000,0.000000,0,0,0,13.34,16.16,0,0,16.17,34,0,0,0,34,0,0,0,1.06,0,0.21,7.41,48.5

79,19:30-19:45,0.000000,24.210000,5.800000,30.780000,14.500000,7.690000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.090000,100.710000,15.840000,19.330000,7.150000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.660000,48.340000,0.000000,0,0,0,12.34,19,0,0,19,39.33,0,0,0,39.33,0,0,0,0.17,0,0.03,7.41,57

80,19:45-20:00,0.000000,24.210000,5.800000,30.280000,14.500000,7.690000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.090000,100.710000,15.840000,19.330000,7.150000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.660000,48.340000,0.000000,0,0,0,16,18.66,0,0,18.67,39,0,0,0,39,0,0,0,0,0,0,7.41,56

81,20:00-20:15,0.000000,18.900000,5.800000,29.770000,14.500000,7.840000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,7.310000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.840000,48.340000,0.000000,0,0,0,15.66,18.34,0,0,18.33,38.67,0,0,0,38.67,0,0,0,0,0,0,7.41,55

82,20:15-20:30,0.000000,18.900000,5.800000,29.770000,14.500000,7.840000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,7.310000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.840000,48.340000,0.000000,0,0,0,15.34,18,0,0,18,38,0,0,0,38,0,0,0,0,0,0,7.41,54

83,20:30-20:45,0.000000,25.920000,5.800000,28.760000,14.500000,7.840000,4.830000,37.950000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,7.770000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.840000,48.340000,0.000000,0,0,0,15.34,13.66,0,0,13.67,38,0,0,0,38,0,0,0,0,0,0,7.41,41

84,20:45-21:00,0.000000,18.900000,5.800000,28.260000,14.500000,7.840000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,7.770000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.840000,48.340000,0.000000,0,0,0,14.66,13.34,0,0,13.33,37.33,0,0,0,37.33,0,0,0,0,0,0,7.41,40

85,21:00-21:15,0.000000,30.930000,5.800000,28.260000,14.500000,8.070000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,8.320000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,13.34,13,0,0,13,37.33,0,0,0,37.33,0,0,0,0,0,0,7.41,39

86,21:15-21:30,0.000000,30.930000,5.800000,28.260000,14.500000,8.070000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,8.320000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,12.34,12.5,0,0,12.5,37,0,0,0,37,0,0,0,0,0,0,7.41,37.5

87,21:30-21:45,0.000000,30.930000,5.800000,28.260000,14.500000,8.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,8.320000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,12.34,12.34,0,0,12.33,36.33,0,0,0,36.33,0,0,0,0,0,0,7.41,37

88,21:45-22:00,0.000000,30.930000,5.800000,28.260000,14.500000,8.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.360000,100.710000,15.840000,19.330000,8.320000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,11.34,12,0,0,12,35.67,0,0,0,35.67,0,0,0,0,0,0,7.41,36

89,22:00-22:15,0.000000,30.930000,5.800000,27.750000,14.500000,8.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.180000,100.710000,15.840000,19.330000,8.170000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,14.66,11.5,0,0,11.5,34.33,0,0,0,34.33,0,0,0,0,0,0,7.41,34.5

90,22:15-22:30,0.000000,30.930000,5.800000,27.750000,14.500000,8.460000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.180000,100.710000,15.840000,19.330000,8.170000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,14,11.16,0,0,11.17,33.33,0,0,0,33.33,0,0,0,0,0,0,7.41,33.5

91,22:30-22:45,0.000000,30.930000,5.800000,27.250000,14.500000,8.230000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.180000,100.710000,15.840000,19.330000,8.170000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,13.34,14.5,0,0,14.5,32.33,0,0,0,32.33,0,0,0,0,0,0,7.41,43.5

92,22:45-23:00,0.000000,30.930000,5.800000,27.250000,14.500000,8.230000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,8.180000,100.710000,15.840000,19.330000,8.170000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,12.66,14.16,0,0,14.17,31.33,0,0,0,31.33,0,0,0,0,0,0,7.41,42.5

93,23:00-23:15,0.000000,30.930000,5.800000,26.240000,14.500000,8.230000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.990000,100.710000,15.840000,19.330000,7.770000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,12,13.84,0,0,13.83,30.67,0,0,0,30.67,0,0,0,0,0,0,7.41,41.5

94,23:15-23:30,0.000000,30.930000,5.800000,26.240000,14.500000,8.230000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.990000,100.710000,15.840000,19.330000,7.770000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,11.66,13.34,0,0,13.33,30,0,0,0,30,0,0,0,0,0,0,7.41,40

95,23:30-23:45,0.000000,30.930000,5.800000,26.240000,14.500000,8.070000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.990000,100.710000,15.840000,19.330000,7.770000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,11.34,13.16,0,0,13.17,29.33,0,0,0,29.33,0,0,0,0,0,0,7.41,39.5

96,23:45-24:00,0.000000,30.930000,5.800000,26.240000,14.500000,8.070000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.990000,100.710000,15.840000,19.330000,7.770000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,13.940000,48.340000,0.000000,0,0,0,11,12.84,0,0,12.83,29.33,0,0,0,29.33,0,0,0,0,0,0,7.41,38.5

