Block,Time,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/2-R1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23728,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23726,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/21052024/21052024/DD20240521NR24543,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/DC20240501NR23735,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/16042024/31052024/IEX_240323_06618,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14
51,12:30-12:45,14.900000,19.790000,8.540000,30.280000,12.990000,9.290000,0.000000,0.000000,227.410000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.360000,48.260000,14.900000,0.000000,23.01,82,47,0,0,93,44.5,46.67,30.83,30.84,71.67,129.486218,31.73,31.34,31.73,92.5,71.67,31.74,233.33,193,92.31

52,12:45-13:00,14.900000,19.790000,8.540000,30.280000,12.990000,9.290000,0.000000,0.000000,227.410000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.360000,48.260000,14.900000,0.000000,23.01,82,47,0,0,93,44.5,46.67,31.67,31.66,73.33,127.877633,31.73,32,31.73,95,73.33,31.74,233.33,193,92.25

53,13:00-13:15,14.900000,19.790000,8.700000,30.280000,12.990000,9.600000,0.000000,0.000000,232.230000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.440000,48.260000,14.900000,0.000000,22.81,82,47,0,0,93,44.5,46.67,32.5,32.5,75,124.543475,31.73,32.66,31.73,97.5,75,31.74,233.33,193,92.15

54,13:15-13:30,14.900000,19.790000,8.700000,30.280000,12.990000,9.600000,0.000000,0.000000,241.880000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.440000,48.260000,14.900000,0.000000,22.41,82,47,0,0,93,44,46.67,33.33,33.34,75,119.42525,31.57,33.34,31.57,100,75,31.56,233.33,193,92.15

55,13:30-13:45,14.900000,19.790000,8.700000,30.280000,12.990000,9.600000,0.000000,0.000000,241.880000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.440000,48.260000,14.900000,0.000000,22.01,82,47,0,0,93,44,46.67,33.33,33.34,75,119.668975,31.57,33.34,31.57,100,75,31.56,233.33,193,92.05

56,13:45-14:00,14.900000,19.790000,8.700000,30.280000,12.990000,9.600000,0.000000,0.000000,246.710000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.440000,48.260000,14.900000,0.000000,21.61,82,47,0,0,93,44,46.67,33.33,33.34,75,114.180288,31.73,33.34,31.73,100,75,31.74,233.33,193,92.1

57,14:00-14:15,14.330000,19.790000,8.850000,30.280000,12.990000,9.930000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,82.050000,57.890000,0.000000,0.000000,0.000000,7.660000,14.690000,9.600000,48.260000,14.330000,0.000000,26.61,79,44,0,0,89,43.5,46.67,33.33,33.34,75,108.321139,31.73,33.34,31.73,100,75,31.74,233.33,186,91.95

58,14:15-14:30,13.760000,19.790000,8.850000,30.280000,12.990000,9.930000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,14.110000,9.600000,48.260000,13.760000,0.000000,27.01,78,44,0,0,89,43.19,46.04,33.33,33.34,75,101.847803,31.73,33.34,31.73,100,75,31.74,230.19,182,91.59

59,14:30-14:45,13.130000,23.320000,8.850000,30.280000,12.990000,9.930000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,23.320000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,13.470000,9.600000,48.260000,13.130000,0.000000,27.61,72,39,0,0,79,42.52,45.44,33.33,33.34,75,95.988654,31.73,33.34,31.73,100,75,31.74,227.19,168,90.9

60,14:45-15:00,12.470000,23.320000,8.850000,30.280000,12.990000,9.930000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,23.320000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,12.790000,9.600000,48.260000,12.470000,0.000000,28.61,67,37,0,0,75,41.4,41.74,33.33,33.34,75,89.954023,31.73,33.34,31.73,100,75,31.74,208.71,158,89.01

61,15:00-15:15,11.990000,18.950000,9.010000,31.290000,13.180000,10.580000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,12.290000,9.980000,48.260000,11.990000,0.000000,21.01,64,36,0,0,72,39.45,43.85,33.33,33.34,75,88.998621,31.73,33.34,31.73,100,75,31.74,219.28,151,85.21

62,15:15-15:30,11.360000,18.950000,9.010000,31.290000,13.180000,10.580000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,11.650000,9.980000,48.260000,11.360000,0.000000,21.41,60,33,0,0,66,37.4,41.54,33.33,33.34,75,84.085125,31.83,33.34,31.83,100,75,31.84,207.72,140,80.21

63,15:30-15:45,10.610000,18.950000,9.160000,31.290000,13.180000,10.580000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,10.880000,9.980000,48.260000,10.610000,0.000000,21.81,57,31,0,0,62,35.36,39,33.33,33.34,75,77.826267,31.83,33.34,31.83,100,75,31.84,195.01,133,74.82

64,15:45-16:00,9.650000,18.950000,9.160000,31.290000,13.180000,10.580000,0.000000,0.000000,262.080000,0.000000,0.000000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,100.560000,57.890000,0.000000,0.000000,0.000000,7.660000,9.880000,9.980000,48.260000,9.650000,0.000000,22.41,52,29,0,0,57,32.43,36.23,33.33,33.34,75,71.469919,31.83,33.34,31.83,100,75,31.84,181.17,123,69.15

65,16:00-16:15,8.690000,30.890000,9.620000,31.290000,13.640000,11.140000,0.000000,0.000000,262.080000,0.000000,14.480000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,100.560000,57.890000,19.310000,0.000000,0.000000,7.660000,8.910000,10.370000,48.260000,8.690000,0.000000,28.81,47,26,0,0,51,30.25,33.35,33.33,33.34,75,64.24591,32,33.34,32,100,75,32,166.77,111,63.23

66,16:15-16:30,7.920000,30.890000,9.620000,31.290000,13.640000,11.140000,0.000000,0.000000,262.080000,0.000000,14.480000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,100.560000,57.890000,19.310000,0.000000,0.000000,7.660000,8.120000,10.370000,48.260000,7.920000,0.000000,29.62,41,22,0,0,45,26.71,30.4,33.33,33.34,75,56.505204,32.33,33.34,32.33,100,75,32.34,152.01,97,57.01

67,16:30-16:45,6.940000,30.890000,9.620000,31.290000,13.640000,11.140000,0.000000,0.000000,262.080000,0.000000,14.480000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,100.560000,57.890000,19.310000,0.000000,0.000000,7.660000,7.110000,10.370000,48.260000,6.940000,0.000000,31.22,36,20,0,0,39,22.93,27.35,32.5,32.5,73,49.203203,32.33,30.66,32.33,97.5,73,32.34,136.73,84,50.49

68,16:45-17:00,5.910000,30.890000,9.620000,31.290000,13.640000,11.140000,0.000000,0.000000,262.080000,0.000000,14.480000,0.000000,0.000000,87.070000,30.890000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,100.560000,57.890000,19.310000,0.000000,0.000000,7.660000,6.060000,10.370000,48.260000,5.910000,0.000000,31.82,31,16,0,0,32,20.18,24.12,32.33,32.34,71.33,41.813461,32,30.34,32.5,97,71.33,32.5,120.59,74,43.21

69,17:00-17:15,4.660000,30.890000,10.480000,31.290000,14.190000,11.700000,46.330000,0.000000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,4.780000,10.750000,48.260000,4.660000,0.000000,32.22,25,13,0,0,27,16.85,20.73,32.17,32.16,71,34.638197,20,30,20.41,96.5,71,33,103.63,60,35.84

70,17:15-17:30,3.750000,30.890000,10.480000,31.290000,14.190000,11.700000,46.330000,0.000000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,3.840000,10.750000,48.260000,3.750000,0.000000,33.02,19,10,0,0,20,13,17.34,32,32,70.67,27.735905,10,30,10.44,96,70.67,33,86.71,46,29.07

71,17:30-17:45,2.850000,30.890000,10.480000,31.290000,14.190000,11.700000,46.330000,0.000000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,2.910000,10.750000,48.260000,2.850000,0.000000,32.62,15,7,0,0,15,10,14.1,31.83,31.84,62.67,20.86286,3,29.66,5.88,95.5,62.67,26.33,70.49,35,22.31

72,17:45-18:00,2.060000,30.890000,10.480000,31.290000,14.190000,11.700000,46.330000,0.000000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,2.120000,10.750000,48.260000,2.060000,0.000000,32.02,9,6,0,0,11,7,11.08,31.5,31.5,62,14.399273,0,29.34,2.15,94.5,62,15.34,55.42,21,15.78

73,18:00-18:15,1.380000,30.890000,10.480000,30.280000,14.930000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,1.400000,10.750000,48.260000,1.380000,0.000000,14,4,4,0,0,8,4,8.37,27.5,27.5,61.67,8.900837,0,22.66,0,82.5,61.67,0,41.87,11,9.97

74,18:15-18:30,0.840000,30.890000,10.480000,29.270000,14.930000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.860000,10.750000,48.260000,0.840000,0.000000,14.6,2,2,0,0,5,2,6.03,26.67,26.66,60.67,4.650273,0,21.66,0,80,60.67,0,30.15,6,5.39

75,18:30-18:45,0.400000,30.890000,10.480000,29.780000,14.930000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.410000,10.750000,48.260000,0.400000,0.000000,15.2,1,0,0,0,1,1,4.12,26.33,26.34,60,1.647581,0,20.66,0,79,60,0,20.6,2,2.34

76,18:45-19:00,0.130000,30.890000,10.480000,29.780000,14.930000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.130000,10.750000,48.260000,0.130000,0.000000,15.2,0,0,0,0,0,0.5,2.56,25.83,25.84,59,0.087741,0,20,0,77.5,59,0,12.79,1,0

77,19:00-19:15,0.000000,30.890000,10.480000,29.780000,15.670000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,11.01,0,0,0,0,0,0,0.63,27.67,27.66,68.33,0,0,25,0,83,68.33,0,3.17,1,0

78,19:15-19:30,0.000000,30.890000,10.480000,29.780000,15.670000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,10.61,0,0,0,0,0,0,0.12,27.67,27.66,68.33,0,0,24.66,0,83,68.33,0,0.58,0,0

79,19:30-19:45,0.000000,30.890000,10.480000,30.780000,15.670000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,10.21,0,0,0,0,0,0,0.01,27.5,27.5,68,0,0,24.34,0,82.5,68,0,0.04,0,0

80,19:45-20:00,0.000000,30.890000,10.480000,30.780000,15.670000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,9.61,0,0,0,0,0,0,0,27.33,27.34,67.67,0,0,24,0,82,67.67,0,0,0,0

81,20:00-20:15,0.000000,30.890000,10.480000,30.780000,16.860000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,27,27,69.33,0,0,26,0,81,69.33,0,0,0,0

82,20:15-20:30,0.000000,30.890000,10.480000,30.780000,16.860000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,26.67,26.66,69.33,0,0,25.66,0,80,69.33,0,0,0,0

83,20:30-20:45,0.000000,30.890000,10.480000,30.280000,16.860000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,29.17,29.16,69,0,0,25,0,87.5,69,0,0,0,0

84,20:45-21:00,0.000000,30.890000,10.480000,30.280000,16.860000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,28.67,28.66,68.67,0,0,24.34,0,86,68.67,0,0,0,0

85,21:00-21:15,0.000000,30.890000,10.480000,29.780000,17.330000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,25.83,25.84,61.67,0,0,19.34,0,77.5,61.67,0,0,0,0

86,21:15-21:30,0.000000,30.890000,10.480000,29.780000,17.330000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,25.67,25.66,60,0,0,18,0,77,60,0,0,0,0

87,21:30-21:45,0.000000,30.890000,10.480000,29.270000,17.330000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,25.33,25.34,59.33,0,0,22.34,0,76,59.33,0,0,0,0

88,21:45-22:00,0.000000,30.890000,10.480000,29.270000,17.330000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,25.17,25.16,58.33,0,0,21.34,0,75.5,58.33,0,0,0,0

89,22:00-22:15,0.000000,30.890000,10.480000,28.260000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,25,25,54.67,0,0,21,0,75,54.67,0,0,0,0

90,22:15-22:30,0.000000,30.890000,10.480000,28.260000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,24.67,24.66,52.67,0,0,20.66,0,74,52.67,0,0,0,0

91,22:30-22:45,0.000000,30.890000,10.480000,27.750000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,66.400000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,22.5,22.5,58.67,0,0,15,0,67.5,58.67,0,0,0,0

92,22:45-23:00,0.000000,30.890000,10.480000,27.750000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,70.660000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,22,22,58.33,0,0,15.34,0,66,58.33,0,0,0,0

93,23:00-23:15,0.000000,30.890000,10.480000,27.250000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,74.920000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,21.67,21.66,57.33,0,0,15.66,0,65,57.33,0,0,0,0

94,23:15-23:30,0.000000,30.890000,10.480000,27.250000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,74.920000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,21.67,21.66,56,0,0,15.66,0,65,56,0,0,0,0

95,23:30-23:45,0.000000,30.890000,10.480000,26.750000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,79.170000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,21.67,21.66,55.33,0,0,16,0,65,55.33,0,0,0,0

96,23:45-24:00,0.000000,30.890000,10.480000,26.750000,17.600000,11.700000,46.330000,48.260000,262.080000,0.000000,14.480000,0.000000,6.760000,87.070000,30.890000,4.830000,272.940000,0.000000,48.260000,29.030000,19.310000,100.560000,83.430000,19.310000,5.790000,57.920000,7.660000,0.000000,10.750000,48.260000,0.000000,0.000000,7.21,0,0,0,0,0,0,0,21.67,21.66,56.33,0,0,16.34,0,65,56.33,0,0,0,0

