Block,Time,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/2-R1,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/M20240501NR23406,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX-240323-06617_1,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/DC20240501NR23728,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23735,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/DC20240501NR23726,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/16042024/31052024/IEX_240323_06618,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI
51,12:30-12:45,3.160000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,88.970000,273.450000,0.000000,6.66,30.24,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,138.758292,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44.8,0.000000,0.000000,196,22.200000,29.300000,0,91.29,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

52,12:45-13:00,3.160000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,88.970000,273.450000,0.000000,6.66,30.24,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,133.748334,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44.88,0.000000,0.000000,196,22.200000,29.300000,0,91.38,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

53,13:00-13:15,3.160000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,79.300000,232.100000,0.000000,6.66,30.24,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,130.093209,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44.93,0.000000,0.000000,196,22.200000,29.300000,0,91.42,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.580000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

54,13:15-13:30,3.160000,7.01,145.950000,0.000000,0.000000,0.000000,16.650000,79.300000,232.100000,0.000000,6.66,30.06,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,126.087192,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44.97,0.000000,0.000000,196,22.200000,29.300000,0,91.4,0.000000,0.000000,25.630000,46.33,30.07,0.000000,3.580000,16.240000,30.07,13.33,48.360000,16.240000,12.320000

55,13:30-13:45,3.160000,7.01,145.950000,0.000000,0.000000,0.000000,16.650000,91.870000,273.450000,0.000000,6.66,30.06,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,111.583656,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44.74,0.000000,0.000000,196,22.200000,29.300000,0,91.31,0.000000,0.000000,25.630000,46.33,30.07,0.000000,3.580000,16.240000,30.07,13.33,48.360000,16.240000,12.320000

56,13:45-14:00,3.160000,7.01,194.310000,0.000000,0.000000,0.000000,16.350000,100.750000,273.450000,0.000000,6.66,30.24,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,107.50941,94,0.000000,6.66,44.400000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44,0.000000,0.000000,196,22.200000,29.300000,0,91.08,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.580000,15.950000,30.23,13.33,48.360000,15.950000,12.320000

57,14:00-14:15,3.260000,9.41,201.990000,0.000000,0.000000,0.000000,16.080000,100.750000,273.450000,0.000000,7.5,30.24,0.000000,22.5,7.5,11.720000,25.630000,0.000000,13.33,103.503393,94,0.000000,6.66,63.420000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,44.78,0.000000,0.000000,196,22.200000,29.300000,0,88.28,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.730000,15.690000,30.23,13.33,48.360000,15.690000,12.320000

58,14:15-14:30,3.260000,12.01,201.990000,0.000000,0.000000,0.000000,15.560000,100.750000,273.450000,0.000000,7.5,30.24,0.000000,22.5,7.5,11.720000,25.630000,0.000000,13.33,99.702063,94,0.000000,6.66,63.420000,0.000000,84,0.000000,47,0,94.770000,0.000000,230.33,43.19,0.000000,0.000000,196,23.710000,29.300000,0,86.77,0.000000,0.000000,25.630000,46.06,30.23,0.000000,3.730000,15.170000,30.23,13.33,48.360000,15.170000,12.320000

59,14:30-14:45,3.260000,14.2,201.990000,0.000000,0.000000,0.000000,14.660000,100.750000,273.450000,0.000000,7.66,30.24,0.000000,23,7.67,11.720000,25.630000,0.000000,13.67,95.03325,93,0.000000,6.66,63.420000,0.000000,82,0.000000,47,0,115.620000,0.000000,230.33,42.52,0.000000,0.000000,193,23.710000,29.300000,0,87.33,0.000000,0.000000,25.630000,46.06,30.23,0.000000,3.730000,14.300000,30.23,13.67,48.360000,14.300000,12.320000

60,14:45-15:00,3.260000,16.4,201.990000,0.000000,0.000000,0.000000,14.010000,100.750000,273.450000,0.000000,8,30.24,0.000000,24,8,11.720000,25.630000,0.000000,14,89.906328,89,0.000000,6.66,63.420000,0.000000,79,0.000000,45,0,115.620000,0.000000,230.33,41.4,0.000000,0.000000,186,24.220000,29.300000,0,84.49,0.000000,0.000000,25.630000,46.06,30.23,0.000000,3.730000,13.670000,30.23,14,48.360000,13.670000,12.320000

61,15:00-15:15,3.440000,19,201.990000,0.000000,0.000000,0.000000,13.480000,100.750000,273.450000,0.000000,8.66,30.24,0.000000,26,8.67,11.820000,25.630000,0.000000,15,77.751819,84,0.000000,6.66,63.420000,0.000000,76,0.000000,42,0,115.620000,0.000000,227.96,39.45,0.000000,0.000000,179,24.730000,29.300000,0,79.77,0.000000,0.000000,25.630000,45.59,30.23,0.000000,3.890000,13.150000,30.23,15,48.360000,13.150000,12.320000

62,15:15-15:30,3.440000,21.41,201.990000,0.000000,0.000000,0.000000,12.800000,100.750000,273.450000,0.000000,10.84,30.34,0.000000,32.5,10.83,11.820000,25.630000,0.000000,18.33,72.946548,79,0.000000,8.34,63.420000,0.000000,73,0.000000,39,0,115.620000,0.000000,215.49,37.4,0.000000,0.000000,172,24.730000,29.300000,0,76.3,0.000000,0.000000,25.630000,43.1,30.33,0.000000,3.890000,12.480000,30.33,18.33,48.360000,12.480000,15.650000

63,15:30-15:45,3.440000,22.41,201.990000,0.000000,0.000000,0.000000,12.000000,100.750000,273.450000,0.000000,9.16,30.34,0.000000,27.5,9.17,11.820000,25.630000,0.000000,22.67,67.566204,73,0.000000,8.66,63.420000,0.000000,67,0.000000,36,0,115.620000,0.000000,203.08,35.36,0.000000,0.000000,158,25.230000,29.300000,0,71.94,0.000000,0.000000,25.630000,40.61,30.33,0.000000,3.890000,11.720000,30.33,22.67,48.360000,11.720000,15.650000

64,15:45-16:00,3.440000,23.21,201.990000,0.000000,0.000000,0.000000,10.840000,100.750000,273.450000,0.000000,10.84,30.34,0.000000,32.5,10.83,11.820000,25.630000,0.000000,24.33,61.435341,67,0.000000,9.34,63.420000,0.000000,61,0.000000,33,0,115.620000,0.000000,190.57,31.93,0.000000,0.000000,144,26.240000,29.300000,0,64.69,0.000000,0.000000,25.630000,38.11,30.33,0.000000,3.890000,10.570000,30.33,24.33,48.360000,10.570000,15.650000

65,16:00-16:15,3.630000,23.61,201.990000,0.000000,0.000000,0.000000,9.590000,100.750000,273.450000,39.650000,12.5,30.5,0.000000,37.5,12.5,11.910000,25.630000,19.340000,38.33,54.398007,59,0.000000,11.34,63.420000,19.340000,55,0.000000,29,0,115.620000,0.000000,172.63,29.75,14.510000,0.000000,130,26.740000,29.300000,0,59.19,0.000000,0.000000,25.630000,34.53,30.5,0.000000,3.890000,9.350000,30.5,38.33,48.360000,9.350000,15.650000

66,16:15-16:30,3.630000,23.81,201.990000,0.000000,0.000000,0.000000,8.760000,100.750000,273.450000,39.650000,13.34,30.84,0.000000,40,13.33,11.910000,25.630000,19.340000,39,46.88307,52,0.000000,12.66,63.420000,19.340000,49,0.000000,26,0,115.620000,0.000000,156.24,27.67,14.510000,0.000000,116,26.740000,29.300000,0,50.97,0.000000,0.000000,25.630000,31.25,30.83,0.000000,3.890000,8.540000,30.83,39,48.360000,8.540000,15.650000

67,16:30-16:45,3.630000,23.21,250.340000,0.000000,0.000000,0.000000,7.560000,100.750000,273.450000,39.650000,14,33,0.000000,42,14,11.910000,25.630000,19.340000,39.67,37.740384,45,0.000000,14,63.420000,19.340000,42,0.000000,23,0,115.620000,0.000000,136.73,24.15,14.510000,0.000000,98,26.740000,29.300000,0,45.21,0.000000,0.000000,25.630000,27.34,33,0.000000,3.890000,7.370000,20.87,39.67,48.360000,7.370000,15.650000

68,16:45-17:00,3.630000,23.61,262.570000,0.000000,0.000000,0.000000,6.370000,100.750000,273.450000,39.650000,14.66,29,0.000000,44,14.67,11.910000,25.630000,19.340000,40.33,30.069495,39,0.000000,16,63.420000,19.340000,34,0.000000,19,0,115.620000,0.000000,117.21,20.74,14.510000,0.000000,81,26.740000,29.300000,0,38.26,0.000000,0.000000,25.630000,23.44,33,0.000000,3.890000,6.220000,10.97,40.33,48.360000,6.220000,15.650000

69,17:00-17:15,3.810000,28.01,262.570000,5.800000,46.420000,0.000000,4.630000,100.750000,273.450000,39.650000,15.34,20,0.000000,46,15.33,12.000000,25.630000,19.340000,39.67,23.178366,31,0.000000,18.34,87.230000,19.340000,27,6.770000,15,0,115.620000,0.000000,99.6,16.54,14.510000,4.840000,63,27.250000,29.300000,0,30.58,0.000000,0.000000,25.630000,19.92,33,48.360000,4.040000,4.530000,4.08,39.67,48.360000,4.530000,15.650000

70,17:15-17:30,3.810000,27.61,262.570000,5.800000,46.420000,0.000000,3.630000,100.750000,273.450000,39.650000,16.5,9,0.000000,49.5,16.5,12.000000,25.630000,19.340000,39,17.398395,23,0.000000,22,87.230000,19.340000,18,6.770000,11,0,115.620000,0.000000,82.5,11.97,14.510000,4.840000,42,27.250000,29.300000,0,24.16,0.000000,0.000000,25.630000,16.5,33,48.360000,4.040000,3.530000,0.58,39,48.360000,3.530000,15.650000

71,17:30-17:45,3.810000,27.21,262.570000,5.800000,46.420000,0.000000,2.630000,100.750000,273.450000,39.650000,17,3,0.000000,51,17,12.000000,8.910000,19.340000,44.33,13.45086,15,0.000000,22.34,87.230000,19.340000,12,6.770000,7,0,115.620000,0.000000,65.39,10,14.510000,4.840000,28,27.250000,29.300000,0,16.56,0.000000,0.000000,30.950000,13.08,23.01,48.360000,4.040000,2.560000,0,44.33,48.360000,2.560000,15.650000

72,17:45-18:00,3.810000,26.41,262.570000,5.800000,46.420000,0.000000,1.830000,100.750000,273.450000,39.650000,17.66,0,0.000000,53,17.67,12.000000,8.910000,19.340000,43.67,9.142686,11,0.000000,22,87.230000,19.340000,6,6.770000,6,0,115.620000,0.000000,50.01,7,14.510000,4.840000,14,27.250000,29.300000,0,10.48,0.000000,0.000000,30.950000,10,13.94,48.360000,4.040000,1.800000,0,43.67,48.360000,1.800000,15.650000

73,18:00-18:15,3.910000,25.61,262.570000,5.800000,46.420000,48.360000,1.160000,100.750000,273.450000,39.650000,20.66,0,0.000000,62,20.67,12.100000,30.950000,19.340000,49.33,5.341356,10,0.000000,24.66,87.230000,19.340000,3,6.770000,5,0,115.620000,0.000000,36.52,4,14.510000,4.840000,7,27.250000,29.300000,0,7.92,0.000000,4.230000,30.950000,7.3,0,48.360000,4.270000,1.130000,0,49.33,48.360000,1.130000,15.650000

74,18:15-18:30,3.910000,24.81,262.570000,5.800000,46.420000,48.360000,0.640000,100.750000,273.450000,39.650000,20.34,0,0.000000,61,20.33,12.100000,30.950000,19.340000,48.67,2.9241,5,0.000000,20.66,87.230000,19.340000,1,6.770000,2,0,115.620000,0.000000,24.86,2,14.510000,4.840000,2,27.250000,29.300000,0,5.41,0.000000,4.230000,30.950000,4.97,0,48.360000,4.270000,0.630000,0,48.67,48.360000,0.630000,15.650000

75,18:30-18:45,3.910000,19.8,262.570000,5.800000,46.420000,48.360000,0.210000,100.750000,273.450000,39.650000,20.85,0,0.000000,62.53,20.84,12.100000,30.950000,19.340000,48,1.247616,1,0.000000,20,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,15.48,1,14.510000,4.840000,1,27.250000,29.300000,0,3.51,0.000000,4.230000,30.950000,3.1,0,48.360000,4.440000,0.200000,0,48,48.360000,0.200000,15.650000

76,18:45-19:00,3.910000,19.2,262.570000,5.800000,46.420000,48.360000,0.030000,100.750000,273.450000,39.650000,20.51,0,0.000000,61.58,20.53,12.100000,30.950000,19.340000,47,0.136458,1,0.000000,19.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,7.73,0.5,14.510000,4.840000,0,27.760000,29.300000,0,1.96,0.000000,4.230000,30.950000,1.54,0,48.360000,4.440000,0.030000,0,47,48.360000,0.030000,15.650000

77,19:00-19:15,4.000000,18.4,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,23.5,0,0.000000,70.5,23.5,12.190000,30.950000,19.340000,49.33,0,0,0.000000,25,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,2.76,0,14.510000,4.840000,0,28.260000,29.300000,0,0.67,0.000000,4.300000,30.950000,0.55,0,48.360000,5.140000,0.000000,0,49.33,48.360000,0.000000,15.650000

78,19:15-19:30,4.000000,17.4,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,22.84,0,0.000000,68.5,22.83,12.190000,30.950000,19.340000,50,0,0,0.000000,24.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0.42,0,14.510000,4.840000,0,28.260000,29.300000,0,0,0.000000,4.300000,30.950000,0.08,0,48.360000,5.140000,0.000000,0,50,48.360000,0.000000,15.650000

79,19:30-19:45,4.000000,14.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,22.66,0,0.000000,68,22.67,12.190000,29.250000,19.340000,52.67,0,0,0.000000,23.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.760000,29.300000,0,0,0.000000,4.300000,29.250000,0,0,48.360000,5.140000,0.000000,0,52.67,48.360000,0.000000,15.650000

80,19:45-20:00,4.000000,14.2,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,21.5,0,0.000000,64.5,21.5,12.190000,29.250000,19.340000,52.33,0,0,0.000000,22.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.760000,29.300000,0,0,0.000000,4.300000,29.250000,0,0,48.360000,5.140000,0.000000,0,52.33,48.360000,0.000000,15.650000

81,20:00-20:15,4.000000,13.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,18,0,0.000000,54,18,12.280000,29.740000,19.340000,50.33,0,0,0.000000,17,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,4.230000,29.740000,0,0,48.360000,4.980000,0.000000,0,50.33,48.360000,0.000000,15.650000

82,20:15-20:30,4.000000,13,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,17.66,0,0.000000,53,17.67,12.280000,29.740000,19.340000,48,0,0,0.000000,16.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,4.230000,29.740000,0,0,48.360000,4.980000,0.000000,0,48,48.360000,0.000000,15.650000

83,20:30-20:45,3.530000,17.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,17.34,0,0.000000,52,17.33,12.280000,29.740000,19.340000,45.33,0,0,0.000000,20.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,3.930000,29.740000,0,0,48.360000,4.980000,0.000000,0,45.33,48.360000,0.000000,15.650000

84,20:45-21:00,3.530000,17.2,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,17.16,0,0.000000,51.5,17.17,12.280000,29.740000,19.340000,43,0,0,0.000000,20,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,3.930000,29.740000,0,0,48.360000,4.980000,0.000000,0,43,48.360000,0.000000,15.650000

85,21:00-21:15,3.440000,16.8,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,17.16,0,0.000000,51.5,17.17,12.370000,29.740000,19.340000,41,0,0,0.000000,19.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,3.850000,29.740000,0,0,48.360000,4.980000,0.000000,0,41,48.360000,0.000000,15.650000

86,21:15-21:30,3.440000,15.8,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,17.16,0,0.000000,51.5,17.17,12.370000,29.740000,19.340000,39.33,0,0,0.000000,18.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,3.850000,29.740000,0,0,48.360000,4.980000,0.000000,0,39.33,48.360000,0.000000,15.650000

87,21:30-21:45,3.440000,19.2,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.84,0,0.000000,44.5,14.83,12.370000,29.740000,19.340000,33.33,0,0,0.000000,12,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,3.850000,29.740000,0,0,48.360000,4.980000,0.000000,0,33.33,48.360000,0.000000,15.650000

88,21:45-22:00,3.440000,18.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.16,0,0.000000,42.5,14.17,12.370000,29.740000,19.340000,33.33,0,0,0.000000,12,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,3.850000,29.740000,0,0,48.360000,4.980000,0.000000,0,33.33,48.360000,0.000000,15.650000

89,22:00-22:15,3.350000,16.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.66,0,0.000000,41,13.67,12.470000,30.220000,19.340000,33.33,0,0,0.000000,12,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,4.230000,30.220000,0,0,48.360000,4.830000,0.000000,0,33.33,48.360000,0.000000,15.650000

90,22:15-22:30,3.350000,14.8,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.84,0,0.000000,41.5,13.83,12.470000,30.220000,19.340000,33.33,0,0,0.000000,12,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,4.230000,30.220000,0,0,48.360000,4.830000,0.000000,0,33.33,48.360000,0.000000,15.650000

91,22:30-22:45,3.350000,17.8,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14,0,0.000000,42,14,12.470000,30.220000,19.340000,38.67,0,0,0.000000,12,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,27.250000,29.300000,0,0,0.000000,4.230000,30.220000,0,0,48.360000,3.110000,0.000000,0,38.67,48.360000,0.000000,15.650000

92,22:45-23:00,3.350000,17.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.16,0,0.000000,42.5,14.17,12.470000,30.220000,19.340000,39.67,0,0,0.000000,12,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,4.230000,30.220000,0,0,48.360000,3.890000,0.000000,0,39.67,48.360000,0.000000,15.650000

93,23:00-23:15,3.350000,16.6,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.34,0,0.000000,43,14.33,12.470000,30.220000,19.340000,40,0,0,0.000000,12.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,4.150000,30.220000,0,0,48.360000,3.890000,0.000000,0,40,48.360000,0.000000,15.650000

94,23:15-23:30,3.350000,16,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.5,0,0.000000,43.5,14.5,12.470000,30.220000,19.340000,40,0,0,0.000000,13,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,4.150000,30.220000,0,0,48.360000,3.890000,0.000000,0,40,48.360000,0.000000,15.650000

95,23:30-23:45,3.350000,15.2,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.66,0,0.000000,44,14.67,12.470000,30.220000,19.340000,40,0,0,0.000000,13.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,4.150000,30.220000,0,0,48.360000,3.890000,0.000000,0,40,48.360000,0.000000,15.650000

96,23:45-24:00,3.350000,15.2,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,15.34,0,0.000000,46,15.33,12.470000,30.220000,19.340000,40,0,0,0.000000,13.66,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.740000,29.300000,0,0,0.000000,4.150000,30.220000,0,0,48.360000,3.890000,0.000000,0,40,48.360000,0.000000,15.650000

