Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23726,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/DC20240501NR23735,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240323-06617_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/M20240501NR23406,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01052024/31052024/2-R1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23728,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19
53,13:00-13:15,14.120000,0.000000,0.000000,87.170000,9.950000,15.660000,115.530000,0.000000,24.700000,0.000000,16.050000,0.000000,15.660000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.570000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.54,94,30.5,230,32.02,30.5,47,81,0,44.5,189,46,70.67,0,92.5,30.5,70.67,26.66,128.40355

54,13:15-13:30,14.120000,0.000000,0.000000,87.170000,9.950000,15.400000,115.530000,0.000000,24.700000,0.000000,15.790000,0.000000,15.400000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.570000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.54,94,30.34,230,33.82,30.33,47,81,0,44.5,189,46,70.67,0,92.5,30.33,70.67,26.66,124.466166

55,13:30-13:45,14.120000,0.000000,0.000000,87.170000,9.950000,15.020000,115.530000,0.000000,24.700000,0.000000,15.400000,0.000000,15.020000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.150000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.44,94,30.34,233.33,39.01,30.33,47,81,0,44.5,189,46.67,70.67,0,92.5,30.33,70.67,26.66,116.376986

56,13:45-14:00,14.120000,0.000000,0.000000,87.170000,9.950000,14.880000,115.530000,0.000000,24.700000,0.000000,15.250000,0.000000,14.880000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.150000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.49,94,30.5,233.33,40.41,30.5,47,81,0,44.5,189,46.67,70.67,0,92.5,30.5,70.67,26.66,110.656084

57,14:00-14:15,14.210000,0.000000,0.000000,87.170000,10.030000,14.610000,115.530000,0.000000,24.700000,0.000000,14.980000,0.000000,14.610000,0.000000,273.250000,8.270000,0.000000,0.000000,0.000000,10.150000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.35,91,30.5,233.33,41.01,30.5,45,79,0,44,186,46.67,70.67,0,92.5,30.5,70.67,26.66,104.535596

58,14:15-14:30,14.210000,0.000000,0.000000,87.170000,10.030000,14.230000,115.530000,0.000000,24.700000,0.000000,14.580000,0.000000,14.230000,0.000000,273.250000,8.270000,0.000000,0.000000,0.000000,10.150000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.01,91,30.5,233.33,41.61,30.5,45,78,0,43.19,182,46.67,70.67,0,92.5,30.5,70.67,26.66,97.879078

59,14:30-14:45,14.210000,0.000000,0.000000,87.170000,10.030000,13.310000,115.530000,0.000000,24.700000,0.000000,13.650000,0.000000,13.310000,0.000000,273.250000,8.270000,0.000000,0.000000,0.000000,10.150000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,86.35,83,30.5,230.83,42.01,30.5,42,78,0,42.52,182,46.17,70.67,0,92.5,30.5,70.67,26.66,95.335372

60,14:45-15:00,14.210000,0.000000,0.000000,87.170000,10.030000,12.650000,115.530000,0.000000,24.700000,0.000000,12.970000,0.000000,12.650000,0.000000,273.250000,8.270000,0.000000,0.000000,0.000000,10.150000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,84.56,79,30.5,223.03,42.41,30.5,39,75,0,41.4,175,44.6,70.67,0,92.5,30.5,70.67,26.66,92.382334

61,15:00-15:15,14.390000,0.000000,0.000000,87.170000,10.190000,11.990000,115.530000,0.000000,24.700000,0.000000,12.280000,0.000000,11.990000,0.000000,273.250000,8.460000,0.000000,0.000000,0.000000,10.150000,28.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,80.95,73,30.5,212.38,43.01,30.5,37,70,0,39.45,165,42.47,70.67,0,92.5,30.5,70.67,26.66,89.205138

62,15:15-15:30,14.390000,0.000000,0.000000,87.170000,10.190000,11.490000,115.530000,0.000000,24.700000,0.000000,11.780000,0.000000,11.490000,0.000000,273.250000,8.460000,0.000000,0.000000,0.000000,10.150000,28.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,76.2,69,30.5,199.69,43.01,30.5,34,66,0,37.4,154,39.94,70.67,0,92.5,30.5,70.67,26.66,85.150802

63,15:30-15:45,14.390000,0.000000,0.000000,87.170000,9.710000,10.590000,115.530000,0.000000,24.700000,0.000000,10.860000,0.000000,10.590000,0.000000,273.250000,8.460000,0.000000,0.000000,0.000000,9.840000,29.270000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,71.08,63,30.5,187.32,43.01,30.5,32,61,0,35.36,144,37.46,70.67,0,92.5,30.5,70.67,26.66,77.159082

64,15:45-16:00,14.390000,0.000000,0.000000,87.170000,9.710000,10.080000,115.530000,0.000000,24.700000,0.000000,10.320000,0.000000,10.080000,0.000000,273.250000,8.460000,0.000000,0.000000,0.000000,9.840000,29.270000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,65.69,59,30.84,175.34,43.01,30.83,29,57,0,32.43,133,35.07,70.67,0,92.5,30.83,70.67,26.66,69.040664

65,16:00-16:15,14.670000,0.000000,0.000000,87.170000,9.710000,9.050000,115.530000,0.000000,24.700000,0.000000,9.270000,19.330000,9.050000,19.330000,273.250000,8.740000,0.000000,0.000000,39.620000,9.840000,29.270000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,30.84,30.83,60.07,53,31,161.89,28.21,31,27,54,0,30.25,126,32.38,70.67,0,92.5,31,70.67,26.66,60.951484

66,16:15-16:30,14.670000,0.000000,0.000000,87.170000,9.710000,8.210000,115.530000,0.000000,24.700000,0.000000,8.420000,19.330000,8.210000,19.330000,273.250000,8.740000,0.000000,0.000000,39.620000,9.840000,29.270000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,30.84,30.83,54.16,47,31,146.43,29.42,31,23,48,0,26.71,112,29.29,70.67,0,92.5,31,70.67,26.66,52.881796

67,16:30-16:45,14.670000,0.000000,0.000000,87.170000,9.710000,7.400000,115.530000,0.000000,24.700000,0.000000,7.590000,19.330000,7.400000,19.330000,273.250000,8.740000,0.000000,0.000000,39.620000,9.840000,29.270000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,30.84,30.83,47.96,40,31,132.43,30.82,31,20,42,0,22.93,98,26.48,70.67,0,92.5,31,70.67,26.66,45.445598

68,16:45-17:00,14.670000,0.000000,0.000000,87.170000,9.710000,6.420000,115.530000,0.000000,24.700000,0.000000,6.580000,19.330000,6.420000,19.330000,273.250000,8.740000,0.000000,0.000000,39.620000,9.840000,29.270000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,30.84,30.83,41.05,34,31,115.13,32.42,31,17,36,0,20.18,84,23.03,70.67,0,92.5,31,70.67,26.66,39.744188

69,17:00-17:15,15.040000,0.000000,4.830000,87.170000,9.710000,5.460000,115.530000,5.800000,24.700000,57.980000,5.610000,19.330000,5.460000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,29.270000,15.430000,15.430000,0.000000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,34.05,29,33,98.43,34.02,20,14,30,0,16.85,70,19.68,70.67,0,92.5,27.11,70.67,26.66,33.96481

70,17:15-17:30,15.040000,0.000000,4.830000,87.170000,9.710000,4.590000,115.530000,5.800000,24.700000,57.980000,4.710000,19.330000,4.590000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,29.270000,15.430000,15.430000,0.000000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,27.61,22,33,80.18,35.62,10,11,24,0,13,56,16.03,70.67,0,92.5,19.9,70.67,26.66,27.990512

71,17:30-17:45,15.040000,0.000000,4.830000,87.170000,9.710000,3.710000,115.530000,5.800000,24.700000,57.980000,3.810000,19.330000,3.710000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,29.270000,15.430000,15.430000,0.000000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,21.19,15,23.96,64.25,36.42,3,8,18,0,10,42,12.85,70.67,0,92.5,13.12,70.67,26.66,21.39247

72,17:45-18:00,15.040000,0.000000,4.830000,87.170000,9.710000,2.860000,115.530000,5.800000,24.700000,57.980000,2.930000,19.330000,2.860000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,28.770000,15.430000,15.430000,0.000000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,14.99,10,15.2,48.92,37.22,0,5,12,0,8,28,9.78,70.67,0,92.5,8.39,70.67,26.66,15.174522

73,18:00-18:15,15.500000,0.000000,4.830000,87.170000,8.550000,2.150000,115.530000,5.800000,24.700000,57.980000,2.210000,19.330000,2.150000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.380000,29.770000,15.430000,15.430000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,9.47,5,0,34.95,38.01,0,3,6,0,5,14,6.99,70.67,0,92.5,0,70.67,26.66,9.580318

74,18:15-18:30,15.500000,0.000000,4.830000,87.170000,9.170000,1.520000,115.530000,5.800000,24.700000,57.980000,1.560000,19.330000,1.520000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.380000,29.260000,15.430000,15.430000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,5.12,3,0,22.88,38.01,0,1,3,0,4,7,4.58,70.67,0,92.5,0,70.67,26.66,5.496744

75,18:30-18:45,14.390000,0.000000,4.830000,87.170000,9.170000,0.930000,115.530000,5.800000,24.700000,57.980000,0.950000,19.330000,0.930000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.380000,28.760000,15.430000,15.430000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,2.22,1,0,15.19,37.81,0,1,1,0,3,4,3.04,70.67,0,92.5,0,70.67,26.66,1.988184

76,18:45-19:00,14.390000,0.000000,4.830000,87.170000,9.170000,0.470000,115.530000,5.800000,24.700000,57.980000,0.480000,19.330000,0.470000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.380000,28.760000,15.430000,15.430000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,9.13,38.01,0,0,0,0,2,1,1.83,70.67,0,92.5,0,70.67,26.66,0.233904

77,19:00-19:15,14.390000,0.000000,4.830000,87.170000,9.170000,0.080000,115.530000,5.800000,24.700000,57.980000,0.080000,19.330000,0.080000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,10.570000,28.760000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,4.45,38.01,0,0,0,0,1,1,0.89,70.67,0,92.5,0,70.67,26.66,0

78,19:15-19:30,14.390000,0.000000,4.830000,87.170000,9.170000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,10.570000,28.760000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,1.17,38.01,0,0,0,0,0.5,0,0.23,70.67,0,92.5,0,70.67,26.66,0

79,19:30-19:45,14.390000,0.000000,4.830000,87.170000,9.170000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,9.760000,28.260000,30.920000,0.000000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,38.01,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

80,19:45-20:00,14.390000,0.000000,4.830000,87.170000,9.170000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,9.760000,28.260000,30.920000,0.000000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,38.01,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

81,20:00-20:15,14.570000,0.000000,4.830000,87.170000,9.170000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.690000,0.000000,0.000000,39.620000,9.680000,28.260000,30.920000,0.000000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,40.01,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

82,20:15-20:30,14.570000,0.000000,4.830000,87.170000,9.170000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.690000,0.000000,0.000000,39.620000,9.680000,28.260000,30.920000,0.000000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,39.61,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

83,20:30-20:45,14.570000,0.000000,4.830000,87.170000,9.020000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.690000,0.000000,0.000000,39.620000,9.680000,27.760000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,42.01,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

84,20:45-21:00,14.570000,0.000000,4.830000,87.170000,9.020000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.690000,0.000000,0.000000,39.620000,9.680000,27.760000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,41.81,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

85,21:00-21:15,14.390000,0.000000,4.830000,87.170000,9.560000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.690000,0.000000,0.000000,39.620000,9.610000,29.770000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,33.02,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

86,21:15-21:30,14.390000,0.000000,4.830000,87.170000,9.560000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.690000,0.000000,0.000000,39.620000,9.610000,29.770000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,32.42,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

87,21:30-21:45,14.390000,0.000000,4.830000,87.170000,9.560000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,9.610000,29.270000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,31.82,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

88,21:45-22:00,14.390000,0.000000,4.830000,87.170000,9.560000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,9.610000,29.270000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,31.02,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

89,22:00-22:15,14.390000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,28.770000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,30.22,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

90,22:15-22:30,14.390000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,27.760000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,29.42,0,0,0,0,0,0,0,70.67,0,92.5,0,70.67,26.66,0

91,22:30-22:45,14.390000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,27.250000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,24.01,0,0,0,0,0,0,0,66,0,92.5,0,66,26.66,0

92,22:45-23:00,14.390000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,10.150000,27.250000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,24.01,0,0,0,0,0,0,0,66,0,92.5,0,66,26.66,0

93,23:00-23:15,14.210000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.100000,0.000000,0.000000,39.620000,9.990000,27.250000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,24.01,0,0,0,0,0,0,0,66,0,92.5,0,66,26.66,0

94,23:15-23:30,14.210000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.100000,0.000000,0.000000,39.620000,9.990000,27.250000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,24.41,0,0,0,0,0,0,0,66.67,0,92.5,0,66.67,26.66,0

95,23:30-23:45,14.210000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.100000,0.000000,0.000000,39.620000,9.990000,27.250000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,24.81,0,0,0,0,0,0,0,67.33,0,92.5,0,67.33,26.66,0

96,23:45-24:00,14.210000,0.000000,4.830000,87.170000,9.250000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.100000,0.000000,0.000000,39.620000,9.990000,27.250000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30.84,30.83,0,0,0,0,25.01,0,0,0,0,0,0,0,68,0,92.5,0,68,26.66,0

